,Lym,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Csf2,0.028070791108493365,-0.02501500336323281,0.05308579447172618,,0.002202602669650381,0.01668879762534043,0.049229491520178255,1.3077746499294827,True
Gm16230,0.008164271002190112,-0.041893861858738536,0.050058132860928646,,-0.0245382596522428,2.3183779367182415e-05,0.00024663595071470654,3.6079436184984424,True
Sstr2,0.04072132661337606,-0.007058575921234403,0.047779902534610466,,0.024080451936455912,2.3726712065765543e-07,5.69441089578373e-06,5.244551198352904,True
Gm5547,-0.18287706790518035,-0.2268553528117066,0.04397828490652625,-0.6387713406277086,-0.33073046541759243,0.0011876215681975405,0.006294813965711345,2.2010171003232144,True
AC139671.1,-0.09467855658625646,-0.1377275552644644,0.04304899867820794,-1.2716348077942952,-0.17821315222419878,0.014322213847115116,0.0436652861192534,1.359863689757064,True
Dhrs3,-0.1470706016331136,-0.1889396373988185,0.04186903576570489,-0.7834280029986234,-0.2653534438323168,0.005755108435943409,0.02136797686612652,1.6702365951719622,True
Ddr1,0.0545865938361403,0.012735428072801466,0.04185116576333883,2.6586882199715527,0.04776313149484839,2.418804998448969e-06,3.943703801818971e-05,4.404095710887572,True
Gm38004,0.016574017394072722,-0.01863166099016291,0.035205678384235634,,-0.0014850401578979857,6.865759345552288e-06,9.236447550070343e-05,4.034495031599729,True
Styk1,0.0011172395295202188,-0.03369045131728636,0.03480769084680658,,-0.023690048764481546,0.002209520844250077,0.010213501591294655,1.9908253391015673,True
Ttc16,0.0005857575152026915,-0.03313040873669928,0.03371616625190197,,-0.023669105729397764,0.00292207028969388,0.012469716741225661,1.9041434117275404,True
Dao,-0.011999770212259593,-0.043570610934964026,0.031570840722704434,,-0.0406529844974641,0.011030801689448378,0.03581429119950772,1.4459436395406424,True
Prss27,0.06707666086986872,0.03652860484556095,0.030548056024307768,1.453763423112988,0.07286401326991612,0.0004191779618661639,0.002806995280353776,2.5517583175821748,True
Mmp9,-0.05086517585508814,-0.0804617152395637,0.029596539384475568,-2.6612256181899463,-0.09798578266018008,0.004867419060895579,0.018601601506607307,1.7304496635487094,True
B3galnt1,0.008897943427052654,-0.019793034121284473,0.028690977548337125,,-0.007880631247247047,0.001144251114178655,0.006140882544787058,2.2117692091865795,True
Gpr68,-0.18014961234945703,-0.20791476072412848,0.02776514837467145,-0.5393289219265068,-0.3112058693899585,0.003198097414650689,0.01330692405541202,1.875922321696208,True
D7Ertd128e,-0.05537805477765202,-0.08211367629664498,0.02673562151899296,-2.243616048512801,-0.10275316931828873,0.012302696457912234,0.03893258372757036,1.4096867737441507,True
Sult1a1,0.00749961304875211,-0.01719353099181106,0.024693144040563168,,-0.007009685256617129,0.00247721294896941,0.011091998278967508,1.9549902064792257,True
Zfp618,-0.2764392774021244,-0.3003658366234477,0.023926559221323307,-0.32625572772504347,-0.49086676836926796,0.014534090843769902,0.04413185478877501,1.3552478194913433,True
Pls1,0.11340390255014429,0.09254031234904542,0.020863590201098875,0.6837920665684506,0.14139630774438716,0.01496615128582269,0.045078768933200876,1.346027952715062,True
Klf5,0.02874378508303725,0.008722950148800788,0.020020834934236464,2.64787363643647,0.02677650532760509,0.0020674131223246024,0.009826275782977076,2.00761105117775,True
Rab39b,0.019280897831627293,0.000603985861696497,0.018676911969930796,4.470838459108585,0.014273073938857964,2.3566971423920215e-06,3.884665619327508e-05,4.410646358055032,True
Ppp1r14a,-0.046209643056214104,-0.0605263448431643,0.014316701786950194,-2.9171708458900616,-0.07912439382370473,0.002633346375989448,0.011617704599953448,1.934879670400775,True
Crxos,-0.017231748744454607,-0.029673362513301552,0.012441613768846945,,-0.0342379574868333,0.0017838151197978559,0.008787266599989437,2.0561461971849595,True
Hrc,-0.04735992808645798,-0.05736325389618648,0.0100033258097285,-2.6373125629477987,-0.0775914208307885,0.004689971836537481,0.018015256734458952,1.744359544389908,True
X3830403N18Rik,-0.01291814043127689,-0.022893763366294097,0.009975622935017206,,-0.026066907178006016,0.01574953440603102,0.04706036177100902,1.3273447385592958,True
Pdgfb,-0.16654877612954946,-0.1759567141540673,0.009407938024517837,-0.441601627427004,-0.27099590843623383,0.01474872671328641,0.044648012250110225,1.350197871333661,True
Myl2,-0.06794852844831362,-0.07588265844864717,0.00793413000033355,-1.3251572178410387,-0.10767207469002837,0.006546647768828042,0.023777171073225335,1.6238398175210114,True
Gm16001,-0.0068784398165174,-0.014024188838350184,0.0071457490218327846,,-0.015157405451380912,0.010660563113583568,0.034876433305071654,1.4574679352970565,True
Gm6525,0.006716826480067156,0.0011682658910906196,0.005548560588976536,3.8338667376068623,0.005676708825662148,0.00047005306367054676,0.003078950198715372,2.511597335649586,True
Ptgfrn,-0.15763616189102128,-0.16307116748457487,0.005435005593553588,-0.4346212010325925,-0.2521463119154363,0.011412420502339989,0.036735259127703826,1.4349168923287932,True
Nr4a2,0.016747368042194923,0.011439819565196003,0.00530754847699892,2.0383872571410606,0.02019080923002602,0.011072636463972248,0.03591125339666675,1.4447694365961103,True
Krt8,0.007737944608830266,0.0044724938294706815,0.0032654507793595843,2.835483119453518,0.008781191135248957,0.0020766196154691557,0.009826275782977076,2.00761105117775,True
Adam23,-0.11413144160219858,-0.11633761474919282,0.002206173146994242,-0.5955085953990162,-0.17663300972142024,0.0016372166844476875,0.008213461627663983,2.085473767491312,True
X2010007H06Rik,-0.024798279944919746,-0.013298204011555766,-0.01150007593336398,,-0.0277459066325739,0.0010668528727883805,0.005798113439067286,2.2367132920029236,True
Snhg7os,-0.015417015023873742,0.0015666371897625237,-0.016983652213636267,2.691787560323034,-0.010025690816545103,0.001138933968494856,0.0061342942647837845,2.2122353945572315,True
Rps6ka6,0.04207982114142436,0.07360847479728505,-0.03152865365586069,0.09118187413467126,0.0811270910490597,0.005849091539512911,0.02169007987458434,1.6637388486761087,True
Hk1os,-0.07519278125840172,-0.04115877770691061,-0.03403400355149111,-0.09232802339685243,-0.08647027056065582,0.01668879762534043,0.049229491520178255,1.3077746499294827,True
Agpat3,-0.019384847084541783,0.015254620269022497,-0.03463946735356428,0.1448282508936717,-0.0029824094401268973,0.0007403504749298442,0.0043981216332466,2.356732764079968,True
Btbd18,0.023396551117283008,0.05987477481230461,-0.0364782236950216,-0.00038909151366620093,0.058850748683072815,0.00047005306367054676,0.003078950198715372,2.511597335649586,True
Igdcc4,0.0014944001069965992,0.04034795550899401,-0.03885355540199741,-0.08388237637796409,0.029871484457388606,0.0020129559891752104,0.00961603179542298,2.017004109343632,True
Utf1,-0.01597506925286736,0.02335346360740721,-0.03932853286027457,-0.17312570217861564,0.005312592885525188,0.00543679564615728,0.020413500548775772,1.6900825151927936,True
Gm5148,0.020736495834892843,0.06073638512427859,-0.03999988928938575,-0.08375313220786346,0.05760476205219418,0.016390128215704795,0.048539372800705215,1.3139058396841954,True
Npffr1,-0.07231554612392542,-0.030153059092270534,-0.042162487031654886,0.2660349381268747,-0.07587624467587868,0.004122690041277092,0.01629521755445491,1.7879398369743162,True
Egf,0.010611505113230427,0.05464300123877643,-0.04403149612554601,-0.20696695685432973,0.046319579430215564,0.007703317823248576,0.027220204322433134,1.5651086191851382,True
Dusp14,-0.09280562987598903,-0.047154723322794856,-0.045650906553194176,0.2672462801847308,-0.10466662725061472,0.016154584028897044,0.04803146886688913,1.3184741318488524,True
Gm15537,-0.020705357241186644,0.026189032344383485,-0.04689438958557013,-0.666812616759243,0.003950222475773579,0.008696080500055324,0.029952056831419025,1.5235733489052545,True
Gm28187,-0.12359420294404445,-0.0688249859794034,-0.05476921696464106,0.3493251548397339,-0.14593985316481486,0.007318144450722932,0.02607414887430973,1.583789859132442,True
Snca,-0.11607724037019257,-0.06089999935469595,-0.05517724101549662,0.3980809255828148,-0.1336674265927533,9.072002349163636e-05,0.0007798282821630633,3.1080010182316173,True
Mtmr11,-0.09780326668472182,-0.04165087736462624,-0.05615238932009558,0.5816941542316453,-0.10427405170920603,0.0009990121273904253,0.005529587420980214,2.25730727149387,True
AA543186,-0.07218017658811243,-0.014197772707661822,-0.05798240388045061,1.4669285297601615,-0.06369408105245934,0.0029729084209746404,0.01259706958040102,1.8997304717934056,True
Tmem125,-0.02731116603903735,0.03900657485764617,-0.06631774089668352,-1.8787633482224455,0.008411882950364527,0.009251953379239192,0.031221439974935407,1.5055470705642233,True
Tpbgl,-0.05218011372077758,0.0152397961142498,-0.06741990983502738,,-0.02689596464666151,0.003184432389585111,0.013305427811636954,1.8759711569452702,True
BC001981,-0.049185820866788015,0.0210763624766691,-0.07026218334345712,,-0.02042052914594524,0.0036183854867542107,0.014708884092496792,1.8324202743053801,True
Gm16587,-0.13844397226986513,-0.06812955500727065,-0.07031441726259448,0.5963794524894375,-0.15728140140796748,0.009074929328181262,0.030727751675557323,1.5124692155529476,True
Dock4,-0.40910412918329314,-0.33554879782325947,-0.07355533136003367,0.15213083013245293,-0.6719137105159345,0.009953078566160779,0.03314010621363189,1.4796461040059907,True
Kiss1r,-0.08385092189932365,-0.009566452527455058,-0.0742844693718686,2.5846659236049616,-0.06901094550469038,0.014534090843769902,0.04413185478877501,1.3552478194913433,True
Tcf15,-0.03233450469506311,0.04276006320736228,-0.07509456790242539,-2.868951366364936,0.007500917409877826,0.00991502948425304,0.033086861460243734,1.480344427011896,True
Cntd1,-0.05098891140660704,0.02480747911687237,-0.0757963905234794,,-0.019010615825908378,0.012256762454649791,0.03886922554328686,1.4103941124592332,True
Tlr8,-0.18639481450036471,-0.10939451528446843,-0.07700029921589628,0.46202629233255943,-0.2308963110981013,0.008797975317780331,0.030233592157320726,1.5195102497318373,True
Spo11,-0.04304657412167541,0.03468103886331361,-0.07772761298498902,,-0.006047113786658817,0.0013454591423967509,0.007007599699983077,2.154430714638746,True
Gm12709,-0.037662357924405115,0.04138201801760257,-0.0790443759420077,-5.762431905890002,0.002680675556631256,0.016568761172622928,0.04897170789937811,1.3100547495994788,True
Trpc6,-0.0445464594963338,0.036901352541029345,-0.08144781203736315,,-0.005525346152197433,0.0038065390828330463,0.01534894791464938,1.8139213876474722,True
Cdo1,-0.10358780866817095,-0.01897256095682467,-0.08461524771134628,1.940035338868424,-0.09123348179913132,0.01442780934173792,0.043898000025571766,1.3575552655812009,True
D030055H07Rik,-0.0741736910457825,0.011870645787712793,-0.0860443368334953,,-0.04565704125794412,0.0005895296523833049,0.0036122949196242247,2.442216799682799,True
Efnb2,-0.17715696608404607,-0.08831534169891128,-0.0888416243851348,0.6842313149695581,-0.20545712616424366,0.003542515618332398,0.014439601705159231,1.8404447859656285,True
Pde6h,-0.08930268252040391,0.0008101467290800768,-0.09011282924948398,,-0.06528916626436412,0.00016331268258776838,0.001253038485328146,2.902035590052161,True
Atp8b5,-0.055243814871283055,0.03511300264951678,-0.09035681752079983,,-0.014594887057759775,0.0011283681310932157,0.006088317254100085,2.215502725141039,True
X1700019L13Rik,-0.09406472225072136,-0.002832892286541064,-0.0912318299641803,6.060893750832043,-0.07164682040282627,0.00833142955425912,0.029029371269195546,1.5371623702060775,True
Mefv,-0.14515845493398125,-0.053865809061574746,-0.0912926458724065,1.0406627783302425,-0.1512212556141504,0.012770490863760324,0.040243143478236314,1.3953081029538323,True
Fxyd2,-0.15268412427964723,-0.05784924270394681,-0.09483488157570041,1.03223832688581,-0.16047035696129927,0.013058662805343912,0.04089351609189116,1.3883455464851235,True
Rpl3l,-0.28154658540282257,-0.1847890550294304,-0.09675753037339216,0.4112814627371653,-0.3830172145316873,0.015465708846444944,0.046258351484880195,1.3348098483007378,True
Gm45345,-0.09543661873649649,0.002325554188141722,-0.09776217292463821,,-0.06877918201231538,0.004088323398095601,0.016202074232875566,1.790429382356975,True
Olfm4,-0.12235468111978991,-0.02380585548457006,-0.09854882563521986,1.9438372998720879,-0.10948368343183452,0.013855424784011174,0.042719706425522634,1.3693717404882462,True
Oasl1,-0.14836496319044662,-0.048426569478917846,-0.09993839371152877,1.243213755882572,-0.14943380489451066,9.40971570862272e-06,0.00012190090107566242,3.9139930841212274,True
AC130815.2,-0.15816917625318985,-0.05746447397846186,-0.100704702274728,1.109879304985055,-0.1645881533887889,0.004593940469008499,0.017760079132764818,1.75055510348723,True
Stbd1,-0.09875497283454761,0.0021361957403731703,-0.10089116857492078,,-0.07143545608947821,0.0075829112760844915,0.02688975629817196,1.5704131337692142,True
Gm7480,-0.1531138397182745,-0.04989345532477045,-0.10322038439350405,1.2593648832027906,-0.15441544788213224,0.008595241656112775,0.029638764331423366,1.528139906469725,True
Ankrd63,-0.11148242744782796,-0.004224506135729668,-0.1072579213120983,5.036752249905501,-0.0859766334653225,1.1581892708133311e-05,0.00014326866682170628,3.843848780393696,True
Myadml2,-0.08374193386310341,0.023584659112267464,-0.10732659297537088,,-0.04406031083548108,0.0004562528897020599,0.0030082608112223727,2.5216845138368975,True
Hpn,-0.12482376940980508,-0.01563639145537925,-0.10918737795442583,2.662938592039224,-0.10505434314633921,0.00184079991647632,0.008994136399721433,2.0460405304664127,True
Palld,-0.1607093105275908,-0.05083002419111638,-0.10987928633647442,1.3239677748534022,-0.16128161139996525,0.0014216394934852142,0.0073406514293556675,2.134265397901239,True
Aatk,-0.2842226485777227,-0.17203810656104326,-0.11218454201667946,0.5313985386962595,-0.3735709144375269,0.007642902015788869,0.027038568452083262,1.5680163056970708,True
Gm16755,-0.062487128692615516,0.05292748709228924,-0.11541461578490475,,-0.0069123568702252475,0.0024341855808975507,0.01099782641971785,1.9586931391325546,True
Ptges,-0.19580306518565233,-0.08030773182244334,-0.11549533336320898,1.0066728214583998,-0.2143329468205517,0.013855424784011174,0.042719706425522634,1.3693717404882462,True
Ccdc80,-0.28405586508078784,-0.16805594144485614,-0.1159999236359317,0.564607890872258,-0.369698733004451,0.004499693372102512,0.017531272878321475,1.756186550308819,True
Snhg11,-0.12547878745127627,-0.008305046587400607,-0.11717374086387566,3.786722471815447,-0.09988389510825385,0.009039889577543083,0.030643693483196895,1.51365889038738,True
Ankmy1,-0.098583506844114,0.02083674658737201,-0.11942025343148602,,-0.05720158914585823,4.7483346596836713e-05,0.0004580387131527657,3.3390978141400285,True
Pkdcc,-0.2340383503019884,-0.11423241274096017,-0.11980593756102824,0.8012459435708922,-0.2760227905518733,0.0021232187311334013,0.009952587802187818,2.0020639823610495,True
Slc36a2,-0.32054313237139653,-0.20044317173543158,-0.12009996063596495,0.5073866105272581,-0.4353645879242947,0.01496615128582269,0.045078768933200876,1.346027952715062,True
Nudt11,-0.009841989941455269,0.11129088960252913,-0.1211328795439844,-1.9849590315801697,0.07138437530887845,0.010499589916407254,0.034538124725023864,1.4617012464930423,True
AL732506.1,-0.1417508319192814,-0.017521018142516605,-0.12422981377676479,2.73439561496902,-0.11972342366286477,0.008900935544246,0.030447898098903078,1.5164426825238884,True
Htra1,-0.3338838660249852,-0.20170482769051273,-0.13217903833447248,0.5649096577860474,-0.44967918258223405,0.008364005069926557,0.02910906636865391,1.5359717237073287,True
Thap8,-0.1518605177823276,-0.019156328236979193,-0.1327041895453484,2.724594926677081,-0.12895821292891899,0.0011766388077653687,0.006247639687249746,2.2042840249616464,True
Thbd,-0.21196297004165807,-0.0785929242914809,-0.13337004575017716,1.179664540463797,-0.22647274879672546,0.00033247729707697524,0.0023035378550367797,2.637604646403053,True
Cgnl1,-0.2715815983566567,-0.1325355147746335,-0.1390460835820232,0.8366307791967338,-0.3256452160669692,0.0010227687282475914,0.005609334889840539,2.251088630864412,True
Eda2r,-0.10392084957821322,0.041238340608411944,-0.14515919018662515,,-0.04593959525846389,0.0009263807304667114,0.005214150452908319,2.282816441536473,True
Tm4sf1,-0.2162798076583921,-0.07048791857722775,-0.14579188908116436,1.3764821344887606,-0.22327924000182245,0.009432052585852177,0.0317577528143171,1.4981502359322827,True
Zfp503,-0.28281370668968325,-0.13623838275918984,-0.1465753239304934,0.8641646661291441,-0.3392101657809931,0.004827469559430389,0.018472460048840778,1.733475264034957,True
Syngr1,-0.4054601719120185,-0.2553252645590302,-0.1501349073529883,0.5347837244318928,-0.5786128780678386,0.003157261862917581,0.013210300681663519,1.879087297230201,True
Parvb,-0.2650614572961577,-0.11278920777657102,-0.15227224951958668,1.0323299923072358,-0.3020933599504931,0.0024663913526219642,0.011060050908618673,1.9562428740004627,True
Nupr1,-0.3960376919983308,-0.24341699693171237,-0.1526206950666184,0.5667232751468256,-0.5558149956598303,0.0042097564753832105,0.016552122445805544,1.781146309598183,True
P4ha2,-0.21437849824700347,-0.06148922913413384,-0.15288926911286962,1.5641941877488523,-0.2141295401141465,0.0016446471910130972,0.008223235955065486,2.084957248046479,True
Fam83g,-0.06125140777940142,0.09223724050104642,-0.15348864828044784,,0.02218017605281881,0.015806846168921744,0.04718461542961715,1.326199580246167,True
Adgre5,-0.21438213421416766,-0.05736595532921773,-0.15701617888494993,1.6678533579147616,-0.2106864795597325,0.0010421493112803546,0.005684450788801935,2.245311488920801,True
Rora,-0.4112465000365115,-0.25355364032735667,-0.1576928597091548,0.5674775942086322,-0.5829442918512209,0.0017838151197978559,0.008787266599989437,2.0561461971849595,True
Arxes1,-0.060330086347870224,0.09756471570016798,-0.15789480204803819,,0.02661214579704094,0.005685517116136559,0.0211619743776795,1.6744438157800332,True
Trpm2,-0.24565236916840053,-0.08731661102789716,-0.15833575814050338,1.2800615927673935,-0.2627190500244413,0.0009850044471934212,0.005472246928852341,2.261834313806504,True
Zfp612,-0.13603568412069428,0.02253117267172757,-0.15856685679242186,,-0.08429134997274827,3.0338375759620003e-05,0.0003106318337162458,3.5077540395962803,True
Kcnq3,-0.08693528871711871,0.07185105571310949,-0.1587863444302282,,-0.010922214352485474,0.000440630795197322,0.0029310252452150022,2.532980440923436,True
C5ar2,-0.27060887187289867,-0.10986974597001554,-0.16073912590288314,1.1057504177835071,-0.3044324841803606,0.0002600926692915313,0.001893878659889791,2.722647849529372,True
Hid1,-0.05604706945736557,0.1048858102230917,-0.16093287968045727,,0.03480643771522777,0.011326617876076016,0.03657680691951351,1.43679421022547,True
Hba.a1,-0.07212784886440902,0.08938160681830565,-0.1615094556827147,,0.012392577413666138,0.0039534415276883455,0.01579270916519978,1.8015433624189983,True
Gm17619,-0.1796740859328401,-0.016416362280724666,-0.16325772365211544,3.2920892087705234,-0.14887299647349286,0.00606563077576331,0.022327475248208505,1.6511603834114652,True
Cacna1b,-0.36249876479939896,-0.1949146669716062,-0.16758409782779277,0.7481967304392279,-0.4713421037931704,0.003198097414650689,0.01330692405541202,1.875922321696208,True
Tcp11l2,-0.4551763578767473,-0.28672352504711063,-0.1684528328296367,0.549498707279674,-0.6687532664457175,0.005009608614604381,0.019047941500396886,1.7201519513964272,True
Map1b,-0.20586818462018927,-0.03417615972148928,-0.1716920248987,2.3792927516265627,-0.18446092123276542,0.0002987539348050102,0.002113825010412808,2.674930967907337,True
Col5a1,-0.3271919440357119,-0.15518988397888067,-0.17200206005683122,0.9144020118226216,-0.39819114117996735,0.013402120127724435,0.041751153045870515,1.3793315260595624,True
Gm26810,-0.16507559831670612,0.008680346988336644,-0.17375594530504276,,-0.11747061118102087,0.00043625991181781086,0.0029148769163773553,2.5353797790410555,True
Irs2,-0.4983052176265469,-0.3215011547987483,-0.1768040628277986,0.5253223641876613,-0.7609764263236928,0.0029857434172101656,0.012598073490338252,1.8996958625399416,True
Oas3,-0.31413351430282255,-0.135998478044553,-0.17813503625826954,1.0407359992108596,-0.36785464438009435,0.010782729419073609,0.035122897130532925,1.4544096682810144,True
P2rx1,-0.19644647002284332,-0.01446619936708903,-0.18198027065575428,3.6636933665889657,-0.16077618870687743,0.0018325580961252258,0.008968473553630795,2.0472814681763567,True
Mgarp,-0.46057781764367256,-0.2747163657966571,-0.18586145184701547,0.630239189374566,-0.6611981616009707,0.012534661524814581,0.03958314165730921,1.4024897394301132,True
Gm10827,-0.26004785106166123,-0.07196200020949198,-0.18808585085216925,1.663225327251112,-0.26188923185411944,0.0014281640693106592,0.007361670460364222,2.1330236273197523,True
Tinagl1,-0.13868750839579633,0.05112497457348152,-0.18981248296927786,,-0.06458742537657149,0.009039889577543083,0.030643693483196895,1.51365889038738,True
Crispld2,-0.27457058793856626,-0.08431242256391704,-0.19025816537464924,1.520271254310545,-0.2853219127925632,0.004020368973907002,0.01597497605525961,1.7965597841289622,True
Scnn1a,-0.10515373657695982,0.08559574439839487,-0.1907494809753547,,-0.014177543773055464,0.0137028412366643,0.042423657079456036,1.372391896381241,True
Il1f9,-0.564841476544469,-0.3693842653356513,-0.19545721120881776,0.5188146659597576,-0.9080981070993103,0.011805713550599464,0.03767780920404084,1.4239143574252537,True
Nnat,-0.07114112635186179,0.12668290527066206,-0.19782403162252385,,0.03951869499911409,0.003727086867099012,0.015089420514570899,1.8213274382997304,True
Fbp1,-0.0896606911454904,0.10966931472265602,-0.19933000586814642,,0.01436145196986976,0.013804397736015547,0.04265004449850324,1.370080511379358,True
Cmpk2,-0.11678993621814268,0.08334690329769785,-0.20013683951584055,,-0.024328021228570817,0.003920358642549091,0.01570237106494963,1.8040347639809373,True
Mcf2l,-0.35012926213681517,-0.14724329347835402,-0.20288596865846115,1.101537207537248,-0.41251264261785764,1.4574584253081234e-05,0.00016947190991954924,3.7709022760916167,True
Gm10602,-0.17161411687792888,0.03266249023850074,-0.20427660711642961,,-0.10388444481764983,0.00012367696249193535,0.0010027861823670434,2.9987916589211303,True
Nqo1,-0.3258703849862567,-0.12096174955766029,-0.20490863542859641,1.2726066988158928,-0.36478623622887896,0.012865916645258338,0.04045885737502622,1.3929863865856835,True
Rbpms2,-0.03821668792210756,0.16707663033731096,-0.20529331825941852,-9.431560175356886,0.09008103808064838,0.0022193058430306084,0.0102272158665005,1.9902425772732517,True
Myo1d,-0.2218325224216236,-0.01613190471061835,-0.20570061771100526,3.6977375379254034,-0.18275694958852007,0.0022990270703027575,0.010481886338766372,1.9795605539173602,True
Sgce,0.035409272035082213,0.24600658496696506,-0.21059731293188286,-1.7473021151261479,0.18992944540116724,0.0008586684824140397,0.004925440625701948,2.3075549118158767,True
Slc40a1,-0.26861497996555517,-0.053042239723855814,-0.21557274024169937,2.1728324746741694,-0.25296260189194786,0.01633096103969281,0.048411939840986594,1.3150475150588106,True
Hpgd,-0.2817493492290169,-0.06598987056488846,-0.21575947866412842,1.926748586709356,-0.27555859131879734,2.879119779167032e-05,0.00029579997731168136,3.529001863650188,True
Il1r2,-1.0113778725892877,-0.7942814965470704,-0.21709637604221732,0.29630263689180864,-3.363340537672705,0.0020674131223246024,0.009826275782977076,2.00761105117775,True
Mgll,-0.34518749920178965,-0.12610252593496765,-0.219084973266822,1.30541779909145,-0.38768527382116647,0.016096164891481368,0.04790525265321835,1.3196168650146525,True
BC018473,-0.09137368362511002,0.12831050045528972,-0.21968418408039975,,0.026401230446415812,0.00010570831035635925,0.0008783849984831632,3.0563150899381726,True
Il17re,-0.04971855447344487,0.17072934933424358,-0.22044790380768844,,0.08475196346748262,0.009180777265253272,0.03101613940963943,1.5084122599534817,True
Ckm,-0.16447561748692419,0.05635837595887868,-0.22083399344580287,,-0.08017731354889615,0.0024556130285693792,0.011044736260431991,1.9568446502775263,True
Pfkfb3,-0.4785116521464114,-0.2570232003082669,-0.22148845183814447,0.78703932994944,-0.6614727274563218,0.0015086416851131264,0.007723421596142285,2.112190257809464,True
H2.Q10,-0.24163737334518937,-0.01885579193169568,-0.2227815814134937,3.5914125067218023,-0.2013216525157394,1.964849941179846e-05,0.00021751106359924494,3.6625186479603715,True
Cald1,-0.3873252479010482,-0.16414318924139687,-0.22318205865965135,1.105395103682717,-0.46540887936685316,1.2839987277999898e-05,0.00015378470878880065,3.813086845411018,True
Cttn,-0.07646386504493306,0.14787057146224553,-0.2243344365071786,,0.05061084458937573,0.0032952587278023714,0.013635553356423606,1.865327232877106,True
Gm20406,-0.42033893024450697,-0.19157241122067414,-0.22876651902383283,1.0103604891073596,-0.5269002828448845,0.007794744195738031,0.027414106198375258,1.5620259091619124,True
Gm26511,-0.1708067827479337,0.05996783413657178,-0.23077461688450548,,-0.08225430296637233,0.0034095875888182177,0.013992835521825791,1.8540942707331498,True
Tlr13,-0.6297368829218881,-0.39761858426615904,-0.23211829865572908,0.5797199209489128,-1.0400154475877936,0.0137028412366643,0.042423657079456036,1.372391896381241,True
Nrg1,-0.3835981453353261,-0.14622487166975606,-0.23737327366557004,1.2588475214695771,-0.4440101598228895,0.00033416880995333284,0.0023099226494470012,2.6364025627402294,True
Gpx3,-0.3014766224585039,-0.0616639214527917,-0.23981270100571217,2.1402148328616644,-0.28906954545022595,0.004689971836537481,0.018015256734458952,1.744359544389908,True
Fbxo16,-0.05791251181078178,0.18676019332638485,-0.24467270513716663,,0.0900727290370912,0.0058965999898271445,0.021839259221582016,1.6607620968022554,True
Hgf,-0.3808144175946506,-0.13574828894604682,-0.2450661286486038,1.355963710212524,-0.43105605621338494,0.0009803757825203338,0.005456637008461969,2.263074935801853,True
Ankrd55,-0.4904353213456626,-0.24320930821681788,-0.2472260131288447,0.9059535087270236,-0.6593176827343085,0.0010084527916650776,0.005551116284394923,2.2556196750024773,True
Nxpe5,-0.534652020812557,-0.2852278588564296,-0.24942416195612743,0.8089308837656731,-0.7610662860180416,0.002835008937442942,0.012202334020557856,1.913557091022073,True
Rnase4,-0.527594821363937,-0.27641671996053735,-0.25117810140339963,0.8338592494108312,-0.7417965324471958,0.005593909525050946,0.020898790255482986,1.6798788526723982,True
Gm5111,-0.004882480423337469,0.24880313594443146,-0.25368561636776893,-2.9009217217626118,0.16602166350908137,0.002268829179113637,0.010375743197166023,1.9839807857129026,True
Gm26852,-0.2882511790122333,-0.03050454021444769,-0.2577466387977856,3.1314500100068345,-0.2504706400565402,0.00011529240970409767,0.0009398837747616658,3.026925847570989,True
Tmem37,-0.32025954892485137,-0.06096232903815353,-0.25929721988669785,2.256796008272465,-0.30509474392921104,0.0007583488030258615,0.004487271023821665,2.348017698999225,True
Gpc3,-0.1973924336938256,0.06254187770475907,-0.25993431139858464,,-0.10070876978986971,0.0005613740289156427,0.0034867952106561657,2.457573559218157,True
Rnf128,-0.5098633177790617,-0.24745720482535916,-0.26240611295370253,0.9414856898030528,-0.6865457679716076,0.010340782655883212,0.034165581462169206,1.4664111836442753,True
Clu,-0.17903369184110204,0.08347989049911726,-0.2625135823402193,,-0.07062846821617766,0.01437492607464074,0.04378150073494642,1.358709355839457,True
Ccrl2,-0.4361444638744285,-0.17252661590937618,-0.26361784796505233,1.2216216874642924,-0.5235364762600448,0.013010238350541211,0.04082710779458539,1.3890513845477648,True
Papss2,-0.2772466332837488,-0.010369698000481853,-0.26687693528326695,4.834393407191715,-0.22399401850642098,0.00044949546314003376,0.0029767911466227403,2.526251634634805,True
Emp2,-0.5252305392935243,-0.2555021364974849,-0.2697284027960394,0.9412393888565903,-0.7139855286532157,0.005050918390297946,0.019180702747966884,1.7171354850708231,True
Fam129a,-0.677730952790461,-0.40456601379672696,-0.27316493899373406,0.667198690720304,-1.1239007185195318,0.015353445150581345,0.04601432113061342,1.3371069809264238,True
Abcg1,-0.7751570264112811,-0.49579374758954464,-0.2793632788217365,0.5771598373458343,-1.4559118650988847,0.011498799612025535,0.03697363219300815,1.4321078833761425,True
Tob1,-0.4330544730312678,-0.1520883939720683,-0.2809660790591995,1.3945527033260054,-0.49934361755991447,0.007612853673585276,0.02696406259829496,1.5692146732977277,True
Glt8d2,-0.26184355703913087,0.026393511383372117,-0.28823706842250296,,-0.18069972666073383,0.0010275823518190942,0.005625450831126428,2.249842666883321,True
Pdzk1ip1,-0.4132628420908268,-0.12336714119961174,-0.2898957008912151,1.6267480901095812,-0.450705395405876,0.005414678988070106,0.020381476743049333,1.6907643523157205,True
