,pDC/Ccr7DC,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Tmx4,-0.38117356862855584,0.28765608921355634,-0.6688296578421122,,-0.06908669609618134,0.005370687291479187,0.030925262714851364,1.5096866022849167,True
Tuba8,-0.17718418026850463,0.4936314216496723,-0.6708156019181769,,0.21191382441110357,0.0035878605658436493,0.02256516079146949,1.6465615675017284,True
Col4a1,-0.18371913048937427,0.49018313307115857,-0.6739022635605328,,0.20568277616597547,4.141433201509168e-05,0.0007019378307642659,3.1537013507642766,True
Ptgs1,-0.4444034670428306,0.2326446213762191,-0.6770480884190497,,-0.16145869485412595,1.2608874317677717e-05,0.00032251179300784905,3.491454400270284,True
Bnip3,-0.9642629674034938,-0.2852962183139091,-0.6789667490895848,1.7083914458932588,-1.4141898009335319,0.0005641318833552372,0.005548838196936759,2.255797938945438,True
Mycn,-0.2565542939236805,0.43908120193467104,-0.6956354958583515,,0.12599944071139912,0.00023575475834921805,0.0027735853923437415,2.5569584586465877,True
Sipa1l1,-0.2628976944437418,0.4373519043665116,-0.7002495988102534,,0.12065332857070916,6.88190522660148e-05,0.0010432646748558191,2.9816054976643427,True
Psat1,-0.05773986146382621,0.6462448441993297,-0.703984705663156,,0.37211909531334,0.0002297148061427462,0.002723890981929797,2.564810278144629,True
Neat1,-1.5601795934666818,-0.8555605010356869,-0.7046190924309949,0.8341357587040171,,0.005526078161239091,0.03163785206816273,1.4997930089483609,True
Slco3a1,-0.21168099452284456,0.49799996129801144,-0.709680955820856,,0.19302668950327617,0.007673054115843739,0.040814117637466694,1.3891895880980778,True
Emb,-0.9994833355281496,-0.28658866061249977,-0.7128946749156498,1.7556909742659466,-1.4861495020226445,0.01002956407084847,0.04845200034226314,1.314688288382594,True
Nt5dc2,-0.8885402668589507,-0.17533259616610677,-0.713207670692844,2.2940534729496256,-1.0952236169724643,0.0006498262651849775,0.00616923669479409,2.209768566881815,True
Wdr12,0.03068480992698016,0.746959571147762,-0.7162747612207818,-3.4371628741547107,0.47386190439449555,0.0006593504977256772,0.006239910073113665,2.2048216691367952,True
Selenbp1,-1.1571650419669084,-0.43964355884503903,-0.7175214831218694,1.3539994786943101,-2.310463231052236,1.448713694082833e-05,0.0003422158332479133,3.465699900893327,True
Gstm1,-0.9589949567285851,-0.23810953624766262,-0.7208854204809225,1.9630137850339757,-1.3167158547263478,0.0033093550211673413,0.021213814238252186,1.673381238428403,True
Rbpms,-0.38538539812006334,0.3435999050309685,-0.7289853031510318,,-0.030461190571113492,0.0002146835840876918,0.0026180924888742903,2.5820150152725665,True
Thy1,-0.33375329644992796,0.40404294569371485,-0.7377962421436428,,0.0498326258377723,3.0728570029426718e-06,0.00011818680780548739,3.92743099737207,True
Prkar2b,-0.5757732733721433,0.1651698399107457,-0.7409431132828891,,-0.33152086700773453,1.7972166096457426e-05,0.0003906992629664658,3.408157408048056,True
Ablim1,-0.3378846680380731,0.40559568560590464,-0.7434803536439778,,0.04803456928231262,2.0480770790977974e-05,0.0004179749141015913,3.3788497828043487,True
Flnb,-0.12239256028989733,0.6272423941485589,-0.7496349544384562,,0.3247241162184045,0.001461202313473017,0.011879693605471683,1.925194760294968,True
Tspan32,-0.4845779343196288,0.27367496570884764,-0.7582529000284765,,-0.16076836615523774,0.0001429616798716783,0.0018728604350001525,2.727494584913951,True
Mt1,-1.1257450992599656,-0.3638952104873504,-0.7618498887726152,1.5870843210884533,-1.9704137096895709,0.004122688499895835,0.025292567484023528,1.5970070825754439,True
Nfe2,-0.5069944408948145,0.25560191562548096,-0.7625963565202954,,-0.19379352881662493,3.74849013346168e-06,0.00013883296790598813,3.857507392097781,True
Ninj1,-0.6281564984972506,0.13499630425357764,-0.7631528027508283,,-0.4084739498362476,6.1749916433376735e-06,0.00019830997351631864,3.702655443463982,True
Ppic,-0.2497229770241179,0.5141080273228233,-0.7638310043469412,,0.17911930398363565,0.0005266421688576214,0.005231544723751206,2.2813700576053924,True
H2.K1,-0.7296879504794899,0.0395904720890497,-0.7692784225685396,,-0.6105405445907164,0.00040070804281236276,0.004174042112628779,2.3794431735767376,True
Pglyrp2,-0.39528344190985093,0.37601488262082916,-0.7712983245306801,,-0.013966715643167954,9.352125459547495e-06,0.0002573979484279127,3.589394918931195,True
Cmtm7,0.24795127006211654,1.0256820257850086,-0.7777307557228921,-1.8432260333393606,0.7108927237996319,0.0023091735930589282,0.01630004889218067,1.787811092922887,True
Unc119,-0.6652210412104345,0.11417449013217094,-0.7793955313426054,,-0.4649887543726309,7.397439551684716e-05,0.0010986296363888193,2.959148689725251,True
Fam69b,-0.07782548761276352,0.7055038725371233,-0.7833293601498869,,0.39378870759755014,0.0038875259154727503,0.024196219390909234,1.6162524863307763,True
Adgrg3,-0.2497468760115165,0.5522570391103775,-0.802003915121894,,0.20320752427316577,7.6052807265626e-05,0.0011239331122998917,2.9492595338055967,True
Clec5a,-1.166518557297226,-0.34161513039454483,-0.8249034269026813,1.73186735233173,-2.023661845945558,2.0120046921374006e-05,0.0004179749141015913,3.3788497828043487,True
Xbp1,-0.700658487795664,0.12923704325111188,-0.8298955310467758,,-0.4854196298440328,1.918745809739765e-05,0.0004053688330436123,3.39214964527673,True
Gimap1,-0.2208251137642048,0.6101428356310198,-0.8309679493952246,,0.25659871033832293,0.00634007913599944,0.03502806152485879,1.4555838961493783,True
Adgrl4,-0.36619464469494517,0.47394277163146553,-0.8401374163264107,,0.0757024771600311,0.003970076364711199,0.024607911351515698,1.6089252463949548,True
Spns2,-0.29462641871708706,0.547679287640652,-0.842305706357739,,0.1718811674743343,0.009541604084343137,0.04677256904089774,1.3300087752776417,True
Col4a2,-0.28153813879210454,0.5789092246563958,-0.8604473634485004,,0.1999839087385471,0.00027242565118243173,0.0030724697501778014,2.5125123842415182,True
Fkbp11,-0.29515035253259075,0.5693613082667242,-0.8645116607993149,,0.18536608478228844,0.00021356644147242233,0.0026150992833357837,2.582511818312437,True
Angpt1,-0.3644051545551299,0.5069737565505971,-0.871378911105727,,0.09934139811801837,0.0029857422276934505,0.019773127335718215,1.7039246368454597,True
Itga6,-0.4492330799028651,0.4288426130998173,-0.8780756930026824,,-0.014784105085532642,5.24560164667091e-06,0.00017882732886378102,3.74756611044065,True
Anxa3,-0.8513904867356679,0.03000073460870237,-0.8813912213443702,,-0.762913284585055,6.223966553515785e-05,0.0009575333159255054,3.0188461064759022,True
Mgst1,-1.5067772394015448,-0.5976373766626198,-0.909139862738925,1.3016560018055083,,8.875032832832835e-05,0.001244163481238248,2.9051225502441715,True
Myct1,-0.36286197297666917,0.5620285552211539,-0.924890528197823,,0.1369568894478339,0.0002795121299203301,0.003140585729441912,2.5029893470408697,True
Nucb1,-0.7543767139014097,0.20452300164670603,-0.9588997155481157,,-0.46380155633961695,1.2371560372337316e-07,1.1410721720425372e-05,4.942686885881032,True
Fam162a,-1.2212256004697033,-0.2567740774499002,-0.9644515230198031,2.2148719133197847,-1.9378773979319588,3.629461861517336e-05,0.0006293864499741045,3.201082611223913,True
Myb,0.2746686274971428,1.2441822342929965,-0.9695136067958536,-1.9926806500381211,0.8151043701503073,0.002370924842623101,0.01657165499876416,1.7806341167503204,True
Eif4ebp1,-1.0273756044685671,-0.052434360152183696,-0.9749412443163834,4.2933663003861575,-1.119996261122556,1.0858247520162428e-07,1.050798147112493e-05,4.978480701683007,True
Gclm,-0.9782628068933683,0.06784931554810295,-1.0461121224414713,,-0.8762192549894806,3.0579714300641295e-07,2.3422573387596735e-05,4.6303653916446885,True
Tuba4a,-0.12136181669668611,0.9264095916649127,-1.0477714083615988,,0.48802534271384723,3.367289363452519e-05,0.0006013016720450927,3.2209075885061598,True
H2.Q7,-0.4972144003295004,0.5561503320483184,-1.0533647323778188,,0.041898938066514645,7.68995337871756e-05,0.0011253590310318382,2.9487088994900676,True
Dmkn,-1.4461322558558645,-0.3923239304457363,-1.0538083254101283,1.8505660768662746,-3.6300025910654443,0.0015932779016278769,0.012382988872755518,1.9071745173290322,True
Emilin2,-1.2022646372445402,-0.14293298065306492,-1.0593316565914752,3.0457658217589887,-1.610868524692491,3.592003195492222e-07,2.5657165682087297e-05,4.590791321328845,True
Rgcc,-0.6305703792263778,0.4579972264540896,-1.0885676056804674,,-0.13018634444014263,1.3395034785857276e-05,0.0003293861012915724,3.4822947301806044,True
Cd81,-1.2034922583137306,-0.10766481748371544,-1.0958274408300153,3.4628009996132083,-1.5377530499971326,8.366755973726113e-07,5.020053584235668e-05,4.299291647155047,True
Car2,-0.539528285766633,0.5723050538819968,-1.11183333964863,,0.023451792548239078,7.397213337245931e-06,0.00022329704499927263,3.6511170241251647,True
Pglyrp1,-1.1649198969479135,-0.03269117352907459,-1.1322287234188388,5.197826361824348,-1.3176263935140733,7.773136510024977e-06,0.00022765373737027952,3.6427252155250605,True
Ap3s1,-0.9157092057514699,0.22245242455658062,-1.1381616303080504,,-0.6140243273841322,0.0002614365524909378,0.003016575605664667,2.520485785311448,True
Adgrg1,-0.30271954124749173,0.8587128727700365,-1.1614324140175283,,0.35388407236006186,0.0007297423839272905,0.00673608354394422,2.171592535159094,True
Nkg7,-0.3269216983988685,0.8449968775637783,-1.1719185759626467,,0.3323213565236842,5.2578632994200334e-05,0.0008435074811903797,3.0739110612369287,True
X4930519L02Rik,-0.40626477723157745,0.7998019887404667,-1.206066765972044,,0.2591442353211121,0.0003444879788028546,0.0037444345522049415,2.4266137559079373,True
Ifitm3,-1.2555038876549511,-0.03634500230357761,-1.2191588853513735,5.147135378643476,-1.497870849768294,0.000501299724769709,0.005029763124779689,2.298452467433823,True
Rab38,-0.48209390298470584,0.74906006931148,-1.2311539722961857,,0.18076285952297555,1.896082683339879e-05,0.0004034218475191232,3.3942405860437463,True
Cd63,-1.7977075415195631,-0.5639368341849961,-1.2337707073345672,1.6464773600837588,,6.920322343210266e-05,0.0010432646748558191,2.9816054976643427,True
Gata2,-0.5376566830910527,0.7202048719703822,-1.257861555061435,,0.12601350773317416,0.0018573850125333862,0.013895648472818352,1.8571211810496064,True
Malat1,-2.626659371778638,-1.341732972193888,-1.2849263995847502,0.9500024166748884,,0.0023605290881616938,0.01657165499876416,1.7806341167503204,True
Mcpt8,-0.7913177131625582,0.4954157539335958,-1.286733467096154,,-0.2309916604072989,0.00015160280835154927,0.0019436257480967855,2.7113873562738364,True
Srgn,-1.0153319125061084,0.27163681028121106,-1.2869687227873194,,-0.6708133597144664,1.422782183327338e-05,0.0003387576626969852,3.4701108722669733,True
Kcnq1ot1,-0.4157263644992138,0.8996012171125867,-1.3153275816118004,,0.3125924867377872,6.5728129978392254e-06,0.0002054004061824758,3.6873987019138457,True
Ero1l,-1.3909833211094538,-0.026072352050824334,-1.3649109690586294,5.812130908006952,-1.7785699871520004,1.2774288361050431e-06,6.723309663710753e-05,4.172416885451553,True
Fut8,-0.41942488541454925,1.0056829760219768,-1.425107861436526,,0.3708662532843011,3.215002634962735e-05,0.0005845459336295881,3.2331813562933167,True
Serpinb1a,-0.8381360333367758,0.6236367491498891,-1.4617727824866649,,-0.1636712876947155,3.465921702848991e-05,0.0006116332416792337,3.2135089191303137,True
Muc13,-0.5331997614473478,0.9576041132596621,-1.49080387470701,,0.2776303373027978,7.703250841271882e-08,8.88836635531371e-06,5.051178053210736,True
Cd34,-0.4722557576927576,1.0233726365214026,-1.4956283942141604,,0.3511289971935241,1.723736785883236e-05,0.00038305261908516355,3.416741563867719,True
Vamp5,-0.5186265408061085,1.0102505008296203,-1.5288770416357287,,0.31708635088778886,1.4057410901493164e-05,0.00033737786163583596,3.4718834187381105,True
Id1,-0.937559132457412,0.6221572614665805,-1.5597163939239924,,-0.24759553110605692,3.529509983890479e-08,6.228547030394962e-06,5.205613251940605,True
Lcn2,-2.830364568172771,-1.2146429767010098,-1.615721591471761,1.2030939754212706,,0.0001333476103707074,0.0017779681382760987,2.750076025983836,True
Cyp11a1,-1.0644804807849648,0.567877767417606,-1.632358248202571,,-0.4117736948600404,1.9882934165282873e-05,0.0004171244929779623,3.379734308229286,True
Akr1c13,-0.6228229208038745,1.0113888757461924,-1.6342117965500669,,0.2561447141775999,0.0015504276837930956,0.012240218556261279,1.9122108275392447,True
Scin,-0.6214065820706781,1.0615550159838985,-1.6829615980545767,,0.2869689094099518,0.0002600925167503522,0.003012654634173964,2.521050652285982,True
Igfbp4,0.1541632692361069,1.8805291711243355,-1.7263659018882285,-3.28880679907959,1.012458702826909,0.0001721921297788927,0.002179647212391047,2.6616137936020072,True
F630028O10Rik,-1.1110169627875104,0.6383818585009604,-1.7493988212884708,,-0.38895522905884555,0.0004700528095938436,0.0047320752643675535,2.3249483564702342,True
Ifitm1,-2.406340066915719,-0.4332970890168047,-1.9730429778989143,2.4568411890521857,,0.0001429616798716783,0.0018728604350001525,2.727494584913951,True
Pf4,-1.1056802452933145,0.9242258471631832,-2.029906092456498,,-0.13721489671588033,9.735458588778072e-08,9.735458588778072e-06,5.011643586220485,True
BC100530,-4.0399155565034786,-2.001704785114029,-2.0382107713894495,1.000737299106302,,0.0006040949935982352,0.005864999937846943,2.231731988150793,True
Stfa1,-3.885470702834745,-1.1000943481377805,-2.7853763546969645,1.8087352505797305,,0.00017586950945258314,0.0022075670642583657,2.6560860940041064,True
Ctla2a,-1.6110211392596137,2.1329993881958744,-3.744020527455488,,0.33455583304634257,9.524798886818969e-08,9.735458588778072e-06,5.011643586220485,True
Ms4a3,-1.3651673891837819,2.4798561044070797,-3.845023493590862,,0.6390879862206789,7.765500438914165e-07,4.8534377743213526e-05,4.313950534071611,True
Prtn3,-1.8094262432849322,2.442125087802059,-4.251551331086991,,0.39654250035448657,2.597807256747353e-06,0.00010531651040867647,3.977503539381421,True
Ctsg,-2.3685593461686563,3.7633344441544825,-6.131893790323138,,0.7633159998696792,1.8023187164768292e-06,8.318394076046903e-05,4.079960509193658,True
