,Mono,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
X5430402O13Rik,-0.039466716032076306,0.039793100274587385,-0.07925981630666369,,0.00023541725544920942,0.0009344512703841351,0.011168740283475719,1.951995807975437,True
Nmnat2,-0.014500768259868476,0.06486370166511032,-0.0793644699249788,,0.035879302842885596,4.198926535006186e-08,1.1451617822744142e-05,4.941133154209895,True
Ddx25,-0.027166774165992946,0.052274927948962095,-0.07944170211495505,,0.017998959236614598,0.006475643205073564,0.04539002246546891,1.3430396023061315,True
Ccl17,-0.15223469283452998,-0.0716652036502428,-0.08056948918428718,1.1175828046249978,-0.17128710368636607,0.006759588370086584,0.04651092915197191,1.3324449844716357,True
Fgfr1,-0.04527417560557594,0.03588284388003099,-0.08115701948560694,,-0.006790369012151967,5.357253259108733e-05,0.0016568824512707423,2.7807083018252894,True
Wfdc2,-0.02966058506197072,0.05179946802549208,-0.0814600530874628,,0.01588208669784963,0.004035707880653387,0.032927742514562194,1.482438042961819,True
Hdx,-0.03471764943007069,0.04680818880829007,-0.08152583823836076,,0.008695224513770508,0.0012963409232104697,0.013742129928026179,1.8619459496418531,True
Hgfac,-0.11048504247643945,-0.028886204596713767,-0.08159883787972569,2.0248340309567916,-0.10420977358788627,7.507861538327227e-06,0.00040220686812467285,3.395550517619985,True
Tmem246,-0.006833263697972721,0.07706358731956983,-0.08389685101754256,,0.04979128379305435,0.0004906094671027665,0.006975490053593838,2.156425276212715,True
Nrxn1,-0.01693087799610309,0.06736053154877038,-0.08429140954487346,,0.03592624831685709,0.0013275718586125498,0.014023646393794541,1.8531390475103757,True
Rtkn,-0.055168633889643576,0.029702382013650275,-0.08487101590329385,,-0.018487973890743775,0.0006182084710393852,0.008279444872879231,2.081998781177376,True
Wwtr1,0.003780514449894524,0.08943014319002209,-0.08564962874012756,-4.235579668746543,0.06571750960564052,0.007367174238374071,0.04922388132543923,1.3078241449655545,True
Ceacam10,-0.1666862597565188,-0.07981775808471778,-0.08686850167180102,1.089647200479443,-0.18976587509862036,0.006592178456594886,0.04609915004611809,1.3363070818486098,True
Gpr183,-0.3915147679307386,-0.2998026114154679,-0.0917121565152707,0.3907511328539817,-0.6118847400939855,0.0037778957988709055,0.031388870317593194,1.5032243142350983,True
Adgre5,-0.15116258836788507,-0.05736595532921773,-0.09379663303866734,1.4387532356910326,-0.1588549428751959,0.0015117564767529762,0.015468869769314079,1.8105414168036567,True
Fam181b,-0.04707426035899801,0.046903195400737153,-0.09397745575973517,,-0.00012340256101517176,0.0003902995701833383,0.0061015342339924335,2.214560947681377,True
Fmo5,-0.135558087157333,-0.04074290801963137,-0.09481517913770163,1.7954424668553401,-0.1331323626477938,0.00016929817351239224,0.0034550647655590253,2.46154380731691,True
Cdkn1c,-0.0637197277498029,0.03115105466946594,-0.09487078241926884,,-0.023686720578047066,0.00638427169487597,0.044959659823070215,1.3471769834159166,True
Sema7a,-0.1464116418346047,-0.04964895141271821,-0.09676269042188648,1.6089023422679871,-0.14884911985768162,0.0016903869386639399,0.016999247860252066,1.7695702937610458,True
Gpr34,-0.11213092270409308,-0.014100509784166493,-0.09803041291992659,3.198173084608759,-0.09405722582985955,0.0006948759920005009,0.009059745368901017,2.0428840083314905,True
Slc16a9,-0.06459157500813752,0.03561385647008367,-0.1002054314782212,,-0.02105591455063627,0.0020519931593976836,0.019986946357769646,1.6992535531191664,True
Slco2b1,-0.02241860227197913,0.08462604007310125,-0.10704464234508038,,0.044189460947865265,5.31164289495865e-07,6.639553618698312e-05,4.1778611175375095,True
Hbegf,0.0820479455832145,0.19148580348438746,-0.10943785790117296,-1.2189444151617757,0.18493642007149183,0.0027547283797972164,0.024743069279615715,1.6065464288571727,True
Trpc1,-0.03933593670020106,0.07056745037591301,-0.10990338707611408,,0.022354683059352953,3.3527929220381456e-06,0.0002186604079590095,3.660229845958786,True
S1pr1,-0.04035805180734882,0.07254507916767398,-0.1129031309750228,,0.0230331831280908,0.0007476409664220778,0.009384614641281312,2.0275835560315696,True
Bmp4,-0.035088987440830735,0.07937426452618068,-0.11446325196701142,,0.03159653635289567,0.003748947293084937,0.031241227442374474,1.5052719113831503,True
Klk8,0.09573059302674485,0.2140058775398501,-0.11827528451310525,-1.1579386428148577,0.20772825670846762,0.0002547678983091831,0.004660388383704569,2.3315778889170393,True
mt.Co3,0.21398430653701747,0.3325129244971071,-0.11852861796008965,-0.637341064691189,0.34851414850365453,0.0059348632477589655,0.04326811224339648,1.3638320523436929,True
Prkg1,-0.052468300327600956,0.06646916324611199,-0.11893746357371295,,0.01006430148173336,6.944567543361515e-06,0.00038580930796452864,3.4136272988568077,True
Cmya5,-0.06841307521519484,0.05176425181146823,-0.12017732702666306,,-0.012059853004191474,0.004464642057168847,0.03506263395682341,1.4551554621741494,True
Sytl1,-0.0013659279277649845,0.11907292799180538,-0.12043885591957036,,0.08250299594229445,0.004661917267685107,0.036387547356521284,1.4390472163408348,True
Atp8b5,-0.08688284925918134,0.03511300264951678,-0.12199585190869812,,-0.03783588031006632,2.730703789898543e-05,0.0010380172226052092,2.983795440687604,True
Ets1,-0.1480224670345836,-0.02512522360583351,-0.1228972434287501,2.6677812850353413,-0.1306399950259157,0.0024734700980615964,0.023116542972538283,1.6360771131670766,True
mt.Co2,0.11575116431067053,0.24333295338239247,-0.12758178907172193,-1.0704027911769487,0.2382268615680551,0.006227793484906203,0.044273413399807136,1.3538569934141196,True
Zfp831,-0.013801978070310547,0.11588215072695102,-0.12968412879726157,,0.07181769427079313,0.00030246278211193666,0.00521487555365408,2.2827560509970275,True
Phlda2,-0.025805683093188612,0.1047925095787952,-0.1305981926719838,,0.055880616578149106,0.0014561900262764888,0.015116159442316491,1.820558535876944,True
Ddr1,-0.11948040612528588,0.012735428072801466,-0.13221583419808736,,-0.07913124446894725,0.00015669561137727069,0.003310470662900085,2.4801102564451205,True
Arhgap6,-0.12200397864975088,0.010793490077552599,-0.13279746872730347,,-0.08253806467887033,0.004116980805204559,0.033290949907314495,1.4776738127249982,True
Auts2,-0.013869165987430791,0.12178099262920491,-0.1356501586166357,,0.07581452070988287,0.007063191548131297,0.047724267217103364,1.321260731263508,True
Enah,0.1152356169924085,0.252464681262973,-0.1372290642705645,-1.129507922533188,0.24348647725714592,0.004669735244086898,0.036387547356521284,1.4390472163408348,True
Lama5,-0.029817711032523217,0.10927467091459903,-0.13909238194712226,,0.05620682472589701,0.000475108800280662,0.006819743544698498,2.1662319566069272,True
Itgae,-0.22041772130414852,-0.08105647842920136,-0.13936124287494717,1.4722446444397586,-0.2357168673677837,0.00010698362728685428,0.002609356763094007,2.5834665381284014,True
Prkcq,-0.01048468327563014,0.12914329741518343,-0.13962798069081359,,0.08315114062842391,0.0058312435275839165,0.04277195741504095,1.3688408742440323,True
Gm15261,-0.17195775751796646,-0.030095162661185434,-0.14186259485678104,2.6046303860214595,-0.15364944233096037,0.0010577453132169952,0.012117335570819293,1.916592864831558,True
Mmp2,-0.01405713402204035,0.12847597045438794,-0.14253310447642828,,0.08026118248830341,0.0073436072202126505,0.049175941206781135,1.3082473191158022,True
Zbtb16,0.03146774248269226,0.17487108301091372,-0.14340334052822146,-2.442380836373444,0.14165436133884285,0.0009830151629033823,0.011430408870969562,1.941938234413995,True
Nr4a1,-0.10841274963796642,0.03582044823080097,-0.1442331978687674,,-0.05333822726349969,2.8672853402654777e-06,0.0002050740932139293,3.6880892001137338,True
Gp1ba,-0.07776063545126141,0.06671916988576128,-0.1444798053370227,,-0.007986800645483948,1.3971832888867476e-05,0.0006850998081484149,3.1642461540980396,True
Hist3h2ba,-0.14098119120900932,0.003728246969678148,-0.14470943817868748,,-0.10256821738716945,2.8710373049950104e-06,0.0002050740932139293,3.6880892001137338,True
Pcyt1b,-0.007518533474182044,0.13823028575284105,-0.1457488192270231,,0.091335435126396,0.004410479984026136,0.034860038040343225,1.4576721433103017,True
Fyn,-0.179893132460235,-0.03246962577468856,-0.14742350668554643,2.55306579689501,-0.16194599424141395,0.004830624668166409,0.03735019073324543,1.4277071760658648,True
X4930523C07Rik,-0.023840865488141856,0.12568969558993248,-0.14953056107807433,,0.07165891101981713,0.005872012932332187,0.04296594828535747,1.3668755986148242,True
Sp100,-0.35401319392361064,-0.20184666517210947,-0.15216652875150116,0.8205303971463026,-0.4697892503113409,0.006312011577235812,0.044555375839311614,1.3510998885632177,True
Etv3,-0.28646189928526145,-0.13368423004844246,-0.15277766923681899,1.1158468301239812,-0.3402088781892125,0.0005116702683247918,0.00720662349753228,2.1422681666064882,True
Tax1bp1,-0.04834767499580971,0.10510896922700129,-0.153456644222811,,0.04037436575769125,0.0059421540814264505,0.04326811224339648,1.3638320523436929,True
Diaph1,-0.34375863295856945,-0.1894052961587933,-0.15435333679977614,0.8707241461879223,-0.4472923511696293,0.0007117194263962836,0.00920326844477953,2.0360579101057743,True
Prkcb,-0.22939321475918525,-0.07466606168708709,-0.15472715307209817,1.6517052177971698,-0.23791425423188853,0.0037875903516562453,0.031388870317593194,1.5032243142350983,True
Cd177,-0.4124377666814658,-0.2571476181775479,-0.15529014850391792,0.6890861939325521,-0.5881240775883921,0.002946976091624886,0.026234208530785338,1.5811320336534653,True
Rps24,0.16457796868767138,0.3202628431329015,-0.1556848744452301,-0.9600915518472988,0.31315343031741694,0.0016942583700717893,0.016999247860252066,1.7695702937610458,True
Fcer1a,-0.15963353164977168,-0.0030727158764565256,-0.15656081577331515,7.207622237114899,-0.12241769235505089,0.00031506056814839794,0.00534276503999772,2.272233924465079,True
Ablim1,0.24858296433778712,0.40559568560590464,-0.15701272126811752,-0.7071976305000045,0.408265480246015,0.004932426010054566,0.037905747236538175,1.421294937686677,True
Gca,-0.06616714838230815,0.09114570692380008,-0.15731285530610822,,0.017906632120903078,0.004818537132596872,0.03735019073324543,1.4277071760658648,True
Syne2,-0.07142328204415857,0.08590398913058415,-0.1573272711747427,,0.010407988696230382,0.004083948604010036,0.03311309678927056,1.4800002014406104,True
Ddah2,0.100196658840644,0.2621543762115709,-0.1619577173709269,-1.3831798648289428,0.24022335885023352,0.002665312216181273,0.024388598557160628,1.6128131548473446,True
Slc14a1,-0.1266150605485635,0.0354180718247181,-0.1620331323732816,,-0.06733177589563584,0.00020347772839065864,0.003938278614012748,2.404693562893655,True
Topbp1,0.5412877150054223,0.7061691785709169,-0.1648814635654946,-0.38484147482350783,0.6993103756080626,0.0032358768363423243,0.027875866198421247,1.5547716287204703,True
Itga4,-0.05192654684191106,0.11538617222726981,-0.16731271906918088,,0.045065210176217944,0.004039136415119629,0.032927742514562194,1.482438042961819,True
Cnn2,-0.36390536447948374,-0.19591288163625667,-0.16799248284322707,0.9038946580394223,-0.47374910577635276,0.0008111426277965739,0.010055487121445132,1.9975968858796351,True
Rpl23,0.18746481958437922,0.3558276740155576,-0.16836285443117838,-0.9244113150773766,0.3466973899871828,0.0010960123968891734,0.012454686328286061,1.9046672057115699,True
Jakmip1,0.008516214150704372,0.1776749357608039,-0.16915872161009954,-4.227838582159482,0.1284195487559336,0.004274961466745061,0.034166402616274454,1.466400745700711,True
Myh9,-0.26665875182093574,-0.09737742534249226,-0.16928132647844346,1.4774582170273414,-0.2898591546490374,0.005195471903879381,0.039359635635449856,1.4049489306229617,True
Rtp4,-0.1054787850865245,0.06424277223228535,-0.16972155731880983,,-0.03005642326575512,0.0011132521680321302,0.01260285473243921,1.8995310696348828,True
Exoc4,0.0034142717095932487,0.1733155267354884,-0.16990125502589515,-5.287983838407885,0.12216233419733329,0.00021318035383645828,0.0040929322943172005,2.3879654394367327,True
Stat4,-0.08182608050408556,0.09166384240086227,-0.17348992290494783,,0.007079048889971167,0.0009511444809831254,0.01117290688836979,1.9518338204978953,True
Mpdz,0.02179461791087959,0.19692982606204265,-0.17513520815116307,-3.120884041214984,0.14973050214541805,7.782740518057286e-05,0.002084662638765344,2.6809642169382717,True
Lgals9,-0.07131352279598134,0.10395359477302395,-0.1752671175690053,,0.023354773792871108,0.0030383442862036126,0.02673030163815495,1.5729961404186559,True
Cpne2,-0.1714896925881252,0.0042475397680552555,-0.17573723235618044,,-0.12598381736863723,0.005988517095076244,0.043290485024647544,1.3636075483437389,True
Plscr1,-0.12209777421873659,0.055231062495223145,-0.17732883671395974,,-0.04905888614145715,0.007226783653704032,0.04850190371613445,1.314241214857808,True
Hes1,-0.08069725711265725,0.09671854686212579,-0.17741580397478304,,0.011510874181977354,5.161889109959725e-07,6.639553618698312e-05,4.1778611175375095,True
Clk1,-0.15288794041785445,0.02623251722947219,-0.17912045764732665,,-0.09438371145199093,0.00494065335223112,0.037905747236538175,1.421294937686677,True
Rsu1,-0.3470702437284513,-0.16492108431017988,-0.18214915941827142,1.0865873849750896,-0.4266170656513641,0.005978729461434115,0.043290485024647544,1.3636075483437389,True
Havcr2,-0.2317530151169932,-0.048875689146561464,-0.18287732597043174,2.2989814579684156,-0.21811887363934568,0.0004405512103308674,0.006518044411507423,2.1858826847412494,True
Gata1,-0.10209149910169739,0.0817514590007029,-0.18384295810240028,,-0.014747355703803902,0.00046917888918357063,0.006773808593498896,2.1691670793125386,True
Cxxc5,0.1708851205918594,0.3571057731250462,-0.18622065253318681,-1.0623519229363851,0.3379912666743818,0.005484686228263471,0.04082892973893403,1.3890320042202107,True
Zbtb20,-0.298747708215538,-0.11050370351601756,-0.1882440046995204,1.455992549641405,-0.330294158749221,0.00531297814127288,0.0398473360595466,1.3996007074751668,True
Cpne7,-0.003434058063933889,0.1903555967444947,-0.19378965480842858,,0.12890146099550623,0.00015898921916536533,0.0033354381643083634,2.4768471063226234,True
Ptprg,-0.10103356142835293,0.09303321540100967,-0.1940667768293626,,-0.005782603202427516,0.0024461891477588348,0.022933023260239074,1.639538688458462,True
Zcchc11,0.09770097420114843,0.2920446701363303,-0.19434369593518186,-1.5738330410281618,0.25685707126834434,0.0008628452618752736,0.010590925703913191,1.9750660785581284,True
Isg20,-0.038333422257752665,0.1595428262186962,-0.19787624847644886,,0.08488704950763855,2.6922059792272723e-05,0.0010380172226052092,2.983795440687604,True
Mllt3,0.010099856276549175,0.20849948071740604,-0.19839962444085688,-4.235751707183729,0.1496491507601716,0.001978369819371339,0.01945720866519186,1.710919463566936,True
Spc25,0.19164796950280616,0.39139988187578795,-0.1997519123729818,-1.0294832572475203,0.3690743698620887,0.0007303644081999951,0.00928429332457621,2.032251147057946,True
Xrcc5,0.05931397979802928,0.26005601249430554,-0.20074203269627627,-2.1175667079514233,0.21373298103072305,2.9191058548048786e-05,0.001067965556635931,2.971442753678406,True
Sptbn1,0.28147295178163206,0.4823708194438163,-0.20089786766218426,-0.7776266318877345,0.4666760683859507,0.0035763780225820663,0.02996964823392793,1.5233183545171707,True
H2.T23,-0.499766102794784,-0.2970280789424551,-0.20273802385232892,0.7573000938309642,-0.7331165515099963,0.006288941936017079,0.044555375839311614,1.3510998885632177,True
Cd48,-0.18814645999644472,0.0194395426048571,-0.20758600260130183,,-0.12713729953166683,0.0032428924344163382,0.027875866198421247,1.5547716287204703,True
Ttc39b,-0.11687311647266459,0.0911247910226565,-0.2079979074953211,,-0.018694085949784726,0.0015271823558087665,0.015530668025173899,1.8088098634338878,True
Sgce,0.037795354796566163,0.24600658496696506,-0.2082112301703989,-2.6737119123869477,0.19143753996920576,0.0011620996527611884,0.012912218364013205,1.8889991380213167,True
Zfp36l2,-0.22559513876980253,-0.016908532893850744,-0.20868660587595178,3.9126477573906544,-0.18647832469734024,0.0020280914756629557,0.01981848347553377,1.7029295811022913,True
Hlf,-0.00857828550051932,0.20115436769460926,-0.20973265319512857,,0.1326269049275689,5.74664403995455e-05,0.001700807030694026,2.7693449575566036,True
Prkca,-0.07359267682261719,0.13790250726461653,-0.21149518408723372,,0.04565951983882206,0.0031968444147776297,0.02763842433525328,1.5584867196918508,True
Ldhb,0.011976044888127127,0.22519613143320455,-0.21322008654507743,-4.121926421059445,0.1616762927699191,0.00039791390723009884,0.006137037389036919,2.212041230829975,True
Csrp3,-0.08931284337397752,0.12424500611261165,-0.21355784948658918,,0.024980701070474606,8.61012760830949e-08,1.8450273446377477e-05,4.7339971928993485,True
Dach1,-0.17555787106181808,0.039897059201048,-0.21545493026286608,,-0.10133563972387226,0.0004017729105125403,0.006137037389036919,2.212041230829975,True
Itih5,0.15907672738582282,0.37499621819236234,-0.21591949080653952,-1.2351290569569502,0.34145805435607024,0.0005966137885731059,0.008098829709137183,2.0915777326748826,True
Serinc3,0.19274517504343391,0.40966477189899503,-0.21691959685556111,-1.0867664193052848,0.3798482417773762,0.0014360920577610463,0.014959292268344231,1.8250889526763319,True
H2afv,0.08690379858215541,0.32009226332259305,-0.23318846474043764,-1.8722796323367112,0.2672337814155931,0.00014727086183381196,0.003178507809362848,2.497776717202212,True
Phlda3,-0.08170975239331414,0.15339261652047292,-0.23510236891378705,,0.050803170317461024,0.0012055375721739888,0.013151318969170787,1.8810306888238741,True
Itgb3,-0.05641761192680254,0.17985482187770724,-0.23627243380450977,,0.08640144881634326,0.0002684192360810977,0.004821902444570617,2.316781580398475,True
Nt5c3,0.1673670599650424,0.40911195171151216,-0.24174489174646976,-1.2872963506833512,0.3654008401627905,0.003521490150531662,0.029927678333130273,1.523926972642559,True
Arap3,0.01391886419219129,0.2575869845731359,-0.2436681203809446,-4.113970072763765,0.18364902010910406,0.0006760803062019939,0.00893498202029067,2.0489063170807102,True
Cited2,-0.3282602083664018,-0.08252753630153167,-0.24573267206487012,2.0225624157669975,-0.33168817596511124,0.0014676936252683748,0.015179945324613654,1.818729792687004,True
Gmpr,0.042812491265136275,0.28942736363592675,-0.24661487237079047,-2.7313216533186306,0.22171616747575681,0.0026594465089655114,0.024388598557160628,1.6128131548473446,True
Stap1,-0.28328865126663033,-0.03617799457264653,-0.2471106566939838,3.0456585443044037,-0.2510808233732828,6.5945210519920665e-06,0.0003732747765278528,3.427971355867624,True
Tspan13,-0.14080659957369573,0.10641139812279231,-0.24721799769648806,,-0.025026715191693003,0.0012152017320777265,0.013167210482488844,1.8805062220298947,True
Cd200r3,-0.21773867426729115,0.030320411516664862,-0.24805908578395602,,-0.14195394596733577,0.00039049819097551576,0.0061015342339924335,2.214560947681377,True
Kit,0.043240290497284235,0.29642605519236037,-0.25318576469507614,-2.751563394796732,0.2263028051333812,7.932317152909607e-05,0.002089789440789957,2.6798974695395157,True
Egr1,-0.2621735035527277,-0.003382764003442081,-0.25879073954928566,7.560906690707488,-0.205526961474855,0.0028719206463916945,0.02564214862849727,1.5910455868597797,True
Gp9,-0.06767286394282314,0.19443273281491258,-0.2621055967577357,,0.08865714869839782,0.001499242204950404,0.015403173338531547,1.8123897972518397,True
Col18a1,-0.08341560867201048,0.1810818183983434,-0.26449742707035384,,0.06878512792265924,0.00021647185310742605,0.00411022505900176,2.3861343972950873,True
Etnk1,-0.11576433521661768,0.15004421372170543,-0.2658085489383231,,0.02451818045099881,3.924902525831816e-05,0.0012991943054203978,2.8863258916819623,True
Pmepa1,-0.08329476131301047,0.1849606748993098,-0.2682554362123203,,0.07153335287809333,0.0010663092341590037,0.012163223203334642,1.914951323588551,True
X1700097N02Rik,-0.11900205869982028,0.15038513352163307,-0.26938719222145335,,0.022462326306926465,0.0006976003934053783,0.009059745368901017,2.0428840083314905,True
Dapp1,-0.04241375610383812,0.22913071948802424,-0.27154447559186234,,0.12876649795928638,5.1705834296868767e-05,0.001615807321777149,2.7916104282631395,True
Kcnq1ot1,0.6269178346135927,0.8996012171125867,-0.27268338249899393,-0.5217460483512353,0.8182448337732373,0.0031282093093360046,0.027237297603772605,1.564835983910123,True
Rgs18,0.06743903158652638,0.3418072198673247,-0.27436818828079834,-2.327171383674462,0.26858186040686566,0.0012646048771608506,0.013453243374051602,1.8711730011897454,True
Nfkb1,-0.25758365193184896,0.020045221655550532,-0.2776288735873995,,-0.18240819994870913,3.94088939310854e-05,0.0012991943054203978,2.8863258916819623,True
Crip1,-0.38932233421172036,-0.10451420678287894,-0.28480812742884143,1.9211597367571078,-0.4091216505083869,0.00023525910127019704,0.004383709961556467,2.3581581877039963,True
Rbpms,0.057863574447652465,0.3435999050309685,-0.28573633058331604,-2.55186865189653,0.2639138687978073,0.00022615802734837762,0.004267132591478823,2.369863862213819,True
Sept1,0.2559670952519665,0.5426853044762397,-0.28671820922427327,-1.0834297402738249,0.4847323113732409,0.00011308936583475697,0.002683152336371936,2.571354669494442,True
Ptp4a3,0.17674941832132368,0.46699533144873095,-0.2902459131274073,-1.3991366568617511,0.40258289317793905,4.331106647383804e-05,0.0013971311765754205,2.8547628160845613,True
Myh10,-0.0396329641771814,0.2508831501290687,-0.29051611430625013,,0.14486226423709242,0.006299185723773139,0.044555375839311614,1.3510998885632177,True
Sla2,-0.022082219308531263,0.26930041888736367,-0.29138263819589494,,0.16814021359964637,0.0003985209124187822,0.006137037389036919,2.212041230829975,True
Samd14,-0.05171990620132491,0.24142435340155508,-0.29314425960288,,0.13073615688892676,0.006819904174756074,0.04671167242983613,1.3305745832785498,True
Plxdc2,-0.28325926137090346,0.013649109711889295,-0.2969083710827928,,-0.2089028934057078,0.0010502418027307492,0.012117335570819293,1.916592864831558,True
Spint2,0.3345377368667287,0.6461586884945517,-0.311620951627823,-0.9495583657381791,0.5756494488185886,0.0010582473065182181,0.012117335570819293,1.916592864831558,True
Runx3,-0.311783090089557,0.005033461604895247,-0.3168165516944523,,-0.24020468770135142,0.005253928265618575,0.03950322004224492,1.4033675021056704,True
H1fx,0.03619027176454885,0.3536603181224082,-0.31747004635785936,-3.2546752584140535,0.25692042575119195,0.0007176511603413827,0.00924014369538261,2.034321274924212,True
Gimap1,0.2811722744503853,0.6101428356310198,-0.3289705611806345,-1.1169190973265004,0.5317258495545528,0.00616969571863562,0.043964577567474725,1.3568970953933184,True
Sdsl,-0.03858411563965758,0.2976032139337789,-0.3361873295734365,,0.17569646767555144,0.00034244558710188976,0.005613862083637537,2.2507382609304565,True
Meis1,0.07144941019238966,0.4108276530232847,-0.33937824283089507,-2.5090416033272827,0.3116641531068184,0.0004023854134116372,0.006137037389036919,2.212041230829975,True
Npl,-0.05172822017848374,0.2884538221473192,-0.3401820423258029,,0.16138827966018726,5.7663083300507856e-05,0.001700807030694026,2.7693449575566036,True
Tnik,-0.014601430345935248,0.32703811698801516,-0.3416395473339504,,0.20941386590227776,2.1468306393928802e-07,3.2066876418085946e-05,4.493943341925528,True
Tspan32,-0.06926974127012621,0.27367496570884764,-0.34294470697897383,,0.14038945147326812,0.00013936066514861278,0.0030841470773660977,2.510864919413089,True
Nedd4,0.608449044052791,0.9578267470973576,-0.3493777030445666,-0.6550957095464982,0.8344182753519993,3.7530615829945376e-05,0.0012650769380880464,2.8978830612304525,True
Cd63,-0.93258493153695,-0.5639368341849961,-0.3686480973519539,0.7291663382077114,-1.9899986840393211,0.006778727553349015,0.04653588709392917,1.3322120029002296,True
Rab27b,-0.13265858816033943,0.23866061413986345,-0.3713192023002029,,0.07450682424074587,1.217524595879909e-06,0.00012595082026343885,3.8997989997837705,True
Elane,1.219138245942072,1.5924428441941783,-0.37330459825210616,-0.38592149577764234,1.2665110428691728,2.5951277895025177e-05,0.001024392548487836,2.9895335892844206,True
Podxl,-0.08019743674022882,0.30043670990215465,-0.3806341466423835,,0.1507151628828642,0.00010169389897337652,0.0025423474743344133,2.5947650926989865,True
Tcrg.C1,-0.011187933245144553,0.3715046653600556,-0.38269259860520016,,0.23898046856638241,0.00025771411596937156,0.0046857111994431195,2.3292244823530917,True
Ptprcap,0.5153997329978927,0.9096555054884551,-0.39425577249056243,-0.8197966881158999,0.7761272557075255,0.00028511303601378617,0.005031406517890345,2.298310591967798,True
Hemgn,-0.03799689440695981,0.36112123813595104,-0.39911813254291084,,0.21606637553295657,1.269422215767473e-07,2.538844431534946e-05,4.595363909837521,True
Slc18a2,-0.1546560432538204,0.2445387937358044,-0.39919483698962477,,0.0634220044864485,0.00041377038861033807,0.006222302533689088,2.2060488769435493,True
Tuba8,0.08177251870217236,0.4936314216496723,-0.41185890294749994,-2.58077275977832,0.3647987301747661,5.518721040905596e-05,0.0016894044002772235,2.7722663789744773,True
Alox5,-0.3120331847326165,0.10135565577343017,-0.41338884050604663,,-0.1605865872064111,1.4387095971116714e-05,0.0006850998081484149,3.1642461540980396,True
Homer2,-0.0632938694927884,0.3566874474874642,-0.41998131698025265,,0.19748396254891062,0.0022476842975847583,0.02133877497707049,1.6708305163065538,True
Igfbp7,0.04680486759513364,0.482617567739335,-0.43581270014420137,-3.339417064952379,0.3388079996219456,0.006675411631935114,0.04641330821589753,1.3333574751339856,True
Rab38,0.3000174673053985,0.74906006931148,-0.4490426020060814,-1.3187314510329409,0.6083728378748343,0.003562583574927313,0.029937677100229522,1.5237819001081698,True
Fgf3,-0.1141818770439573,0.33505920193538025,-0.4492410789793375,,0.15112970460992126,8.995186337861488e-06,0.0004645581843919279,3.332959884301467,True
Gp5,-0.13639036232762575,0.31427010551501583,-0.4506604678426416,,0.12292429441430716,0.00021419679006926684,0.0040929322943172005,2.3879654394367327,True
Hmga2,-0.04032068795144047,0.41755778075922234,-0.4578784687106628,,0.2492857970793416,9.11350980775415e-05,0.0023169940189205467,2.6350750872946835,True
Nrgn,-0.12802353334988015,0.34027925783917723,-0.4683027911890574,,0.1455181627554628,5.966056110113514e-07,6.883910896284823e-05,4.162164759713196,True
X4930519L02Rik,0.3304112755475567,0.7998019887404667,-0.46939071319291,-1.2743057284134471,0.6462609526369324,3.977736988045009e-06,0.0002538981056198942,3.5953405394645834,True
Adgrg1,0.3778238698253935,0.8587128727700365,-0.480889002944643,-1.1837269715423557,0.6944508820781744,0.00033773191019389695,0.005597766467302159,2.251985223782967,True
Ikzf2,-0.0537438663638547,0.4300669161480526,-0.4838107825119073,,0.24873097698072927,7.76097017884644e-05,0.002084662638765344,2.6809642169382717,True
Tespa1,0.12114883704303966,0.6281091106303183,-0.5069602735872786,-2.3661000548241113,0.45904227330074077,3.1580270955551774e-06,0.00021532002924239845,3.666915569875245,True
Angpt1,-0.03868598453497684,0.5069737565505971,-0.5456597410855739,,0.30351060480224246,8.692007994516252e-06,0.0004574741049745396,3.339633483859715,True
Itga2b,-0.1503070060181112,0.40981194156863376,-0.560118947586745,,0.17600670836385607,7.030326943460379e-05,0.0019844861695764967,2.7023519234625573,True
Myct1,-0.00615697047597035,0.5620285552211539,-0.5681855256971242,,0.35381535244087264,0.00037375766652407845,0.006028349460065781,2.219801579818063,True
F2r,-0.17765981143224008,0.4615553431065379,-0.639215154538778,,0.1914966614790663,0.00442722483112359,0.034860038040343225,1.4576721433103017,True
H2.Ab1,-2.567372725529562,-1.897701872088624,-0.6696708534409379,0.43695760211985596,,0.0011566365220112805,0.012899292067040302,1.8894341237948984,True
Vamp5,0.2862119822680119,1.0102505008296203,-0.7240385185616084,-1.817012067265449,0.7209186622009564,2.432474676830602e-07,3.317010922950821e-05,4.479253098342002,True
Gzmb,-0.41785245554645384,0.3285627495785099,-0.7464152051249637,,-0.06589094960062249,0.0067541289597261665,0.04651092915197191,1.3324449844716357,True
Akr1c12,-0.16307889661074415,0.5960124414631135,-0.7590913380738576,,0.28269691385574447,0.00019183039428880114,0.003811199886532473,2.418938273127187,True
Gata2,-0.15963809592089565,0.7202048719703822,-0.8798429678912778,,0.3564631830740204,2.199991223074395e-06,0.00019411687262421132,3.711936714126733,True
Hbb.bt,-0.24723423226865007,0.934023302327362,-1.1812575345960121,,0.4258830651080593,1.609060994642302e-05,0.0007426435359887548,3.1292195947200616,True
