,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gm26756,-0.09082072701948189,-0.006934806460174325,-0.08388592055930756,4.0222207156006595,-0.07229733425756282,0.0031003339962386313,0.006023965018598376,2.2201175587651587,True
X4930548H24Rik,-0.06278274670749108,0.021535386145520436,-0.08431813285301151,,-0.03006478125538505,9.883255107597648e-06,3.198464436115743e-05,4.495058473861396,True
Gpr34,-0.10017275589208686,-0.014100509784166493,-0.08607224610792037,2.887375193155194,-0.08487937361568065,0.02545539546255917,0.04051256572290585,1.3924102514099725,True
Mrap,-0.08907897724920205,-0.0026495820550827367,-0.08642939519411931,6.915946442429925,-0.06773359894356908,1.6802204206489524e-06,6.2307308553113195e-06,5.205461008266608,True
Ksr2,-0.18971860374243693,-0.10321956916716056,-0.08649903457527637,0.8231184487282701,-0.22848468854624238,0.0010312222243262297,0.0022240594342046653,2.652853611153726,True
Chad,-0.05786506314285514,0.028816650460717453,-0.08668171360357259,,-0.021107660246825977,7.261220133944875e-07,2.912254064416394e-06,5.535770739949323,True
Gdpd3,-0.24690213851474907,-0.15915867627429786,-0.08774346224045121,0.5881769254166698,-0.3274034138763216,0.0026010952179044023,0.005143892982012661,2.2887080754269213,True
Gm19705,-0.22966734557862223,-0.14186897486865452,-0.08779837070996771,0.6470462276061562,-0.29648845706293475,0.006104870368857084,0.011153843548459958,1.952575451517136,True
Clec10a,-0.18305773764222957,-0.09460413526534259,-0.08845360237688699,0.8967739190809964,-0.2156316015203057,0.008292926664264894,0.014686410857611973,1.833084326414338,True
Snx29,-0.35589043310403556,-0.2673655562842057,-0.08852487681982985,0.3796692119105944,-0.5387396677992125,6.811244518087373e-05,0.00018920123661353815,3.723076029389402,True
Ptges,-0.1689796636772208,-0.08030773182244334,-0.08867193185477747,1.0158115346477736,-0.19205772838869192,0.02001163238769011,0.03264540356882563,1.4861779581935144,True
Vcam1,-0.08268539629188641,0.0060027343697194166,-0.08868813066160583,,-0.05640317996395714,0.0034100429961859908,0.006549378353750301,2.183799919908712,True
Slc18a1,-0.13672422201059903,-0.04798860286533202,-0.08873561914526701,1.4550589520319686,-0.13980220199693802,2.5187733175522906e-08,1.3233485030922718e-07,6.878325769539793,True
Glyat,-0.00556027145434898,0.08356673578901197,-0.08912700724336095,-4.074710249901722,0.0552001422349327,5.584115445030514e-06,1.8844034122712645e-05,4.724826118014127,True
Tmem51,-0.3816650642739051,-0.2917715225267907,-0.08989354174711439,0.35660744855831705,-0.5923063581902737,0.001228916916219212,0.002596303344125096,2.5856445672710295,True
P2rx3,-0.09029330509782493,0.0007084606001101508,-0.09100176569793508,,-0.06611381320441968,1.1739341850523103e-05,3.734679273761326e-05,4.427746688525004,True
X9130230L23Rik,-0.3207219038210158,-0.229621051944842,-0.09110085187617378,0.446023258924254,-0.46428836810801655,0.0011496788538845055,0.0024495998307198273,2.6109048566578354,True
Icos,-0.12245803317682229,-0.03125690627810362,-0.09120112689871868,1.9343257076738953,-0.11537468228996865,4.191498085298205e-12,3.74240900473054e-11,10.42684875056376,True
Traf1,-0.6744503271394932,-0.5824849298327003,-0.09196539730679287,0.19351616016689827,-1.428440177022712,1.590035781922265e-07,7.183896605070474e-07,6.143639926921277,True
Rab33a,-0.1665393507985281,-0.07422818918408282,-0.09231116161444529,1.1099967652801332,-0.18505387093886702,1.330680678101637e-07,6.122763856295877e-07,6.213052490178069,True
Gm5148,-0.03173256296022345,0.06073638512427859,-0.09246894808450204,,0.020771582793898572,0.0016279363765622091,0.0033473674638016637,2.4752966095001474,True
Usp35,-0.21743260689793142,-0.12465532983374364,-0.09277727706418779,0.7535865575025499,-0.2706325126181851,8.504320483714329e-05,0.0002300537551951577,3.6381706733001846,True
Pltp,-0.37130105617010417,-0.2780724547113683,-0.09322860145873585,0.38560351008751925,-0.5663712422866338,8.185757264711359e-05,0.0002218362402360802,3.653967503953818,True
Xcl1,-0.09779376688458953,-0.004244210993564181,-0.09354955589102534,5.279310971388978,-0.07554887542003254,0.001932499979805583,0.00392253040555937,2.4064336812871128,True
Arhgef10,-0.10718351594839133,-0.011366752587892302,-0.09581676336049903,3.36558394004492,-0.08815525597651958,0.031769610452587506,0.049357240475278355,1.3066491293609728,True
Nod2,-0.20301672669913964,-0.10712095245976641,-0.09589577423937323,0.8718967879051168,-0.24309429025649237,0.0002466300735772745,0.0006044854744541042,3.2186141306017575,True
Gipr,-0.23485870373731602,-0.13767109925177645,-0.09718760448553956,0.7248041513767858,-0.29736887566792297,4.622180633000267e-07,1.9047447663462638e-06,5.720163211061191,True
Tnfrsf19,-0.07700723716557217,0.02035130266478704,-0.09735853983035922,,-0.04145864995417932,0.00010280681369219646,0.00027293844343061007,3.5639352895630716,True
Steap4,-0.16908338059720754,-0.07145494204798229,-0.09762843854922525,1.189833629438853,-0.1848659087554315,0.01915471134823188,0.03141833463351319,1.5028168389855376,True
Afmid,-0.08701770647227747,0.011123859277886849,-0.09814156575016432,,-0.05581160530908215,0.0019367787731412005,0.003928557349170792,2.405766902631948,True
S100a3,-0.09450580435190266,0.004008810850639671,-0.09851461520254233,,-0.0668028085248289,8.355803839305796e-12,7.265916382005039e-11,10.13870960441478,True
AL732506.1,-0.11644284269759371,-0.017521018142516605,-0.0989218245550771,2.769106496461298,-0.10002307314479766,0.03208363685575759,0.04976779243395696,1.3030516229693392,True
Tnfaip2,-0.787605651169195,-0.6886748656560917,-0.0989307855131033,0.17822682293258363,-1.9331338186150926,0.03182176444232557,0.04938711501654253,1.306386342718604,True
Rtkn,-0.06939026211022108,0.029702382013650275,-0.09909264412387135,,-0.028916622196680248,0.0093773692343046,0.016317927901922158,1.7873349900610034,True
Cd2,-0.10523300755535653,-0.004944020720420294,-0.10028898683493623,5.00589977102761,-0.08174890300197045,0.009395273498589644,0.016330139337061955,1.787010109625918,True
Slc39a2,-0.2308485607185672,-0.13021010115564857,-0.10063845956291861,0.7803717763783764,-0.28723578235920233,0.00383469444133964,0.007294916502231402,2.1369796746859078,True
Aif1,-0.32183973028286894,-0.2191397284849291,-0.10270000179793984,0.5192249912585412,-0.4549998052121742,0.006701856164457144,0.012111788249018934,1.9167917305691098,True
Mctp2,-0.11116809036729894,-0.007901450898749478,-0.10326663946854946,4.090409612994972,-0.08855348909437903,0.017755683934260597,0.029348237907868755,1.5324179690283726,True
Nrap,-0.12290202927050099,-0.019175414052097422,-0.10372661521840357,2.708475133208645,-0.10630963252377038,1.0081171107142658e-06,3.927729002782854e-06,5.405858484392236,True
Proca1,-0.1341644314483271,-0.03024606490881789,-0.10391836653950921,2.1286944971284925,-0.12375653780251585,1.1589204310354167e-06,4.463108206811618e-06,5.3503625836834425,True
Plau,-0.20040805668679604,-0.09631275395608002,-0.10409530273071602,1.008725321267411,-0.2316850693356528,6.389364837266243e-08,3.116763335251826e-07,6.506296173692479,True
Rpl3l,-0.28895222166523693,-0.1847890550294304,-0.10416316663580652,0.606533399337518,-0.3900004590652061,1.924948481395751e-07,8.492419770863608e-07,6.070968547282286,True
Gm45805,-0.08885395082992206,0.015811675723454707,-0.10466562655337677,,-0.0536750789919357,9.986213090867116e-08,4.717895948441157e-07,6.326251641558976,True
Scd3,-0.08179691346572811,0.023200073765666344,-0.10499698723139445,,-0.04290025445303983,2.0925397319068132e-12,1.9617559986626373e-11,10.707355010729897,True
Hspa1b,-0.1286302022174022,-0.023595951314210457,-0.10503425090319175,2.4498551022465014,-0.11421180739334941,0.0010336203559201055,0.0022276300774140205,2.6521569269078156,True
Pigz,-0.21524603368434023,-0.10974236057474782,-0.10550367310959241,0.9252751122718489,-0.2558289083180357,8.880975310923779e-07,3.4872939702580287e-06,5.4575114411300065,True
Ifi211,-0.24531191423137277,-0.13609384738109204,-0.10921806685028074,0.8074126094801618,-0.30525863488763444,0.004297983665829099,0.008078916665092292,2.092646871640733,True
Podxl2,-0.07473379009562883,0.034919928070461896,-0.10965371816609074,,-0.029009341790841324,0.00019303208574453313,0.00048338585745709466,3.315706060006549,True
Lingo3,-0.03439386677760548,0.07561884270772286,-0.11001270948532835,,0.029435199407146274,1.4759824062536876e-08,8.036201848931148e-08,7.094949163415072,True
Gpr35,-0.3428889805616062,-0.23263019560326115,-0.11025878495834507,0.5266907515082007,-0.4895637995696647,5.4103327358332994e-05,0.00015355722050614852,3.813729757519513,True
Cp,-0.16052089527789387,-0.05015564820821618,-0.1103652470696777,1.6380559565522206,-0.1605857926393325,1.195309036536017e-10,8.942461619970203e-10,9.048542915117592,True
AC134548.2,-0.012689456046540901,0.09797940784278075,-0.11066886388932165,,0.06024799898639967,0.0005950916040636728,0.0013372845035138714,2.8737761879796886,True
Creb5,-0.7297018430336423,-0.6188699156630677,-0.11083192737057457,0.22115298159725855,-1.6183218287841639,0.0007367069383604776,0.0016286815144299432,2.7881638328483516,True
X4930438A08Rik,-0.1492098842497239,-0.03747554280076397,-0.11173434144895993,1.9657348043743048,-0.1413707751569636,0.0009661291912996422,0.0021018038969535364,2.6774078070727394,True
Stbd1,-0.11037396326785275,0.0021361957403731703,-0.11251015900822592,,-0.08026922611582907,0.025714899794617524,0.04086053992788802,1.3886958989333036,True
Tns1,-0.3209620291168283,-0.20761942887246038,-0.11334260024436793,0.5937974371684233,-0.44279232336223906,0.02778153685575008,0.04379643224763544,1.3585612666254439,True
X2510009E07Rik,-0.2854309385677623,-0.17191242596932754,-0.11351851259843476,0.6935520044306033,-0.3745830174436224,0.010447884923831297,0.01797227911209512,1.7453968453704944,True
Gm36431,-0.046574308824836215,0.06827299738608754,-0.11484730621092376,,0.015567995801537468,0.00017031578546129682,0.0004304527012501183,3.366074562478857,True
Ptgfrn,-0.2781124878852668,-0.16307116748457487,-0.11504132040069195,0.7317014172320891,-0.35954903623565265,0.00011478125439668633,0.0003012631348994392,3.5210540090146174,True
Prss22,-0.12155137258216683,-0.006483954796321757,-0.11506741778584507,4.628513899679459,-0.09544679110147457,0.0010628033143741645,0.0022839612773083765,2.6413112634707847,True
Relb,-0.4117855537420344,-0.29622378521317705,-0.11556176852885736,0.44721804866893233,-0.6304043582290487,0.0006170304276822208,0.0013845110568785806,2.85870357157447,True
Pdlim4,-0.23882716605928192,-0.12224281671403026,-0.11658434934525166,0.9242777036670576,-0.2872457477319789,4.5214464043778146e-05,0.00013030104911751627,3.8850520875559194,True
Gm45894,-0.16240217341732,-0.04577219732578891,-0.11662997609153108,1.7937417130398587,-0.15856975102321863,0.02431547613176091,0.03900878523811911,1.4088375737229684,True
Itgax,-0.3856125669121013,-0.26763768676184163,-0.11797488015025964,0.4973317600148552,-0.570518206569176,0.001563425806722813,0.003225775392137853,2.4913658754315775,True
Mak,-0.20746718986530333,-0.0889299699310176,-0.11853721993428573,1.1790164549148296,-0.231410959772329,5.007317193423011e-06,1.7031691134091875e-05,4.768742227331583,True
Ncam1,-0.010880841786992406,0.10837743214711613,-0.11925827393410854,,0.06866846545673688,0.02664126467401926,0.04217614460266901,1.3749331224228247,True
Nmrk1,-0.2233126903188273,-0.10362334082539922,-0.11968934949342809,1.0654145346810355,-0.257507392766779,0.0007892309301887814,0.001737118701809497,2.7601705040747833,True
Entpd1,-0.2862496402315031,-0.1663089688838143,-0.11994067134768882,0.7462240285127254,-0.3701152313884115,8.792320484841429e-07,3.4660921753645586e-06,5.460159892077986,True
Gm16152,-0.0695048730674445,0.05054924246166806,-0.12005411552911256,,-0.013738807411078075,4.9193254502686905e-05,0.0001405521557219626,3.852162489003725,True
Zfhx3,-0.42082822617651205,-0.3004791810170129,-0.12034904515949918,0.45866176196761765,-0.6453305286960764,0.0005387742536124102,0.001227276204128497,2.9110576863114783,True
P2rx4,-0.5724362721146007,-0.45142728237260876,-0.12100898974199192,0.32196371671192436,-1.0348452713757363,0.00462812098916114,0.008623827930113926,2.0642999174805676,True
Myadml2,-0.09749335746325821,0.023584659112267464,-0.12107801657552568,,-0.05432390776657229,6.430246890528316e-07,2.6068568475114794e-06,5.583882816949358,True
Grk3,-0.29775681090078765,-0.17643115802264805,-0.1213256528781396,0.7189885899832771,-0.39042275639689417,0.0004268035650148933,0.0009902634919139056,3.004249231807948,True
Siglecg,-0.2259212577914776,-0.10434774557903366,-0.12157351221244393,1.0727548074328568,-0.2603843051382199,0.01019459114202875,0.017566785425667,1.7553077034803124,True
Myo1c,-0.31501657097996194,-0.1930097235680385,-0.12200684741192344,0.672219299016629,-0.42277789024350065,0.025326495173655827,0.04039313424825491,1.3936924470550434,True
Cd5,-0.08501531120720113,0.03959668107854702,-0.12461199228574815,,-0.03314035424908057,0.003106928118888266,0.0060328701337636235,2.2194760233984785,True
Clhc1,-0.12340618394946024,0.002942010808560059,-0.12634819475802028,,-0.08962358435871837,0.0001991404736589412,0.0004974366536026841,3.303262216913092,True
Hspa1a,-0.2099597404070017,-0.08314852260804872,-0.12681121779895296,1.296460185899931,-0.22862844454481623,7.580478427094202e-06,2.5018080617472614e-05,4.601746012357045,True
Rasal1,-0.14231250507474355,-0.014805461118062335,-0.12750704395668122,3.362141663502382,-0.11803627557955462,0.00911243397470496,0.015930828627106576,1.797761634191293,True
Itgae,-0.20882331448126304,-0.08105647842920136,-0.12776683605206168,1.3258922976551868,-0.22590226197844746,0.02939967918285927,0.04605693866766466,1.3367049322841862,True
Setbp1,-0.10359725523644524,0.024554716571716057,-0.1281519718081613,,-0.05817442841985695,0.0028468048035953618,0.005571046582378399,2.2540632101664206,True
Dnmt3bos,-0.12604431374110003,0.0024833369445244457,-0.12852765068562447,,-0.09200259085764007,1.6841666330559377e-05,5.235751190847475e-05,4.281020999823618,True
BC049762,-0.08057921125378133,0.04798398746326775,-0.12856319871704908,,-0.02370619004356003,0.017724242819503123,0.02931241921637782,1.5329483368339651,True
Chil1,-0.24133185306882418,-0.11197590125170748,-0.1293559518171167,1.0687902763556065,-0.2804290485296428,0.00017852255767152297,0.00045043538520989817,3.3463674996004014,True
Blnk,-0.24420768742768392,-0.11477926103326894,-0.12942842639441499,1.0503494190728857,-0.2854132868547846,0.002551033636651646,0.005054888315690184,2.296288435407361,True
Hic1,-0.07181010911804706,0.05790746971838682,-0.12971757883643387,,-0.010063652958263891,0.0003394155542331791,0.0008081322719837598,3.092517549756091,True
Ptpro,-0.3887828810741323,-0.25836072354238515,-0.13042215753174713,0.5607627061474016,-0.5639912934745971,8.531439717629898e-07,3.372110560328023e-06,5.472098194737322,True
Cald1,-0.29602285272145595,-0.16414318924139687,-0.13187966348005908,0.8156388323202699,-0.3772252080611731,8.334920657811674e-06,2.7387472041002214e-05,4.562448052788414,True
Igf2bp2,-0.4393251718004955,-0.3071734280625029,-0.1321517437379926,0.49029489370575685,-0.6740363923645813,0.016447021959878263,0.027335770570434785,1.563268679234619,True
Trp53inp2,-0.3463154355771852,-0.21369787995382794,-0.13261755562335725,0.6650674597582625,-0.4739445288458691,0.007962369476025875,0.01416791721712789,1.848693989385005,True
Slc41a2,-0.3209598166208209,-0.18792433514744405,-0.13303548147337685,0.739048128533948,-0.4236076517168395,0.0001379511046604684,0.00035615603612857593,3.448359690838945,True
Fcgr4,-0.4058038333769413,-0.2726676122490456,-0.1331362211278957,0.545934860494576,-0.5977924022556843,0.00011695278042871433,0.0003061591110699328,3.514052811751624,True
Procr,-0.5090600000211479,-0.37592211988515106,-0.13313788013599687,0.414629068823512,-0.8429331550421444,0.002323793958396149,0.004650688375709438,2.332482759874402,True
Prss30,-0.22031055574995392,-0.08701050089309181,-0.1333000548568621,1.3024230226424587,-0.24069164209495353,2.920747734301105e-07,1.2499633670332832e-06,5.903102714774688,True
Creg2,-0.4294746608550729,-0.2954730974931221,-0.1340015633619508,0.5131584427576382,-0.6494436413645297,2.353240848145527e-05,7.080965440758858e-05,4.14990752521849,True
Cxcl3,-0.3430385285169582,-0.20858696171125143,-0.13445156680570677,0.686172178657771,-0.4655653081239685,0.0021668862609599752,0.00435409161612855,2.361102437040336,True
St6gal1,-0.16723303082230143,-0.031982886921197086,-0.13525014390110435,2.38482448263521,-0.15137479051149894,0.009630819526409635,0.016691195019774067,1.7775125685385829,True
Gcnt2,-0.45591655484374777,-0.3205282154476914,-0.13538833939605638,0.4832859933483095,-0.7089207757152635,0.0005865211356199802,0.00132298000515785,2.8784467194672474,True
Gm15880,-0.3322534512102087,-0.19580871831853644,-0.13644473289167228,0.7307019120599088,-0.4422832617334167,6.5078455079300114e-18,1.2677621119344178e-16,15.896962231601501,True
I830077J02Rik,-0.2897071763431308,-0.1530672396597372,-0.1366399366833936,0.8854304126808992,-0.36102204765747936,0.031509938525794895,0.049029987332668404,1.3095382189576341,True
Rasgrp4,-0.4058815206222272,-0.2687814668879688,-0.13710005373425843,0.5670822778091379,-0.5936407388711877,0.02464852529596482,0.039437640473543714,1.4040890764887797,True
Nav2,-0.36157784356146644,-0.22375418748775902,-0.13782365607370742,0.6622611793971717,-0.49953651638321034,0.0017604380551408932,0.0036025335371232463,2.4433919675105673,True
Apobr,-0.5445163185142339,-0.4061040000378655,-0.13841231847636837,0.4017835233907006,-0.9304632387337229,0.013801724705107193,0.023235226776274737,1.63385308444166,True
X1700019L13Rik,-0.14194245542401135,-0.002832892286541064,-0.13910956313747028,7.300566950717659,-0.10840610419439443,3.003138955128758e-07,1.2815671216765682e-06,5.8922586428466035,True
AW112010,-0.48580889626474916,-0.34669350162960405,-0.1391153946351451,0.4631314704468261,-0.7765804131775637,0.011844179034693769,0.020166025598230025,1.6953796858643742,True
Sdc3,-0.4188407777376384,-0.2788159059538397,-0.1400248717837987,0.5603581036975915,-0.6188901863306701,0.007236516846445516,0.012976419927876001,1.886845108770369,True
Rpl39l,-0.1505441656941932,-0.010328940373774204,-0.140215225320419,4.070179697517353,-0.1209789754264854,8.14117974951926e-05,0.00022082766047520599,3.6559465285906327,True
Tnfsf13b,-0.13953868747084863,0.0022987011142624903,-0.14183738858511113,,-0.10255818155965472,0.002792435167374608,0.005486120171659347,2.260734683549402,True
Adgrl2,-0.6135905129666815,-0.4711946760123283,-0.14239583695435326,0.36185702772942036,-1.1278176952911283,0.0034028651418450424,0.006539779260432497,2.1844369103292474,True
B430010I23Rik,-0.17985748351854486,-0.035854427836774685,-0.1440030556817702,2.3214767048444758,-0.16465143042329958,1.2845446024038e-05,4.065014564568988e-05,4.390937894030403,True
Prune2,-0.5732563575728804,-0.4291629075173737,-0.14409345005550672,0.3973694862925495,-1.003494490504205,4.431857154994556e-06,1.5177592996556699e-05,4.818797097426011,True
Pfkfb3,-0.40112982739670683,-0.2570232003082669,-0.1441066270884399,0.6146627541939175,-0.5757798477609565,0.0011710523289918792,0.0024880715205209897,2.604137139848914,True
Ddr1,-0.1314868192461315,0.012735428072801466,-0.14422224731893296,,-0.08830948499256731,0.01794535895599843,0.029612803557753187,1.5285204743390328,True
X1700056E22Rik,-0.1979472892330612,-0.05307209504110872,-0.1448751941919525,1.8748130081518624,-0.19348570030658052,0.003255272610179308,0.006284310058261212,2.2017423956769426,True
Gm49368,-0.36317652480237367,-0.21794976833810056,-0.1452267564642731,0.7070839334861115,-0.49525381835071813,3.0956394278085975e-08,1.5956904267054626e-07,6.7970513604880285,True
Pak3,-0.14736399958144572,-0.001370523846865633,-0.14599347573458007,,-0.11148820351091727,3.1976230206760462e-09,1.8958239253020037e-08,7.722202000236681,True
Gm20406,-0.3379642618363954,-0.19157241122067414,-0.14639185061572124,0.7879790217855801,-0.4437291958480054,0.0016911036739922967,0.003470116978096368,2.4596558848386767,True
Slc36a2,-0.34932537125897895,-0.20044317173543158,-0.14888219952354736,0.7712270035256819,-0.46371682719030605,1.523660391177243e-07,6.904805398084182e-07,6.160848556872338,True
Cd177,-0.40617472824247014,-0.2571476181775479,-0.14902711006492225,0.6324784042568644,-0.5813484056617501,0.0003163402847019125,0.0007604333766872897,3.1189388294801903,True
Pram1,-0.22248381502284717,-0.07252935557124293,-0.14995445945160424,1.5867168373082217,-0.23023940516355446,1.2428800316690154e-05,3.941480015863685e-05,4.404340671060282,True
Cgnl1,-0.283350688752232,-0.1325355147746335,-0.15081517397759853,1.0629378776220257,-0.33632402335108286,5.071001359606199e-13,5.105034925778053e-12,11.292001282368295,True
Hgf,-0.28813984972546786,-0.13574828894604682,-0.15239156077942104,1.0529754042672923,-0.34363006923054196,0.0024165617266927847,0.004813867981459731,2.3175058242624296,True
Mgl2,-0.1339172124788619,0.018983799332440106,-0.152901011811302,,-0.08538451479424833,0.0077184891908821775,0.013758447755583202,1.8614305609559938,True
Stard9,-0.5148215193852104,-0.36122216811773494,-0.15359935126747543,0.4890717245779916,-0.8314140400361408,2.5013576498315058e-05,7.511584534028546e-05,4.124268440918816,True
Hpgd,-0.22030112154606796,-0.06598987056488846,-0.15431125098117948,1.7121556195840881,-0.22287784300935376,0.0003377164625442955,0.0008047254866027692,3.0943522438381206,True
Ampd3,-0.3214048743141982,-0.1667663790363249,-0.15463849527787327,0.915409460126088,-0.4037052733724334,0.0005574210557932982,0.0012659070154276263,2.897598193346911,True
Vwf,-0.46415755559046007,-0.3082623877687885,-0.15589516782167157,0.5663956132474881,-0.7041828870262711,0.030439102956938077,0.047536339859872066,1.322974260551783,True
Snhg11,-0.16489211579242552,-0.008305046587400607,-0.1565870692050249,4.612655357053278,-0.1306790641937724,9.89953864212155e-05,0.0002644578444021785,3.577643546322996,True
Txnip,-0.41826918904984023,-0.2587724214611783,-0.15949676758866194,0.6667731275930692,-0.5962323142125532,0.003345935635057412,0.006442751543756249,2.190928616326508,True
Cacna1b,-0.35522271269595007,-0.1949146669716062,-0.16030804572434387,0.8368946183298676,-0.46408379379754305,6.422592639544802e-14,7.354113709402445e-13,12.133469659348277,True
Htr7,-0.2899233134981622,-0.1294321935452903,-0.16049111995287188,1.1320083756643757,-0.3394870762770309,0.0002984930030197284,0.0007204175455021603,3.142415718642649,True
Acadl,-0.15117588771424642,0.009891729979838317,-0.16106761769408473,,-0.10569376997346368,0.024523171585773402,0.03925801214371409,1.4060716949772936,True
Fgd4,-0.23624776983328724,-0.07309174679094864,-0.16315602304233862,1.6660736501448463,-0.24241303163545713,0.014789604434980902,0.024745573510843673,1.6065024763968376,True
Il4i1,-0.738858624400107,-0.5748086622580175,-0.16404996214208944,0.3463217009044284,-1.5430199739938335,0.0183948510313736,0.030271285295732746,1.5189691388388062,True
Col5a1,-0.3194412795578224,-0.15518988397888067,-0.16425139557894175,1.0113656519500798,-0.39084186932592985,0.00018955063123596297,0.00047585932527856816,3.322521415524863,True
Gpr55,-0.28615815256475663,-0.12131647687908183,-0.16484167568567482,1.2073630027857858,-0.32868364372941095,9.327438697885621e-05,0.0002502890527160721,3.6015581453936716,True
Cryab,-0.1540184239545091,0.011101625525087757,-0.16512004947959685,,-0.10696154724453474,0.0008392554494503607,0.0018377856557307169,2.7357051425482255,True
Adora2b,-0.45096221788024404,-0.285632286110345,-0.16532993176989902,0.6345434537227791,-0.6626822467087169,0.00023490387934434488,0.0005790563993697902,3.2372791344725558,True
Ambp,-0.4904983617893838,-0.32445254453260886,-0.16604581725677492,0.5735268964063102,-0.7550531723206164,0.004218857796081545,0.007955105837991598,2.099354037947009,True
Bmx,-0.3439820394816091,-0.17771383528461146,-0.16626820419699764,0.9237828512122426,-0.436056900454113,0.001184596590522139,0.0025150670711722696,2.5994504287982685,True
Gfra1,-0.1776124515926383,-0.011240885231986806,-0.1663715663606515,4.175449930513673,-0.14309662231021952,0.012848890001466075,0.021753199776748434,1.6624768516667905,True
Cpne9,-0.10060368723656712,0.06624096940303784,-0.16684465663960496,,-0.025002873386617292,1.3078290165013738e-05,4.129986367899076e-05,4.384051381843836,True
Gpr18,-0.24977505221353705,-0.08220675881874934,-0.1675682933947877,1.576040164276742,-0.26186497920876345,3.3325579841351716e-07,1.4140981545128027e-06,5.8495204445109605,True
Nupr1,-0.4114823444604682,-0.24341699693171237,-0.16806534752875585,0.7315137947906195,-0.5722858612400046,0.018459862098872973,0.03036161529419897,1.5176751268906539,True
Tlr7,-0.3813490758585667,-0.21310355042784235,-0.16824552543072435,0.812343217715127,-0.5088679196934397,8.527517652401308e-05,0.00023047345006490023,3.6373790969746556,True
Slc11a1,-0.4474748873632801,-0.2780226643872254,-0.16945222297605472,0.6623069692217904,-0.6500658552989579,0.008276911650430856,0.01466670700017281,1.833667383920175,True
Tmem106a,-0.620152616884272,-0.45031175185794736,-0.16984086502632467,0.44315779565674956,-1.10541792683389,0.02205344276373688,0.035646728605178146,1.447980320339751,True
X4933430I17Rik,-0.2402477399911852,-0.0703631758312411,-0.1698845641599441,1.7478906459872345,-0.2434983656627062,0.0002459994607970071,0.0006034328555936397,3.2193710471365815,True
Ighd,-0.16493150859053923,0.007518676808224924,-0.17245018539876417,,-0.11826712874983016,0.010136920866967103,0.01747744977063294,1.757521937339037,True
Ltf,-0.40348450142912307,-0.230454004804646,-0.17303049662447706,0.7820608851051414,-0.5499775714563683,0.014158687441654477,0.023782789655634618,1.6237372051844818,True
Zap70,-0.16833940807327558,0.004764301689989776,-0.17310370976326536,,-0.12310010628406257,5.6014955907571636e-06,1.8881445811540998e-05,4.723964753473698,True
X1600010M07Rik,-0.28029979423894547,-0.10647658171600305,-0.17382321252294242,1.3679699405704995,-0.3100535621642218,6.114906301317994e-05,0.00017144597106499049,3.7658727162346692,True
Hist1h4f,-0.12979084033538701,0.04452217883501545,-0.17431301917040246,,-0.06285802236955552,3.6070949813704516e-08,1.827919754072864e-07,6.738042873770845,True
Irf5,-0.6082614757834576,-0.43365512176590615,-0.17460635401755142,0.4693569951932503,-1.0617768449127727,5.486342009874987e-05,0.00015542045353753506,3.8084918280449935,True
Gm20633,-0.06622160741698115,0.10914623901337951,-0.17536784643036066,,0.030635980562665803,1.7604900210576814e-05,5.450433501726568e-05,4.263568954618661,True
Spata31d1a,-0.21841657999033215,-0.04225089506391218,-0.17616568492641999,2.367952095339031,-0.20146622708535064,0.0011003537661243275,0.002354537302691143,2.628094424684163,True
Ly6i,-0.2777314222182617,-0.1013977125288523,-0.1763337096894094,1.4260582817408214,-0.3032308440491792,1.7497615448083696e-07,7.834753185709118e-07,6.10597468034063,True
Zfp36,-0.3805206704223742,-0.20417094719595758,-0.17634972322641662,0.8714908568442727,-0.4988835630140379,0.003113535026685603,0.006041788538199748,2.2188344790462042,True
Bcl2a1a,-0.7098159361535817,-0.5323374638011077,-0.17747847235247405,0.39874837789431894,-1.4000222408849556,0.007137820900600272,0.012830115459437278,1.8917694353498673,True
Tnfsf12,-0.6582890290267925,-0.48015804273587814,-0.1781309862909144,0.437728455422847,-1.2149886658660893,0.008585976817795306,0.015054313532078268,1.8223390432749393,True
Tubb2a,-0.6302143836796787,-0.45205536724673473,-0.17815901643294402,0.46117896323047947,-1.1238579341816737,0.02286458043460583,0.03689819327800833,1.4329948985726795,True
Ptprk,-0.07753572202007683,0.10090613179697247,-0.1784418538170493,,0.01676045209152132,0.004369444864339259,0.008182481019361908,2.0871149934377335,True
Ehd1,-0.40825286087887497,-0.22969410993787934,-0.17855875094099563,0.8042736260549543,-0.554217126715818,0.0012660494470603792,0.002667239003638439,2.5739380666833256,True
Dcstamp,-0.5271451249418427,-0.34827246947853363,-0.1788726554633091,0.5768797283417086,-0.8306106192175983,0.006544642347398979,0.011877753806531721,1.9252656807068194,True
Tnfsf4,-0.23371694944266688,-0.05461008959721563,-0.17910685984545124,2.0841410433900887,-0.2245929189804601,0.006649078342150412,0.012030901704735367,1.9197018214785027,True
Kynu,-0.48119616250478714,-0.29981299508168774,-0.1813831674230994,0.6599654351280247,-0.7143127121503403,0.00013012356879474728,0.0003368168303574132,3.472606215424376,True
Map1lc3a,-0.6395500594921253,-0.45804926283565267,-0.18150079665647262,0.4636679424897662,-1.1481599437353334,0.02423282584803278,0.038917814531101894,1.409851555961039,True
