,Ery/Meg,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Pdia4,-0.445818923100364,-0.06620796807408122,-0.3796109550262827,2.760790078479163,-0.42665154621170287,3.6978789681226386e-05,0.00010791475587906532,3.966919167377302,True
Cox4i2,-0.25141251430752565,0.1282456797186265,-0.37965819402615214,,-0.09169958751445872,0.0006537036448504577,0.00146242426141042,2.8349266166668166,True
Ssrp1,0.33732899546630923,0.7173568732212509,-0.3800278777549416,-1.0477559613220664,0.6110240268563666,0.005646338057982532,0.010366593741705996,1.984363920775083,True
Ccr5,-1.050523433463774,-0.6688005715531046,-0.3817228619106695,0.6410969328268425,-2.833022413294585,1.7553009335752128e-05,5.4456078601092427e-05,4.2639536355488215,True
Tmem108,-0.4102840739451917,-0.02738312429117808,-0.3829009496540136,3.9767802813456816,-0.356298196768165,1.5382657724099005e-06,5.74694560053512e-06,5.240562913793609,True
Acsl1,-0.6910415602884459,-0.30813872720233476,-0.3829028330861111,1.1522044980803439,-0.9988178892573122,3.221150242760956e-06,1.1395578689012816e-05,4.943263615629406,True
Mrpl33,-0.29582452449944596,0.08773929738776313,-0.3835638218872091,,-0.1584979784835923,0.00023190615375984027,0.000572607787061334,3.2421427501761526,True
Gm26522,-0.5296994362936234,-0.14454499498698847,-0.3851544413066349,1.8644870941361271,-0.5931851915952825,9.806395651131784e-14,1.0936500726169275e-12,11.96112161387239,True
Mrgpra2a,-0.3789737015567985,0.008059717977949903,-0.3870334195347484,,-0.2959372192255649,4.007550084339918e-06,1.3866955309134665e-05,4.858018884103032,True
Ier3,-0.7506025124587181,-0.36346687018875923,-0.3871356422699589,1.0335920774886307,-1.1747343779591914,0.008520066087800924,0.014964987273655018,1.824923648151137,True
Il13ra1,-0.8339591818968966,-0.4451495600834327,-0.38880962181346385,0.8936611402514218,-1.4721464406188582,7.814778291873231e-11,5.965479612116971e-10,9.224354634219544,True
Plec,-0.9400335035719554,-0.5510724475176275,-0.38896105605432785,0.7592956841113274,-1.9745627745835095,0.0007279861037174983,0.001610588725038713,2.793015345520886,True
Tnfaip8l2,-0.9270314948680812,-0.5357025361309855,-0.3913289587370957,0.7799308816189018,-1.8962916357897819,3.3463482788194545e-06,1.1810640984068663e-05,4.927726531828492,True
Inhba,-0.9543905899858559,-0.5630562594680051,-0.3913343305178508,0.7502628000570835,-2.051240238918581,1.0216229310351177e-06,3.97518650208217e-06,5.400642490925732,True
Samhd1,-1.0820023982607876,-0.6882593101442921,-0.3937430881164955,0.6426231379914339,-3.12193675715269,6.703085862067315e-06,2.2343619540224386e-05,4.6508464722671246,True
H2.DMa,-1.0795180351021243,-0.6830835027116323,-0.396434532390492,0.6501959477955793,-3.074617505330737,0.0012776815619961978,0.0026879696255179475,2.5705756431868427,True
P2ry6,-0.7144103085238314,-0.31636613992766177,-0.3980441685961696,1.1626623038792334,-1.0450986330516587,3.475271860958124e-08,1.7670873869278597e-07,6.752741973004757,True
Myl12b,-0.673456061377614,-0.27536903047712663,-0.3980870309004874,1.2777624556019678,-0.9279972563717629,0.00037982583887192643,0.000892308157099279,3.049485136861574,True
Tnfrsf1b,-0.8444314863564903,-0.44511927804397217,-0.3993122083125182,0.9119944932779519,-1.4931965279883348,1.459662803175535e-06,5.480586244714149e-06,5.261172983627529,True
Rogdi,-0.5718535836443305,-0.17176943577944745,-0.400084147864883,1.7249775555175864,-0.6707305848111786,1.5317477913377295e-05,4.776760264046974e-05,4.3208665545328815,True
Tctex1d1,-0.24062142088898406,0.1596279646014742,-0.40024938549045824,,-0.059640368943276616,9.69448420871165e-10,6.241084254535396e-09,8.204739954411137,True
Cxcr2,-0.6218742778714129,-0.22067978297854368,-0.40119449489286924,1.482909620260165,-0.7890551889261757,7.422789625504248e-14,8.434988210800283e-13,12.073915520068093,True
Emp3,-0.7090058741442148,-0.30571276775576545,-0.40329310638844934,1.201279020128661,-1.021392333797064,0.00015373600757716087,0.0003915178461218019,3.4072484371933207,True
Pilra,-1.0457509794687792,-0.6421030996209348,-0.40364787984784434,0.6934116271749386,-2.6797074819552145,5.584306704190281e-09,3.184965800868981e-08,7.496895226617054,True
Alcam,-0.8433743975064206,-0.43845220285231573,-0.4049221946541049,0.93203569827129,-1.477595876744625,5.960168895420892e-06,1.9978219761187347e-05,4.699443213924801,True
AB124611,-0.9440305121373928,-0.5388869135002103,-0.4051435986371824,0.7978651933985703,-1.9515334079437539,2.137222739532356e-05,6.48298100970381e-05,4.188225250553956,True
Ms4a6b,-0.7651528778497293,-0.3597997623777692,-0.4053531154719601,1.0763963498921512,-1.1925669935310677,9.632417947046371e-08,4.55792647336579e-07,6.341232684962811,True
Dbi,-0.5512680021865878,-0.14553365583811623,-0.40573434634847155,1.9132517209994366,-0.6179433265254202,5.784504669909667e-05,0.0001632503669776952,3.7871458337820836,True
Timp1,-0.7836961120931644,-0.3777779260056485,-0.40591818608751584,1.040695989898896,-1.2540726426108495,1.8713466825314858e-07,8.304792969814286e-07,6.080671189604874,True
Cd164,-0.7339650657857308,-0.3280004383037947,-0.4059646274819361,1.1497736378412275,-1.092287116534901,9.188721077602727e-06,2.9930687549194553e-05,4.523883306701687,True
Adam8,-0.9566008947109607,-0.5499960466807522,-0.40660484803020847,0.7876176554131908,-2.019161435947075,1.9138933340104267e-06,7.036372551508921e-06,5.152651174220094,True
Neu1,-0.6075065109111513,-0.20049447113745358,-0.4070120397736977,1.588313600191569,-0.7466169527882106,1.791932809524503e-05,5.5249726912369056e-05,4.257669864262658,True
Klf13,-0.9245177379237144,-0.5162315361670786,-0.40828620175663577,0.829585767236459,-1.8384328709790372,4.061176170032038e-05,0.00011794316079473489,3.9283272376119878,True
Gas7,-0.8493215131721928,-0.4409484492899644,-0.40837306388222844,0.9340744658508909,-1.49465772881748,1.225600383804969e-07,5.67407585094893e-07,6.246104862860155,True
Kdm7a,-0.8300987568645013,-0.42094987029589853,-0.40914888656860277,0.9678967096854757,-1.4170560430131642,4.139061366101431e-09,2.4111037084086005e-08,7.617784108983426,True
Csf2ra,-1.0513585096342979,-0.6410626787858277,-0.4102958308484702,0.70355292355353,-2.7009719722167222,4.904802675209318e-09,2.8242625768959607e-08,7.549094928584903,True
Tcf4,-0.3978616433456231,0.014732931248949248,-0.4125945745945723,,-0.30679516330002476,0.008373418337739878,0.014785317841800844,1.8301693349554817,True
Fos,-0.8693224403796862,-0.45619716072344646,-0.41312527965623974,0.9188088619805872,-1.568151577325653,1.0887402001705386e-07,5.079658787731907e-07,6.29416545928736,True
Itgb2,-1.2247976968108834,-0.8115458906316657,-0.41325180617921764,0.5847730660544747,,0.009649154670174721,0.016703672250735237,1.7771880400555604,True
Raph1,-0.8103278151444827,-0.3970753430297273,-0.4132524721147554,1.017312167088706,-1.335340876119629,4.4056773067980737e-07,1.8255568950820747e-06,5.7386046273348255,True
Fam105a,-0.762429358876013,-0.3485109413625473,-0.41391841751346575,1.1174308541122702,-1.1696477965770082,1.2058497470114503e-06,4.63194525100429e-06,5.334236582555069,True
Hmgn2,-0.011451414430685274,0.40324963579170175,-0.414701050222387,,0.2580956849705152,0.000260893162969087,0.0006373611473186164,3.1956144140650076,True
Adssl1,-0.6742271127239381,-0.25922497632355035,-0.41500213640038774,1.3672588351808228,-0.9070512248127846,3.9077210767182845e-06,1.3615752880551514e-05,4.8659583394265535,True
Snx1,-0.9033727096334702,-0.4880955169016289,-0.41527719273184127,0.8769912091165301,-1.716595502082279,0.00010646964570793341,0.00028216337201749135,3.549499363236233,True
Tpm4,-0.7204604321421445,-0.3049978330875446,-0.4154625990545999,1.2281500862385648,-1.037204124635718,1.992120798836683e-05,6.079717595635859e-05,4.216116593343293,True
Gabarap,-1.229509446780939,-0.8136288600560693,-0.4158805867248698,0.5866535509797522,,0.0031003339962386313,0.006023965018598376,2.2201175587651587,True
H2.DMb1,-1.3532583900383588,-0.9373115963467668,-0.41594679369159204,0.521532157603497,,7.707847512154971e-05,0.00021078890188208673,3.6761522586314577,True
Mtss1,-1.014863477519035,-0.5985954111671486,-0.4162680663518864,0.7512580182317472,-2.3713062320066225,5.6100647899266736e-05,0.0001587754185828304,3.7992167336480986,True
Myo1f,-0.8468400319793248,-0.43039338001250316,-0.4164466519668216,0.9649148490209036,-1.468398279925952,3.7387288941796433e-06,1.3057260398764762e-05,4.884147934738454,True
B4galt6,-0.47122429571221397,-0.054470234786745286,-0.4167540609254687,3.133899402099633,-0.43996452463372365,1.9559159449906345e-13,2.0881664893138447e-12,11.680234878031953,True
Mt2,-0.8038583443672296,-0.38661333188810004,-0.41724501247912954,1.0443123664307479,-1.3048465365199673,5.710681439011284e-07,2.327723412640469e-06,5.633068625182056,True
Pira2,-1.1676948884253802,-0.7497861612122437,-0.41790872721313643,0.6297617494874325,-4.599130719454659,0.00010061222592444132,0.00026782313910676483,3.572151903977251,True
Uchl1,-0.6176818305774436,-0.19892069048470637,-0.41876114009273724,1.6241852763117135,-0.7570652732553553,3.583625942672828e-07,1.5142081447913358e-06,5.819814422113984,True
C3,-0.8968937616977204,-0.47711717387225927,-0.4197765878254611,0.8994392604755204,-1.6757906403339125,1.1818363553343483e-08,6.481735038396793e-08,7.188308726113761,True
Casp6,-1.0078093327093482,-0.5877718427357695,-0.4200374899735787,0.767502130514414,-2.3060779427010845,1.216852250640884e-07,5.642282460467777e-07,6.248545176253691,True
Hvcn1,-0.6866741824059504,-0.2665918441817271,-0.42008233822422325,1.3533312355081455,-0.9341051709168371,9.97528105756104e-09,5.5213732790928265e-08,7.257952890865626,True
Ltb,-0.5240572586894716,-0.10302889847476865,-0.42102836021470297,2.345368553434647,-0.5427589079553939,0.002046616697970846,0.0041373652923938934,2.383276133088704,True
Il1r1,-0.2831539367953271,0.13878770472933796,-0.42194164152466507,,-0.10808799498778263,8.611073069641503e-08,4.1070300809100966e-07,6.386472116253866,True
Ddt,-0.7368587199782748,-0.31465959132168053,-0.42219912865659426,1.2158147260045444,-1.0763081735190818,0.0002174485406299189,0.0005382389619552448,3.2690248677953853,True
Cd302,-1.1058581873274862,-0.6822618833793295,-0.4235963039481567,0.6870583926309394,-3.2386811625835894,0.006265008029467171,0.01142554655829879,1.9421230156278537,True
Lrrc25,-0.8469916336043803,-0.4227004955731858,-0.42429113803119456,0.9913190515564445,-1.4534233157247147,8.904341405793125e-11,6.779955385121669e-10,9.16877316395878,True
Plxnb2,-0.6887767272994915,-0.2636837370487319,-0.4250929902507596,1.3737555354573956,-0.9329953056578104,4.361484112990567e-11,3.416306093726293e-10,9.466443224382108,True
Gpr171,-0.4842309374594177,-0.05674912721170202,-0.4274818102477157,3.1127387881212645,-0.45500040433595235,3.99269748446885e-05,0.00011617936424254654,3.9348710044023045,True
Cd28,-0.8479928651028535,-0.41709169658259276,-0.4309011685202608,1.0124085703427164,-1.4443498364249414,6.494991062786803e-15,8.39869533981052e-14,13.07578817235804,True
Hcar2,-0.9411822981698593,-0.5102033612952531,-0.4309789368746062,0.8726684514787051,-1.8661357608014952,4.682612940411369e-22,1.6146941173832308e-20,19.79190973693317,True
Gpr141,-0.9097884720395053,-0.47851638806207014,-0.43127208397743516,0.9160362604696023,-1.7091152814114938,3.2880145645207453e-09,1.9455707482371272e-08,7.71095297199962,True
Tmem38b,-0.7688016016484115,-0.33735055104896333,-0.43145105059944816,1.1768386569319975,-1.1618988212233186,3.7269299488333204e-06,1.3031223597319302e-05,4.8850148032732585,True
Nfam1,-0.931266783837871,-0.49737875136458104,-0.43388803247328994,0.8940870955724184,-1.8075420324116,7.943405362041435e-05,0.00021644156299840424,3.664659338539441,True
Sem1,-0.4650928433836354,-0.030997724436571252,-0.43409511894706415,3.970124407508573,-0.4112823117605975,1.3986557331347044e-06,5.271315577140846e-06,5.2780809831573965,True
Mxd1,-0.8604311937703465,-0.42552690032893425,-0.43490429344141224,1.004657677749945,-1.4859193488388065,2.84054135425211e-07,1.217374866108047e-06,5.914575668923789,True
Hspa5,-0.11980429351916606,0.3153402147620222,-0.4351445082811882,,0.13457313864345086,0.0006744048138568601,0.0015053678880733484,2.822357352405169,True
Bcl3,-0.498058030478974,-0.06237080951607202,-0.435687220962902,3.0132416064481915,-0.4743608949132772,1.5731844957924705e-07,7.118481881413894e-07,6.147612616029372,True
Lmo4,-0.2953537277231024,0.14100153849921454,-0.43635526622231696,,-0.11587271793832005,4.362833858130046e-06,1.497540225902762e-05,4.82462150306021,True
Arhgap26,-0.5904905559941503,-0.1537814474954277,-0.4367091084987227,1.9336899010441004,-0.6714760043877609,1.1053834958928458e-09,7.070683342598161e-09,8.150538612005295,True
Esd,-1.06759645427636,-0.630599086412211,-0.4369973678641491,0.74970618295512,-2.728313972326425,0.0013282270613549831,0.0027845431055660026,2.5552460547127915,True
Gstm1,-0.6753560159571589,-0.23810953624766262,-0.43724647970949626,1.493285497645233,-0.8802660851444479,0.0007227997346239364,0.0016002946154035492,2.7958000560531424,True
Evi2a,-1.0005680388909735,-0.5627023028189023,-0.43786573607207113,0.8200911404111684,-2.1951875870914073,4.9780781226277335e-08,2.4684684905592066e-07,6.607572412079695,True
Vsir,-0.9362082031741836,-0.49803136943110937,-0.43817683374307426,0.8999105955856324,-1.82173682518397,4.3159152388580353e-07,1.7982980161908482e-06,5.745138334815122,True
Timp2,-1.2338328120613609,-0.7949626122550714,-0.4388701998062895,0.6253290912149908,,1.4838017315841788e-06,5.5573098561205196e-06,5.25513538780132,True
Tmsb10,-0.9565328868388592,-0.5158581762598995,-0.4406747105789597,0.8803091841016496,-1.9224590930084708,9.635503965785878e-05,0.0002580938562264074,3.588222333459721,True
Myadm,-0.8900070864709193,-0.4492280768011142,-0.4407790096698051,0.9754575650954005,-1.5977911805694431,8.333702381976341e-07,3.3026561619457096e-06,5.481136638159194,True
Adgre1,-0.9612903328333782,-0.5189478749413629,-0.4423424578920153,0.8788985536938533,-1.944077509928946,1.93175215362972e-07,8.509921381628722e-07,6.070074452099024,True
Clec4a2,-1.2281577894574272,-0.7853635250439734,-0.4427942644134537,0.6361910087424101,,0.015168970512347791,0.025337924018398315,1.5962289705215384,True
Fam129b,-0.8976659449265951,-0.45204941933131715,-0.445616525595278,0.9788956408586368,-1.6208567572241424,1.5809304066515235e-08,8.560994981867455e-08,7.067475757516437,True
Hoxa7,-0.2382210801395067,0.20748858048545069,-0.4457096606249574,,-0.022340903382146077,3.645331209620996e-06,1.2760786031345376e-05,4.894122573376459,True
Ifngr1,-0.7326297762945658,-0.28563845685058464,-0.4469913194439812,1.3479286569834241,-1.0265991961004617,1.3052527291843046e-06,4.950389617639588e-06,5.305360618817541,True
Slc2a1,-0.5292645453967664,-0.08156790259115371,-0.44769664280561267,2.7044367472309863,-0.5257793820495744,1.2522114327908144e-07,5.770559598114352e-07,6.238782069237878,True
Atp13a2,-0.82912065615305,-0.3791079546815358,-0.4500127014715142,1.11797373803932,-1.336844158682443,6.380075283223412e-06,2.1314282683374426e-05,4.671329278634691,True
Fnip2,-1.061964493935558,-0.6097945957332024,-0.45216989820235554,0.7905546130738239,-2.6071730344214883,0.0005480237786202599,0.0012464528702507806,2.904324138000141,True
Ctnnd2,-0.5070948746520368,-0.05391168059711581,-0.453183194054921,3.2575364364331643,-0.47493998001837384,1.121159773604799e-06,4.33438056805979e-06,5.363072959340098,True
Sdf2l1,-0.2537811464731512,0.19999719406206115,-0.4537783405352124,,-0.039328128789388885,1.4050563542060486e-05,4.395379627339047e-05,4.357003609113886,True
Fdps,-0.4008122960334034,0.054514966517669294,-0.4553272625510727,,-0.2743001333129825,7.961320764617337e-06,2.6217302188641067e-05,4.581412000093173,True
N4bp1,-0.770791206688104,-0.3148522368819824,-0.4559389698061216,1.2808082342672271,-1.129171236076931,1.1656184937313627e-07,5.421481366192385e-07,6.265882030572199,True
Sdc4,-1.3624352725642639,-0.9058391803532584,-0.4565960922110055,0.58074048808283,,2.8719402538623932e-06,1.0281409023373723e-05,4.987947363050579,True
Jaml,-0.7973139507973974,-0.34022961438411153,-0.4570843364132859,1.2177659504807041,-1.213476510988836,7.699993863093726e-13,7.549013591268359e-12,11.122109792722629,True
Hck,-0.9331845742789887,-0.475597546789109,-0.4575870274898797,0.961959672994086,-1.758238196417551,3.891948342634824e-12,3.495761984402537e-11,10.456458144796084,True
Ngp,-0.9840826968044463,-0.526230238204785,-0.4578524585996613,0.8928980052547142,-2.030068006907126,0.0005738806584147319,0.0012973941034244128,2.8869280802427424,True
AC140186.1,-0.4916978128411771,-0.0323530685519261,-0.459344744289251,3.9863011115023577,-0.4383570127472074,1.3790392041382379e-07,6.306581726241941e-07,6.20020597192548,True
Chil3,-1.1513090003060584,-0.6912106761251525,-0.4600983241809059,0.7268654087421715,-3.666756513024482,0.02072107567230388,0.033674554180342174,1.4726981452203878,True
Fam49b,-0.6758730010990333,-0.21501719890000745,-0.4608558021990258,1.6428935138886038,-0.8505978030526254,8.11312064380426e-07,3.2194923189699443e-06,5.492212606705713,True
