,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gm42984,-0.04739856930216691,0.019871822980599127,-0.06727039228276604,,-0.019994262269302194,0.0008830409004590551,0.0028182156397629416,2.5500257792975964,True
Gal,-0.16313758477275211,-0.0957504337587957,-0.06738715101395641,0.5299021458838304,-0.19999100556135835,0.023398708416293837,0.04609069287516842,1.336386763136046,True
Gm45833,-0.05234926012978755,0.015340457959285448,-0.067689718089073,,-0.026946296312677923,0.00013281211363853958,0.0005443119411415557,3.2641521380051755,True
Gm39121,-0.0804542072701517,-0.010972363823757485,-0.06948184344639421,2.553597533213604,-0.06750530729991623,0.015446549971003415,0.032633556276767776,1.4863355959265567,True
Ttc21a,-0.06975067056921395,0.0007403786919553269,-0.07049104926116928,,-0.05065952503295471,0.00037020641503490053,0.0013112387781637562,2.882318215559043,True
Sox18,-0.02593893723164021,0.04462131778875262,-0.07056025502039283,-4.6641214960460005,0.013413934918002057,0.006283637756429787,0.015301065965332273,1.815278312533014,True
X4930426L09Rik,-0.1154445208603992,-0.04481535023262516,-0.07062917062777405,1.033901524366212,-0.1204980061172107,8.134407219288473e-05,0.0003546979892131601,3.4501412735413197,True
AW011738,-0.07472818481439406,-0.004074435221526454,-0.0706537495928676,4.500347153451337,-0.05799425378830463,0.001192445029307197,0.003631812272001615,2.439876608207362,True
Il2rb,-0.09761540837424638,-0.026912863288658984,-0.0707025450855874,1.4871137698890164,-0.09274648463873666,0.0033553199787120266,0.008876507880190546,2.051757857042325,True
Exd1,-0.08287276124305844,-0.011533557324898627,-0.07133920391815982,2.53083442092236,-0.06975946536594535,0.0005030592623681016,0.0017149747580730735,2.7657422677554684,True
Gpm6b,-0.14463265514468404,-0.07292561481651351,-0.07170704032817053,0.7203392949223554,-0.1661450858318961,4.750721291277448e-06,2.9446619574033766e-05,4.5309645543440515,True
Krt83,-0.0811907962308549,-0.009266012163546895,-0.07192478406730801,2.877955729495619,-0.06677244761721947,0.001617909770039107,0.004763227978525339,2.3220986317056895,True
Kif1a,-0.23471593855863748,-0.16250375574352338,-0.0722121828151141,0.36659265593753365,-0.3194233122503106,0.007555368193440303,0.018017571208522185,1.7443037528590772,True
Ccdc80,-0.24029421408487403,-0.16805594144485614,-0.07223827264001789,0.3559050824672786,-0.329477015380667,0.004843211280431308,0.012168872563897759,1.9147496569350575,True
Scube3,-0.04198661311885778,0.030421830763666606,-0.07240844388252438,,-0.008366439468652025,0.004710460707119585,0.011905123943857418,1.9242660788098667,True
Sh3bgr,-0.10171968672093457,-0.02880046368731098,-0.07291922303362358,1.4641343281309167,-0.0973630789781462,7.773636728611799e-07,6.185917821176498e-06,5.208595853819849,True
Ccdc39,-0.07832511762559739,-0.005397785012179679,-0.07292733261341772,3.8949686925132654,-0.06169380735733138,8.172274186846721e-05,0.0003558319674969545,3.4487550380287115,True
Cacnb3,-0.2967674088313268,-0.22381225702698912,-0.07295515180433768,0.2782114722386505,-0.43496798960078786,0.0001376957519295958,0.0005582260213361992,3.2531899230259502,True
Col27a1,-0.15148810579993055,-0.07815011567458059,-0.07333799012534996,0.7000478161715774,-0.17595579067962605,0.012389726613797648,0.027150606166101494,1.5662204698816073,True
Slc23a1,-0.10370309231003735,-0.03035652208917061,-0.07334657022086674,1.4209003822648518,-0.10009710532799669,0.0006738260248120064,0.0022189660531679685,2.653849341767361,True
Mycl,-0.1587277606521352,-0.08505955399983682,-0.07366820665229838,0.6567978408741859,-0.18753242761177805,0.0005030592623681016,0.0017149747580730735,2.7657422677554684,True
Retn,-0.13166886198603833,-0.05709620336385564,-0.0745726586221827,0.9150470370746099,-0.1430263101051509,0.022792851575372267,0.04519402162995162,1.3449190108709708,True
Hdac11,-0.07079249635950839,0.004365344204929539,-0.07515784056443793,,-0.04873088065529682,0.01825254051206512,0.037351720011047314,1.4276893945418279,True
D7Ertd128e,-0.15731277445618327,-0.08211367629664498,-0.07519909815953829,0.6932214729348801,-0.18395450189993198,1.5998019993865436e-06,1.148183253148237e-05,4.939988791833798,True
Gsto2,-0.06025785120139796,0.015616984786021646,-0.0758748359874196,,-0.032566393665313526,0.00023557576359359931,0.0008968620441380685,3.0472743552583714,True
Pdk2,-0.10786513708087518,-0.03138252628182227,-0.07648261079905291,1.4466161080931583,-0.10411395238495985,0.005521170132032093,0.013654996204531146,1.8647084162383751,True
Epas1,-0.17847054891414268,-0.10167665635562848,-0.07679389255851421,0.5962826320442058,-0.2177149126314028,0.0007955725976083062,0.0025718941733027137,2.589746905458633,True
Cdo1,-0.09603528826701219,-0.01897256095682467,-0.07706272731018751,2.0077835301763436,-0.08544148396488337,0.0006083401635753015,0.002023304313443353,2.693938792607403,True
Zfp658,-0.1866664313618825,-0.10900473370388189,-0.0776616976580006,0.5703414835382347,-0.2307962825351234,3.2634768648838498e-06,2.1145638433372678e-05,4.674779198012701,True
Gm26850,-0.05239853136450944,0.025935548786124803,-0.07833408015063424,,-0.019216420039450698,0.009291878058845954,0.02144279552041374,1.6687185958474628,True
Gm16230,-0.120491515960074,-0.041893861858738536,-0.07859765410133546,1.2166163432008372,-0.12216575838029974,1.386048153477884e-11,3.150109439722464e-10,9.501674357879624,True
Icos,-0.11030017195413672,-0.03125690627810362,-0.07904326567603309,1.496008455737717,-0.10590562051549421,0.015493970516854921,0.03264179181921683,1.4862260093593638,True
Crxos,-0.10903227221515784,-0.029673362513301552,-0.07935890970185629,1.5539496626999436,-0.1036937631230886,1.379543183910507e-05,7.403630682882864e-05,4.1305552533965,True
Gm11342,-0.055913377913015774,0.02429125856809263,-0.0802046364811084,,-0.022992790392754283,0.0030773885269919166,0.008235651722547503,2.084302027543802,True
X4930548H24Rik,-0.05882766724400771,0.021535386145520436,-0.08036305338952815,,-0.027154653424614573,0.0038152367219758637,0.009901133361529058,2.0043150897978306,True
Tspoap1,-0.04726063714735132,0.03348314153241074,-0.08074377867976207,,-0.009972751760067728,0.022792851575372267,0.04519402162995162,1.3449190108709708,True
Lurap1,0.019020799122829602,0.10045586017441625,-0.08143506105158665,-1.1304659400004775,0.0837080788244649,0.022593950912082217,0.044918391475312555,1.3475758041893766,True
Gcsam,-0.0284283161557164,0.053087547305216046,-0.08151586346093245,,0.0176791095276603,0.0029357666821329675,0.007920233854675272,2.1012619951408533,True
Gm15859,-0.056630196224454164,0.025094888544855982,-0.08172508476931015,,-0.022929164399713212,5.94313393327238e-05,0.00026770873573299007,3.5723374569089494,True
Mtag2,-0.03851615011298901,0.043507247375721085,-0.0820233974887101,,0.0035958307134015184,0.005048690201718301,0.012632252381280152,1.898519206091722,True
X9330104G04Rik,-0.11668439225752682,-0.03437899468284401,-0.0823053975746828,1.4572325638512857,-0.1133042342043837,0.0009189950299260258,0.002914360560019109,2.53545671902457,True
Gapt,-0.1445019587371602,-0.06120865995447418,-0.08329329878268603,0.9792233580722796,-0.15658741447494426,0.012825111736740469,0.027900895728949535,1.554381853934445,True
Apba1,-0.09582638577213486,-0.012259753005685594,-0.08356663276644927,2.7295696504119125,-0.0801535956866436,0.02360374361312003,0.04643359399302301,1.3331677003327311,True
Cth,-0.01733040532293058,0.06639952126060505,-0.08372992658353563,-2.7108460816433158,0.0349686478624961,0.006499444182161121,0.01576259704646998,1.8023722265653073,True
Igll1,-0.07585843353780909,0.009341234122545693,-0.08519966766035478,,-0.048798069104737024,3.216029913937118e-07,2.8544644206542466e-06,5.544475365867958,True
Fscn1,-0.45924412665388104,-0.37372161717535923,-0.0855225094785218,0.21502545502672044,-0.7771530906408288,0.004809710040571151,0.012104974934323366,1.917036105511494,True
Bank1,-0.11457083319541193,-0.028808646881189386,-0.08576218631422255,1.6948812090797374,-0.10732103123755618,0.014213570460391112,0.03034926076951839,1.5178518827643048,True
Lrrc4,-0.027449737703198397,0.0590128036989941,-0.0864625414021925,-7.539096147079363,0.02259015097665085,0.025155532216169386,0.048909006253083705,1.3106111612062499,True
D030055H07Rik,-0.07469746739164847,0.011870645787712793,-0.08656811317936126,,-0.046047066995764656,1.1526083698233423e-07,1.1374424702204037e-06,5.944070559943516,True
Slc29a4,-0.03877669609140496,0.04841654118210775,-0.08719323727351272,,0.006936973912682487,0.0027095851036590727,0.007403237988139543,2.1305782893487906,True
Lzts1,-0.10592937297887922,-0.018668451968169103,-0.08726092101071012,2.2291551966492213,-0.0927999890650153,3.2634768648838498e-06,2.1145638433372678e-05,4.674779198012701,True
Pde5a,0.04486031142258949,0.13212450357287323,-0.08726419215028373,-0.8847746741682541,0.12233134440845944,0.003828793141359498,0.009927726382090314,2.003150200927725,True
Gm12709,-0.04613249204810556,0.04138201801760257,-0.08751451006570812,,-0.003430818781624429,8.862877876960032e-07,6.960375296041911e-06,5.157367343061003,True
Smkr.ps,-0.10704527848528031,-0.019109441020723084,-0.08793583746455723,2.2119368625686007,-0.09399816241320187,4.179585885359601e-06,2.639738453911327e-05,4.578439101027917,True
Cd3d,-0.11900600508874389,-0.030959062745917032,-0.08804694234282685,1.655465373177748,-0.1124474881849483,0.0003878688915594642,0.0013641344369031566,2.865142827386176,True
Gm28874,-0.0009659127419119791,0.08715386395521127,-0.08811977669712324,-1.7334257492268357,0.060869140632525,9.519554174817135e-05,0.00040623986521268,3.391217460565959,True
Slc35d3,-0.11876888145856054,-0.030278233926172442,-0.0884906475323881,1.6860334763756666,-0.11173182764241152,7.307902492999353e-05,0.00032240746292644206,3.4915949139194886,True
Gm43221,-0.13970101788875766,-0.050701104918935,-0.08899991296982265,1.2004832240708918,-0.14433085795901401,1.6717284437046286e-05,8.75250494086193e-05,4.057867635400009,True
Myzap,-0.030373591299666245,0.0590194583227715,-0.08939304962243774,,0.020517041299385374,2.3243320712835515e-05,0.00011739050865068441,3.9303670155864308,True
Pknox2,-0.1425081639333372,-0.05302116701070358,-0.08948699692263362,1.1690797340942904,-0.1484243070011646,0.0053166074989374566,0.0132034954443811,1.879311080063315,True
BC147527,-0.10574851683254534,-0.01617646567943706,-0.08957205115310828,2.459434908810582,-0.09074530910820218,0.008179273095329483,0.01926045469857806,1.7153334643167595,True
Plod2,-0.037349214604305236,0.0522474321299481,-0.08959664673425333,,0.010706962932013736,5.2791298138823975e-05,0.00024142361953730475,3.6172202432158214,True
Aff2,-0.10216699270716502,-0.012376438384812609,-0.08979055432235242,2.8417821350817243,-0.08508608131181296,0.012273280356565126,0.02691508850123931,1.5700041878142348,True
Shisa4,-0.14276713609863742,-0.052822006799124244,-0.08994512929951318,1.1779751042138116,-0.14847212813821306,0.00015685421440608203,0.0006274168576243281,3.202443816727102,True
Gm16548,-0.10510848180497247,-0.014262673545757365,-0.09084580825921511,2.6567677934340876,-0.08878484907574263,5.776916198438757e-05,0.0002617937854277382,3.582040667130087,True
B230312C02Rik,-0.03020765320668955,0.06094568902710707,-0.09115334223379662,,0.022004144706246814,0.007068413958275963,0.017005005513093734,1.7694232229311533,True
X4732471J01Rik,-0.06893419443824651,0.02240298870974575,-0.09133718314799226,,-0.033961790656731265,9.048726878505498e-05,0.00039059252712973373,3.408276069950792,True
Mrap,-0.09415151623152473,-0.0026495820550827367,-0.09150193417644199,6.674956946918966,-0.07157365566587594,6.688633007923492e-10,1.0290204627574602e-08,7.987575988916587,True
Glis3,-0.11145558278118606,-0.019285809836570345,-0.09216977294461572,2.2752568128433026,-0.09753382375879482,1.107711611788966e-05,6.142578253912935e-05,4.2116493020801,True
X9130015A21Rik,-0.09347769737860545,-0.0011538008323517266,-0.09232389654625373,,-0.06992995540967947,0.002382371121377491,0.0066608698640563575,2.176469051236448,True
Palld,-0.14334698127268217,-0.05083002419111638,-0.09251695708156579,1.2429166065540198,-0.14734351217556169,0.0008586537384667693,0.002749158180790083,2.5608002710448923,True
Tspan33,-0.19608875168914933,-0.1035611997075126,-0.09252755198163673,0.7287799014997349,-0.23416821752093406,0.0015453538843820773,0.004576566291358571,2.339460242520154,True
Hes7,-0.09644682130000462,-0.003514827394764669,-0.09293199390523996,5.502434546758729,-0.07397146108616207,2.1219863638981654e-07,1.9770059290976694e-06,5.703992028222727,True
Gsta3,-0.15585601736050828,-0.0622022928563742,-0.09365372450413408,1.0891350440320438,-0.16654987146625985,0.0005222162412005652,0.0017722270628978457,2.7514806358089734,True
B3galt2,-0.09117589514419429,0.002995112750812834,-0.09417100789500712,,-0.06505389205443197,0.004271370214002486,0.010924220496170041,1.9616095425762898,True
AC163720.3,-0.02818465405573479,0.06617198587538253,-0.09435663993111731,,0.02714508370305234,0.0018408507413581064,0.005340959597750792,2.272380707284608,True
Tmem163,-0.10673009618047874,-0.012325246553682716,-0.09440484962679602,2.9348053990917657,-0.08854259870014217,0.008935951479860598,0.020845921026113372,1.6809789118726726,True
Tlr8,-0.20416485801872286,-0.10939451528446843,-0.09477034273425443,0.7158245764906511,-0.24601847267740232,6.916157070143214e-08,7.17940180291683e-07,6.143911740230567,True
Mettl7a3,-0.07226330583321715,0.022576960993966198,-0.09484026682718334,,-0.03629383891941177,0.0169260531372945,0.035019420284057586,1.4556910475592189,True
Zcchc18,-0.08834507754479635,0.006530984035104377,-0.09487606157990074,,-0.06025744993893981,0.00032439155266304645,0.0011767529117160088,2.9293147184170456,True
Slc39a2,-0.22533466788480933,-0.13021010115564857,-0.09512456672916075,0.6237582329045889,-0.28239026756510155,3.199371514596421e-05,0.00015683193699002066,3.804565493652849,True
Gm7480,-0.14536573578547207,-0.04989345532477045,-0.09547228046070162,1.2958398944521539,-0.14820834326411217,0.01765806680324688,0.03635840796825026,1.4393951415595632,True
Gpr4,-0.17701948941744236,-0.08093514389297127,-0.0960843455244711,0.9189111393364252,-0.19921780462473476,0.0006765770115814931,0.002225582274939122,2.652556346161691,True
Slc18a1,-0.1442637719696595,-0.04798860286533202,-0.09627516910432748,1.3408082270571058,-0.1458067190042088,1.1630214634936698e-09,1.710325681608338e-08,7.766921183024349,True
Lingo3,-0.021429048011548477,0.07561884270772286,-0.09704789071927133,-3.6118670467783116,0.038569484098709854,0.004517504319215094,0.011475455510283896,1.9402300664289218,True
Chst10,-0.1955650518061323,-0.09710050664874145,-0.09846454515739084,0.8191083652789278,-0.22825431134816906,0.0029357666821329675,0.007920233854675272,2.1012619951408533,True
Ddr1,-0.08634526222769354,0.012735428072801466,-0.099080690300495,,-0.05410006767902678,0.02326287872145287,0.04588338998314176,1.3383445027894267,True
AC125149.3,-0.11273386194811646,-0.01333369870580138,-0.09940016324231508,2.906098514827421,-0.09393105937076142,1.1092725735585302e-08,1.3865907169481627e-07,6.858051711674881,True
Fcrl5,-0.07554222432818743,0.02400491373267339,-0.09954713806086082,,-0.03766369401344229,0.014301829710715041,0.0305159951153237,1.5154724632939076,True
Sash1,-0.44381352598488694,-0.34405831695999395,-0.09975520902489299,0.2824651896415051,-0.7224577584718633,0.007406215288738746,0.017704100291805767,1.7519261388427476,True
Pde2a,-0.06726594767666147,0.03292931148865944,-0.1001952591653209,,-0.024983730683451347,0.02080913865337697,0.041841431608666824,1.378393464458476,True
Fam184a,-0.0607144272121969,0.03963315804856725,-0.10034758526076415,,-0.015287634217315356,0.01270504756664253,0.027720103781765523,1.5572051480947289,True
Gstm2,-0.11001014737276132,-0.009244538132090994,-0.10076560924067032,3.5047407816346907,-0.08869550381945883,0.012905711257221193,0.028055894037437374,1.5519758873832954,True
Patj,-0.04104139322257576,0.060226761351207886,-0.10126815457378364,,0.013773361092398073,0.0007279151446475693,0.0023684874554693145,2.6255289111407456,True
Tchh,-0.1894168427189106,-0.08770189663300239,-0.10171494608590821,0.915376873386566,-0.2151767241928591,1.2096043767335174e-06,8.960032420248276e-06,5.047690418919409,True
Anks6,-0.07854994646590419,0.02330517690663226,-0.10185512337253644,,-0.04041141293812982,0.0006389967993666244,0.002120564599668001,2.6735484929038655,True
Rps6ka6,-0.028375974056612723,0.07360847479728505,-0.10198444885389778,,0.03226485715198544,3.683605773763339e-05,0.00017568866965484925,3.75525624570473,True
Gm26756,-0.10976334629971218,-0.006934806460174325,-0.10282853983953785,4.054304572876576,-0.08673575277400088,0.001160231327886168,0.003544494891709271,2.4504456452123797,True
Etv1,-0.3102801127445007,-0.20688329110865797,-0.10339682163584271,0.4634604591594097,-0.43164037383061254,0.024158142939783682,0.04727620927550623,1.3253573535466434,True
X3300005D01Rik,-0.135320426621402,-0.031464386574007054,-0.10385604004739496,1.8678647758496931,-0.12562385748578678,0.0038972340116683883,0.010079053478452728,1.9965802504684775,True
Cyb561a3,-0.10195699020547042,0.002302409524479716,-0.10425939972995013,,-0.07373832384087534,2.3933599784511125e-06,1.635553516025817e-05,4.786335241001266,True
Il23a,-0.08667467063466834,0.01797401621119414,-0.10464868684586248,,-0.050428204997714325,6.184208170004066e-08,6.532614264088802e-07,6.184912985147633,True
Gipr,-0.24265332005001186,-0.13767109925177645,-0.10498222079823541,0.6633878509522156,-0.3042951282410251,0.0002038309812776193,0.0007890231533327198,3.102910252535697,True
Oas2,-0.20818029765074395,-0.10235780123906912,-0.10582249641167482,0.8460667224968581,-0.24343618320597887,1.220837160182416e-05,6.659111782813179e-05,4.176583694785865,True
Pdcd1,-0.12622159441571143,-0.020004960146592043,-0.10621663426911938,2.4509061855724403,-0.10953506084521973,0.02074773502222694,0.04177396313200055,1.3790943208873319,True
Pcdhgb5,-0.0688659197159081,0.03737584548914025,-0.10624176520504834,,-0.02289601301601699,0.00011697404739620185,0.0004860417481836642,3.3133264257436776,True
Gm15880,-0.3049930523117145,-0.19580871831853644,-0.10918433399317803,0.5163732814092943,-0.41580884578633415,1.9922757338288233e-05,0.0001018198841820523,3.9921674012991146,True
Mef2b,-0.14955206213054792,-0.040019562584886,-0.10953249954566191,1.6793956657379259,-0.14366889839484226,0.009171854695363009,0.02123114512815511,1.6730265809905376,True
P2rx3,-0.10884212289789962,0.0007084606001101508,-0.10955058349800977,,-0.08018983560703223,6.113873637240863e-05,0.0002745751633491405,3.5613387493579833,True
Gm35339,-0.10440025110138496,0.005695887424702719,-0.11009613852608767,,-0.07301712298662956,0.005154357102972923,0.012853758361528484,1.8909698686734169,True
Ankrd22,-0.12035733534102677,-0.010061176275563712,-0.11029615906546306,3.5216313927531915,-0.09728464550649944,1.709531876736469e-07,1.628125596891875e-06,5.788312095802385,True
Fam167a,-0.10798588411046275,0.003330368424534911,-0.11131625253499766,,-0.07753991379648859,0.009413300923193826,0.021623202733217058,1.6650799798392795,True
Gpr35,-0.34465383540441485,-0.23263019560326115,-0.11202363980115371,0.458337244997415,-0.49135232901878395,0.005559117518999669,0.01372621609629548,1.8624491681518947,True
Thap8,-0.13165131299680874,-0.019156328236979193,-0.11249498475982955,2.5980154045779758,-0.11310469380651504,0.02436893442054963,0.047595575040136,1.322433421753891,True
Aif1,-0.3322392433184878,-0.2191397284849291,-0.1130995148335587,0.48763593401946165,-0.46531977725922724,0.005871270712970992,0.014413921553938605,1.8412178458664406,True
Gm29773,-0.06116756174550848,0.052612313468441446,-0.11377987521394992,,-0.006184544159800104,1.1540668302666482e-05,6.341026539926638e-05,4.197840429099812,True
Gm45805,-0.09810092485894982,0.015811675723454707,-0.11391260058240453,,-0.06061486554719841,0.001425549335557902,0.004246919569685904,2.371925963820329,True
X1810062G17Rik,-0.11552101326948577,-0.0010202803788484796,-0.1145007328906373,,-0.08661559654996398,0.0012447398902485757,0.003775752953231271,2.4229964292464183,True
Cp,-0.16488248883445195,-0.05015564820821618,-0.11472684062623577,1.5095012166580437,-0.16410674967285208,7.764750019997317e-05,0.00034006204467141535,3.468441838251433,True
Ephb4,-0.019361746054544805,0.09541379283965233,-0.11477553889419714,-3.5329140104472936,0.05384261262524204,0.00023149455894135205,0.0008846925819414728,3.053207614228925,True
Epb41l4a,-0.0432513759935138,0.07225551338132649,-0.1155068893748403,,0.02077180692936436,3.4250561816193386e-05,0.00016572852491706478,3.780602735105724,True
Pdlim4,-0.23834833865620755,-0.12224281671403026,-0.1161055219421773,0.8083530421899301,-0.2868243136131288,0.010470273505427487,0.02365272629238137,1.626118793805748,True
Serpinb9,-0.28143436056863835,-0.16521900175171172,-0.11621535881692663,0.6360675773445024,-0.36462018916847544,0.01568493626688582,0.032974638262549025,1.4818199600405983,True
Ptgfrn,-0.2799836307639591,-0.16307116748457487,-0.11691246327938423,0.6469034891467648,-0.36128183178898526,8.40299805830351e-05,0.00036534774166537,3.4372935728275893,True
Pigz,-0.22688507290559862,-0.10974236057474782,-0.1171427123308508,0.8859605019127428,-0.26588865658798666,3.960615438573692e-05,0.0001865281996188552,3.729255501586884,True
Ptpro,-0.37604168677666466,-0.25836072354238515,-0.11768096323427951,0.44200572569539215,-0.5504675829177342,0.005972009377835277,0.014601489921357647,1.835602826981997,True
Vcam1,-0.1122525901202342,0.0060027343697194166,-0.11825532448995361,,-0.0787540015223934,0.0001376957519295958,0.0005582260213361992,3.2531899230259502,True
Il18,-0.30982704207571055,-0.19128697374843506,-0.11854006832727548,0.5753720419696737,-0.41610935408584554,0.002914514457162005,0.007877066100437851,2.103635510131171,True
Tpm2,-0.21197234891135544,-0.09334065458603315,-0.11863169432532229,1.0119015068899626,-0.23898116338915615,0.01521135828550988,0.032181999193603414,1.4923869803805094,True
Polm,-0.1356704895767819,-0.016878099260254145,-0.11879239031652776,2.8583352804487943,-0.11446357868461858,0.009786105832589242,0.022325716728340477,1.651194589945941,True
Ppp1r42,-0.11148090421022164,0.00822271994158805,-0.11970362415180968,,-0.07647668736230809,0.002914514457162005,0.007877066100437851,2.103635510131171,True
Podxl2,-0.08479902155165951,0.034919928070461896,-0.1197189496221214,,-0.03643642688272891,1.5189511702391325e-05,8.065227452597164e-05,4.0933833802880475,True
Exoc3l4,-0.187475430400503,-0.06713772165558264,-0.12033770874492035,1.2937779428079201,-0.19645316886215738,0.002203831608903606,0.0062490499307285615,2.204186005248857,True
Gprin3,-0.06718723112360682,0.05377701078097797,-0.1209642419045848,,-0.009706005597585839,0.002650725108031886,0.007282211835252434,2.1377366918476812,True
S100a3,-0.11767220073667212,0.004008810850639671,-0.12168101158731179,,-0.08441285717338695,1.1208268467647647e-12,3.233154365667591e-11,10.49037355967635,True
Stap2,-0.17054318064472873,-0.04850989738500825,-0.12203328325972049,1.6180367434656335,-0.16735547993967592,0.020932421279005308,0.042032974455833955,1.3764098761366605,True
Scml4,-0.13139318406912565,-0.009028926104131208,-0.12236425796499444,3.88179043133656,-0.10502482241128926,4.3632183981429685e-07,3.6976427102906514e-06,5.4320750554390616,True
Rora,-0.3760880473068992,-0.25355364032735667,-0.12253440697954254,0.4695069422044947,-0.5454468309858791,0.017872246197021685,0.036723793555524006,1.4350524626795698,True
Zap70,-0.11842111822750456,0.004764301689989776,-0.12318541991749433,,-0.08440782979877397,2.705325468473498e-10,4.410856742076356e-09,8.355477047217299,True
Gm16638,-0.10729013679399751,0.016109259725230352,-0.12339939651922786,,-0.06731959857474604,0.016122196770857113,0.03372844512731614,1.4720036792137445,True
Ifi211,-0.25989310711634317,-0.13609384738109204,-0.12379925973525113,0.79159876047557,-0.3183141246627022,0.0002778603306412922,0.0010329380321237626,2.9859257318336696,True
Prss22,-0.130313199951792,-0.006483954796321757,-0.12382924515547024,4.515206848973394,-0.10221525223228645,0.0003041808913107502,0.0011128569194295739,2.9535606695347076,True
Rpl3l,-0.30873532450004937,-0.1847890550294304,-0.12394626947061896,0.6201724647910867,-0.4088226742371405,1.0991655336580663e-06,8.285167339131153e-06,5.081698715521369,True
Npffr1,-0.15492356519489794,-0.030153059092270534,-0.12477050610262741,2.1751200653781124,-0.14009135966472475,1.3232449583972611e-06,9.682280183394594e-06,5.014022354008539,True
Arx,-0.01763756929039929,0.10739064860216262,-0.1250282178925619,-3.4313301925565165,0.06333248666149832,0.007187435506050083,0.017263656139431743,1.7628672229296183,True
Blnk,-0.2398705180098092,-0.11477926103326894,-0.12509125697654028,0.911193444311616,-0.28160529855608807,0.01662057542330901,0.03457817355750834,1.461197950184257,True
Rnf43,-0.11872703870122951,0.007430557797251319,-0.12615759649848082,,-0.08260374882951331,0.0001540700587079583,0.0006179280429463569,3.209062095090484,True
Gm26737,-0.1252682796931736,0.002278160825367968,-0.12754644051854158,,-0.09156375504011377,5.229163252830721e-05,0.00023950366043499487,3.620687844693796,True
Ccdc142,-0.048789580535177596,0.07939977814170697,-0.12818935867688458,,0.021913321882556888,0.0011556955910237388,0.0035378436459910373,2.4512613645251613,True
Serpinb8,-0.39701141518676786,-0.26858288370135686,-0.128428531485411,0.4699498360661347,-0.583802642324615,0.0012112218715182796,0.0036852592439704248,2.433531955765404,True
A530032D15Rik,-0.21871487592188105,-0.08903203120657723,-0.12968284471530384,1.133479066306848,-0.2410546463621769,0.0012593652599499747,0.0038162583634847717,2.4183622309182917,True
Prss30,-0.21718903369080864,-0.08701050089309181,-0.13017853279771682,1.155809100859912,-0.23803357331223204,0.0018972547211274391,0.005478117577846311,2.261368650639587,True
Ccl24,-0.20977765383459923,-0.07790133675524623,-0.131876317079353,1.261740268579768,-0.22404681036906737,0.014038492490240875,0.0300181592806291,1.522615942298449,True
Dhrs9,-0.31958016075463,-0.1856362170340171,-0.13394394372061294,0.6681410474574422,-0.4200633381555285,0.020443080447225585,0.04135484918521696,1.3834735586409268,True
Mak,-0.22293653123333815,-0.0889299699310176,-0.13400656130232055,1.1667226227294043,-0.24457100206121246,3.4250561816193386e-05,0.00016572852491706478,3.780602735105724,True
Kcnq3,-0.06455337277593937,0.07185105571310949,-0.13640442848904885,,0.005254584737741374,0.00038460006008452256,0.0013542255636778964,2.868308992296489,True
X8430408G22Rik,-0.14143809839767654,-0.003607787712563716,-0.13783031068511284,6.1435079499304015,-0.1086165007455521,1.1659417337605517e-05,6.3945616111182e-05,4.194189223882494,True
Spata31d1a,-0.18055833865307394,-0.04225089506391218,-0.13830744358916175,1.924368222819932,-0.17040144930374418,0.0001699791387634276,0.0006763095706767676,3.1698544666886628,True
Gm3839,-0.18932031473006128,-0.050547188719020586,-0.1387731260110407,1.7344544422910746,-0.18431596606803183,0.0003443825839131059,0.0012343461789000212,2.9085630230404322,True
Gm26778,-0.29338159341461384,-0.15434392121325555,-0.1390376722013583,0.8019439373029382,-0.3656163112434478,5.255149915682751e-06,3.230624948165626e-05,4.490713457456354,True
Atp6v0c,-0.2550249095857127,-0.1153768410498362,-0.13964806853587652,1.0031361077141712,-0.29548366443296104,2.553709611419855e-10,4.2326678642318035e-09,8.37338580910469,True
Hid1,-0.03504490120911553,0.1048858102230917,-0.13993071143220723,,0.04951988434442045,0.0033193706190401584,0.008812488369133164,2.0549014431891544,True
Slc6a12,-0.3012544580779457,-0.16081255732868777,-0.14044190074925794,0.7840928267777936,-0.379007360745292,0.005559117518999669,0.01372621609629548,1.8624491681518947,True
Gm2245,-0.202473563267296,-0.06158853370513314,-0.14088502956216284,1.5517381512574324,-0.20428465855198905,4.434635630402064e-10,6.9653962781184254e-09,8.15705417048131,True
Adgrg5,-0.20321668622754546,-0.06224026436443563,-0.14097642186310982,1.5421687345512114,-0.20544435286273804,0.000338556301110485,0.0012222249137562634,2.912848867894386,True
Gm49368,-0.36134049419268155,-0.21794976833810056,-0.14339072585458099,0.6272622733491676,-0.4933881696197766,4.675441304580798e-06,2.904000810298632e-05,4.537003266791443,True
Il2ra,-0.1638257258171775,-0.0196933342998417,-0.1441323915173358,2.9428373432113424,-0.13885377219351544,0.0012890931046344197,0.0038906230522165585,2.409980844311267,True
Thbd,-0.2245920161450496,-0.0785929242914809,-0.14599909185356869,1.3615515688309727,-0.23717066976316462,1.8375574859928275e-07,1.733544798106441e-06,5.76106493086421,True
Siglecg,-0.25395864518109534,-0.10434774557903366,-0.1496108996020617,1.1439975728225587,-0.28481509923978093,0.0002876249429668668,0.0010626537301731533,2.973608228961032,True
