,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Tubb3,-0.14226206438580757,0.007632865670270778,-0.14989493005607835,,-0.10053755986730543,4.020464708778275e-07,3.455986855683331e-06,5.4614279179625465,True
Gdpd3,-0.30979724099704486,-0.15915867627429786,-0.150638564722747,0.8435728105068637,-0.3854841776335995,1.011954137870934e-08,1.2755724426944546e-07,6.89429487177073,True
Ptges,-0.23139318501572997,-0.08030773182244334,-0.15108545319328665,1.378620065713045,-0.2444294990513803,5.257900072571939e-08,5.653655992012838e-07,6.247670620557457,True
X6430548M08Rik,-0.37490264998376815,-0.22277009491772154,-0.15213255506604662,0.652909980194316,-0.5121769358054976,1.8175397559791337e-06,1.279957574633193e-05,4.892804425202172,True
Tnfsf13b,-0.14988304426886676,0.0022987011142624903,-0.15218174538312926,,-0.11059214395796202,0.005371707376715966,0.013318282752188345,1.8755517691092187,True
Mefv,-0.20723657946939542,-0.053865809061574746,-0.15337077040782066,1.7907969782222009,-0.20182701259680327,8.339227055264065e-06,4.801858189211554e-05,4.3185906698833865,True
Hoxb2,0.007735953186575054,0.161233077774798,-0.15349712458822296,-2.200484598058424,0.11700945402567142,0.01030362608254241,0.02339960503226891,1.6307914730921564,True
Gm44257,-0.14427117440924786,0.010419389343036763,-0.15469056375228463,,-0.09993642621210821,1.1154656583751259e-09,1.64847141631792e-08,7.782918578907861,True
Arl5c,-0.46911895040434676,-0.313869951744354,-0.15524899865999275,0.5009497846568203,-0.7166576760387177,0.008536131984199344,0.02000655933796721,1.6988275934735622,True
Cacna1b,-0.3508516760297491,-0.1949146669716062,-0.1559370090581429,0.7439013640760439,-0.45974090907085513,1.1540668302666482e-05,6.341026539926638e-05,4.197840429099812,True
Gm20633,-0.04690651978661736,0.10914623901337951,-0.15605275879999686,,0.044212044460715215,1.1134072644669716e-05,6.151421350646252e-05,4.211024524318574,True
Abca13,-0.2568909031438662,-0.10056758014073182,-0.1563233230031344,1.2168749967430237,-0.2840701635757096,0.0033432976550017398,0.008852509236544766,2.052933611434767,True
Pram1,-0.22898055622549407,-0.07252935557124293,-0.15645120065425114,1.5123544647944955,-0.23574720082423017,0.0005420513690009077,0.001829194721037934,2.737740060641128,True
Bach2,-0.18124303589705304,-0.024598224246722023,-0.156644811650331,2.763630775148076,-0.15669246031585224,0.007758426542858819,0.01845779510592899,1.7338201792862646,True
Creg2,-0.4529098770316943,-0.2954730974931221,-0.15743677953857216,0.5346829342194677,-0.6762068115070287,1.0964036470929486e-05,6.0911313727386036e-05,4.215302033589997,True
Cd38,-0.4514742549401363,-0.2935108787424505,-0.1579633761976858,0.5394814098043191,-0.6722955462340093,0.0033916235359687484,0.008964643707406383,2.047466966445606,True
Gfra4,-0.031550793102490364,0.12665692001284948,-0.15820771311533985,,0.06702332501740842,0.00027906369037664384,0.0010361275632796182,2.9845867729517965,True
Nrg1,-0.30445761146877526,-0.14622487166975606,-0.1582327397990192,0.9398975146481818,-0.3683671599016892,0.004211767936555817,0.010808643122042303,1.9662288223830842,True
Slc36a2,-0.35981366511556795,-0.20044317173543158,-0.15937049338013637,0.7426132591312586,-0.4741885288181741,8.801185207364054e-08,8.920120142598704e-07,6.049629296193801,True
Mogat2,-0.18844767061004603,-0.028959637108302724,-0.1594880335017433,2.5752266322843727,-0.16602290329257133,0.0003443825839131059,0.0012343461789000212,2.9085630230404322,True
X1600010M07Rik,-0.26684635905401977,-0.10647658171600305,-0.16036977733801672,1.19424494112096,-0.2980721357700917,0.007480458371602091,0.017853122605255588,1.748285812513828,True
Gm26759,-0.21434513785836787,-0.05337575618762841,-0.16096938167073946,1.8605369803284244,-0.20732860322914157,0.0003299895577601495,0.00119417210287147,2.9229330786160514,True
B430306N03Rik,-0.3701253039764629,-0.2089935859037066,-0.16113171807275634,0.7258755238381593,-0.493214155494068,0.0001738042913479075,0.0006887884729771763,3.1619141295048867,True
Rasal1,-0.17611625606973932,-0.014805461118062335,-0.161310794951677,3.5340617648434476,-0.1447451620898417,0.0018759197881684888,0.005426961778693795,2.2654432370829207,True
Myadml2,-0.13884167533334923,0.023584659112267464,-0.1624263344456167,,-0.08563219868566402,1.8158824086291388e-12,4.95240656898856e-11,10.30518370901616,True
Lsr,-0.38942202586560176,-0.2258544973540177,-0.16356752851158407,0.692009902906281,-0.5304020948505461,0.008677050413678868,0.020289283897924087,1.6927332809443907,True
Fcgr4,-0.43728838483575316,-0.2726676122490456,-0.16462077258670754,0.5973785539547575,-0.6325797237275589,0.002650725108031886,0.007282211835252434,2.1377366918476812,True
Trim47,-0.19300951831193006,-0.027809705825010394,-0.16519981248691967,2.678505247851917,-0.16878689513353273,0.0007104134379511134,0.0023266815653420745,2.6332630511258133,True
Dqx1,0.007430482983766033,0.17274976223398203,-0.165319279250216,-2.311304625686558,0.12444741396192915,0.020932421279005308,0.042032974455833955,1.3764098761366605,True
Oasl2,-0.24590347364106988,-0.07699559102136563,-0.16890788261970424,1.5402820464000182,-0.2540304807287053,0.003248522282511115,0.008639686921572114,2.063501994870315,True
Synpo2l,-0.1496703169826379,0.02135434743163279,-0.1710246644142707,,-0.09566309402059212,9.34915610733995e-12,2.1742223505441744e-10,9.662696044115183,True
AC134548.2,-0.07331191817254623,0.09797940784278075,-0.17129132601532698,,0.017684994222934687,0.0049108478761831,0.012328488392091465,1.9090901694073372,True
Cmya5,-0.11964098573985156,0.05176425181146823,-0.17140523755131978,,-0.049812861479875535,0.009171854695363009,0.02123114512815511,1.6730265809905376,True
Slc11a1,-0.45040138793581147,-0.2780226643872254,-0.17237872354858608,0.6145866342469374,-0.6533823672565098,0.017551823192540256,0.03616447086375053,1.4417178848495822,True
Mecom,0.27469564109150224,0.44760110928838875,-0.1729054681968865,-0.571837230054412,0.4448243397906477,0.016024112421675833,0.033570067922505234,1.4740477800406566,True
Gm38399,-0.19933010995735378,-0.02340490403033744,-0.17592520592701635,3.0026354665559576,-0.17034120017258744,0.0027797630935874015,0.007581172073420186,2.120263645862894,True
Slfn5,-0.4947354535038085,-0.31869812574551165,-0.17603732775829684,0.5601834629976196,-0.7532071390757581,1.6549819531107433e-05,8.679975278552849e-05,4.061481511736339,True
Rgl1,-0.5845408600535509,-0.40704942100462493,-0.17749143904892595,0.4589656071994341,-0.9879180720879708,0.01892097261263092,0.038561764835524974,1.4138430981926857,True
Ak1,0.040021725877086856,0.21755374087652743,-0.17753201499944057,-1.6952274992374197,0.17477421525493245,0.0035531074959248565,0.009317589587215533,2.0306964228782483,True
B3galnt1,-0.1979819851566379,-0.019793034121284473,-0.17818895103535343,3.257882250940152,-0.1663205317796457,3.273421446732457e-07,2.8883130412345207e-06,5.539355738833315,True
Sat2,-0.18171875807427743,-0.0017167812772908354,-0.1800019767969866,,-0.13878743941709004,0.01825254051206512,0.037351720011047314,1.4276893945418279,True
Ccr9,-0.36180226264785875,-0.18041851341875162,-0.18138374922910713,0.9046885370680022,-0.4562277554065409,0.024581318118480612,0.047916799451229265,1.319512197861864,True
Cgnl1,-0.3140766200459821,-0.1325355147746335,-0.1815411052713486,1.133079462408881,-0.3645818989899204,5.296708895234522e-10,8.233226262022572e-09,8.08442994932823,True
Smim1,-0.19699059830915006,-0.01537782379927824,-0.18161277450987182,3.6609235257016226,-0.1619505652220198,0.0031222016028357516,0.008333278299383679,2.0791841141699736,True
Bmx,-0.35954236689359476,-0.17771383528461146,-0.1818285316089833,0.916932118341113,-0.4513228989993452,0.00794009948631437,0.018845172831442332,1.7247998752269784,True
F5,-0.3830589684365933,-0.20097798592021265,-0.18208098251638066,0.8363524854077521,-0.4982163861066322,0.003668968506752656,0.009579552236952105,2.018654790041031,True
X4930452B06Rik,-0.14420684326207361,0.03834148834602587,-0.18254833160809947,,-0.07846111117336776,6.0609608069881355e-06,3.673309579992809e-05,4.434942468546383,True
B430010I23Rik,-0.2196777436481629,-0.035854427836774685,-0.18382331581138822,2.5029380129220287,-0.1972130084119687,6.911487212848068e-06,4.097719691411898e-05,4.387457753264424,True
Hspa12b,-0.03386896124170897,0.15032787059616565,-0.1841968318378746,,0.08165247927952458,0.0005072588649102931,0.001725370288810521,2.7631176848635377,True
Serpini1,-0.16544327105211917,0.020091806278020857,-0.18553507733014002,,-0.10885418486735522,9.74112975447128e-05,0.0004151049611280375,3.3818420761188177,True
Sirpb1b,-0.7135888845764723,-0.5275781910918368,-0.1860106934846355,0.383905856935025,-1.3981458189587732,0.013951669403931152,0.029896434436995325,1.5243806042064871,True
Col5a1,-0.34303904979235456,-0.15518988397888067,-0.18784916581347388,1.0412269234963183,-0.4133350984591704,0.00015201254019317227,0.0006104921292898485,3.2143199307821977,True
H2.Q4,-0.0630836198641434,0.1248441452668046,-0.187927765130948,,0.04387677262960109,0.010741900220589351,0.024193468965291332,1.6163018561329223,True
Gm5150,-0.7196197586608828,-0.5290446424432818,-0.19057511621760104,0.392517390786421,-1.4124706349303762,0.025667458408224986,0.049807487208716014,1.3027053679025535,True
Gpr18,-0.277273019932013,-0.08220675881874934,-0.19506626111326364,1.63721658465281,-0.28584662320175963,1.6487966913298475e-07,1.580316317568544e-06,5.80125597556135,True
Bcl2a1a,-0.7282245141477255,-0.5323374638011077,-0.1958870503466178,0.4013646827457082,-1.435498865786968,0.01040332891849895,0.02351920629653116,1.6285773384995146,True
Tgfb1i1,-0.1043252111756731,0.09159398714633978,-0.19591919832201288,,-0.009212991259106618,8.842065213934232e-05,0.0003827733858845988,3.4170582662067797,True
Gm37035,-0.2010758872557105,-0.005099191341935284,-0.1959766959137752,5.805220277219973,-0.15696091094150363,6.69751729235756e-06,3.986617435927119e-05,4.3993954381368034,True
Ceacam1,-0.4068616451380335,-0.2104018706999705,-0.19645977443806303,0.8631488332732646,-0.5324737597923098,0.00031888252587118735,0.001159572821349772,2.935701972409958,True
Hpgd,-0.26336018083974577,-0.06598987056488846,-0.1973703102748573,1.880316327097656,-0.2595905229324346,4.4881776839336944e-05,0.00020842930420744712,3.6810412212607373,True
Setbp1,-0.17532383178581162,0.024554716571716057,-0.1998785483575277,,-0.11307463705319216,6.683102834770387e-11,1.2530817815194475e-09,8.902020584150632,True
Htr7,-0.3295423938375407,-0.1294321935452903,-0.20011020029225038,1.2436938543859517,-0.37610934687250147,2.8449953645567738e-05,0.0001413077167826212,3.8498341207798887,True
X9330161L09Rik,-0.13977657882780029,0.06049054511949533,-0.20026712394729562,,-0.058357311885523566,0.0045333061604762625,0.011496127203236508,1.9394484394321065,True
Cd86,-0.9342244322446107,-0.7306723155259656,-0.20355211671864515,0.31495193866760957,-2.5773224066962372,0.006074302886894621,0.014827427714144721,1.828934184537898,True
Cd300c,-0.25804455473953897,-0.051171534424859964,-0.206873020314679,2.227410992111595,-0.2423077108532493,6.984252279213704e-06,4.1245584326065184e-05,4.384622539367945,True
P4ha2,-0.26867517849158173,-0.06148922913413384,-0.20718594935744788,2.0177184379896755,-0.2602939342722152,1.3667793406265754e-07,1.3269702336180345e-06,5.877138819049977,True
Tbc1d9,-0.5674548896716103,-0.35995473427669356,-0.20750015539491673,0.5923193420664407,-0.8989007862254406,0.016772703755338687,0.034798140571242094,1.4584439618357177,True
BC018473,-0.08012167214482538,0.12831050045528972,-0.2084321726001151,,0.03434872759818597,1.1053839758901243e-06,8.31115771345958e-06,5.080338476390714,True
Snx29,-0.47731638859112063,-0.2673655562842057,-0.20995083230691491,0.7604639089217643,-0.6719470593962051,0.0017130114273886,0.0050039282202198635,2.300688928752001,True
Rcn3,-0.12402815910833523,0.08608318381247554,-0.21011134292081077,,-0.027634498323255114,0.0023648138008953903,0.006636521424402405,2.1780594992533993,True
Cd5,-0.1707683064917208,0.03959668107854702,-0.21036498757026784,,-0.09786591593648412,0.010949713354120063,0.02458767968739535,1.6092824532257692,True
Olfml2b,-0.23450501949915026,-0.022856287687044015,-0.21164873181210625,3.3091742206442203,-0.19872651838432007,0.00219564379687512,0.006231723169938846,2.2053918474469043,True
Il1f9,-0.582525754135273,-0.3693842653356513,-0.2131414887996217,0.5945426609542722,-0.9322374196794987,2.2450399909125577e-05,0.00011376891845840665,3.9439763705044664,True
Pabpc1l,-0.25050140137226046,-0.03724263583373527,-0.21325876553852519,2.659860854285568,-0.22410161563775868,0.0002206107403054315,0.0008485028473285826,3.0713466959779887,True
Ehd3,-0.15556917043994642,0.05938998048452322,-0.21495915092446966,,-0.07110230319533471,0.0005814460770854499,0.001948981263973575,2.7101923358397926,True
Psma8,-0.10374374536012604,0.11190187775584712,-0.21564562311597316,,0.0058728787710348365,0.0045333061604762625,0.011496127203236508,1.9394484394321065,True
Fabp3,-0.4099491938261221,-0.19298510621206102,-0.21696408761406108,1.0007597426099213,-0.517600131879444,3.577002965284106e-06,2.3027916085519998e-05,4.637745361797328,True
Klhl30,-0.1531377577268421,0.06474979826157562,-0.21788755598841772,,-0.06521024027377055,0.0004273739382802275,0.0014873802956388428,2.8275779762114523,True
Map3k9,-0.3058151361268678,-0.08479010404220551,-0.2210250320846623,1.7477485061456577,-0.3134817595833328,1.7951869750032483e-08,2.1202995767754902e-07,6.6736027733406615,True
Slc40a1,-0.2747858095380708,-0.053042239723855814,-0.221743569814215,2.274794412729121,-0.25827679150350336,0.00026379425697340374,0.0009904665468338063,3.0041601882433837,True
Nme3,-0.10840520871536576,0.1151031226698855,-0.22350833138525125,,0.004823451358293375,0.021431938760978264,0.04286387752195653,1.3679085446749861,True
Ly6i,-0.3249268213883918,-0.1013977125288523,-0.2235291088595395,1.5799021814855396,-0.3458619507351098,2.253327116954879e-06,1.5504544382717056e-05,4.809540991437564,True
Ms4a4b,-0.3608685324567334,-0.1370591760846223,-0.2238093563721111,1.3023236492584704,-0.413045751715651,1.5047516742964029e-06,1.0851574574252905e-05,4.964507240682285,True
Il1rn,-0.6485412489210121,-0.42228678553588767,-0.2262544633851244,0.5626695679146712,-1.1059824682719392,0.00166800842995923,0.004891520322461085,2.3105561378013744,True
Trp53cor1,-0.18378318412417644,0.043764168474378376,-0.2275473525985548,,-0.10471212808814387,0.00032858164265801257,0.0011905131980362773,2.9242657856412473,True
Irf7,-0.2531314504066329,-0.025048156831499944,-0.22808329357513293,3.289467674507664,-0.21606534041618877,0.00264102950833459,0.007282211835252434,2.1377366918476812,True
Trp53inp1,-0.3174748966926576,-0.08912905616081394,-0.22834584053184365,1.7333195167095878,-0.32789509896278063,2.944301736657646e-05,0.00014575751171572504,3.836369054321091,True
Tlr13,-0.6270096492490634,-0.39761858426615904,-0.2293910649829044,0.5990041601695401,-1.0359758827575027,0.0008215898110533302,0.002644602396094411,2.57763961291505,True
X3830403N18Rik,-0.25308624753944003,-0.022893763366294097,-0.23019248417314594,3.4307572702790132,-0.21422349819480627,0.00035936122775261174,0.001278865579190789,2.8931751015601543,True
Itgb2l,-0.33974665485914257,-0.1095109196039447,-0.23023573525519786,1.5369189107986094,-0.36704092178839587,0.0039110548143768,0.010106084791671318,1.9954170622821854,True
Slc15a2,-0.273153831861009,-0.04220455072012933,-0.23094928114087968,2.6095637519871735,-0.2475582879783926,5.505030239419945e-07,4.549611768115657e-06,5.342025661399751,True
Fxyd7,-0.3280141977704112,-0.09699087546329464,-0.23102332230711653,1.6602381485189537,-0.34465281846103096,2.741397362593904e-07,2.499754433976204e-06,5.60210265261086,True
Tnfsf4,-0.28769061622189984,-0.05461008959721563,-0.2330805266246842,2.304616485607974,-0.2708176735882947,0.0004865828939895716,0.0016682842079642453,2.777729961230499,True
Pdgfa,-0.5960515847552273,-0.36273273461051236,-0.23331885014471498,0.6556558737491706,-0.9417310560967982,0.0002439415273771799,0.0009251891050967632,3.0337694900650756,True
Ankrd55,-0.4767529584713086,-0.24320930821681788,-0.23354365025449073,0.8963501135097406,-0.6438136609782059,0.0002913688561861731,0.0010712090300962246,2.9701257749575563,True
Il17re,-0.06301998692210893,0.17072934933424358,-0.23374933625635252,,0.07567594367594954,0.0036170570853717703,0.00946048060690088,2.024086800213096,True
