,Lym,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Arid3b_6,0.41299606688461094,0.3226767226522213,0.09031934423238963,0.3733482463850582,0.45189568156044624,0.37249716874497196,0.7317204962874504,0.135654779735134,False,Arid3b
Meis1_425,0.09423968669967556,0.005640841305772912,0.08859884539390264,3.7360811116396078,0.0703072485784452,0.42268746998438467,0.7785042550655293,0.10873900936891248,False,Meis1
Hey1_73,0.10867858503197719,0.02089812565566154,0.08778045937631565,2.343983192877007,0.09056669895862372,0.31624248947586187,0.6853242158400373,0.1641039221737104,False,Hey1
Heyl_60,0.10867858503197719,0.02089812565566154,0.08778045937631565,2.343983192877007,0.09056669895862372,0.31624248947586187,0.6853242158400373,0.1641039221737104,False,Heyl
Hey2_29,0.10867858503197719,0.02089812565566154,0.08778045937631565,2.343983192877007,0.09056669895862372,0.31624248947586187,0.6853242158400373,0.1641039221737104,False,Hey2
Obox1_558,0.2821332679501609,0.19753733225150646,0.08459593569865445,0.5379459392986295,0.31014848552404467,0.34009645806267863,0.6975932000262385,0.15639776145489742,False,Obox1
Nr3c1_673,0.030983203095780714,-0.05287922453207764,0.08386242762785835,,-0.015881736989153628,0.37451172647259534,0.7329792931162974,0.13490829413425282,False,Nr3c1
Egr1_190,-0.03493288538374246,-0.11870377032476787,0.08377088494102541,-2.0928624941847103,-0.11531351233259868,0.25163901268188915,0.6279011846731066,0.20210869754921962,False,Egr1
Nkx24_557,0.19363430613368685,0.1109362145616519,0.08269809157203495,0.8331942842398452,0.204497915342512,0.42610635794336726,0.7785042550655293,0.10873900936891248,False,Nkx24
Pax6_614,0.0972439509386611,0.015150329837447489,0.08209362110121361,2.6116017743248907,0.07887914048756593,0.28089411739205195,0.6530302773627955,0.18506668245118274,False,Pax6
Nr1i2_672,-0.19979530390359362,-0.28071649707200635,0.08092119316841273,-0.5360433496298964,-0.39641452966436524,0.364506281741366,0.7304087858572581,0.13643401145078748,False,Nr1i2
Mnt_18,0.31940605808650224,0.23902319723220825,0.080382860854294,0.440038400754899,0.3552583410626483,0.2407258425926292,0.6226398626589411,0.2057630783553643,False,Mnt
Tal2_781,-0.07391401894759085,-0.15358478989197427,0.07967077094438342,-1.1922118930712884,-0.17421340301155558,0.5444157610625893,0.8559263837026804,0.06756358640526262,False,Tal2
Twist2_21,-0.07391401894759085,-0.15358478989197427,0.07967077094438342,-1.1922118930712884,-0.17421340301155558,0.5444157610625893,0.8559263837026804,0.06756358640526262,False,Twist2
Rarg_654,-0.719878269562021,-0.7993560996855529,0.07947783012353193,-0.16273409849005716,-2.0565943313577075,0.6005469074164317,0.8976662242855881,0.04688511533382078,False,Rarg
Klf1_214,-0.2969391919421837,-0.3754436358680141,0.07850444392583039,-0.3680078862697018,-0.591160804675092,0.2608417322964772,0.6331415779701215,0.19849916572338525,False,Klf1
Dmbx1_466,0.3063712834151631,0.22807683179709512,0.078294451618068,0.4484054998763911,0.3416716296239111,0.5912588316169987,0.8965925293931835,0.04740488409261547,False,Dmbx1
Zfp219_816,0.1258214982919479,0.04762139493302656,0.07820010335892133,1.426694791691409,0.11998218959185283,0.3656412321792798,0.7304087858572581,0.13643401145078748,False,Zfp219
Setbp1_12,0.12812173841760124,0.050557223626941684,0.07756451479065957,1.3684331277706676,0.12345362463696627,0.479624920980533,0.8382633862737575,0.07661950257148692,False,Setbp1
Hoxa10_395,0.24500603972645782,0.16883379709210963,0.07617224263434819,0.5641572524677874,0.2713299535190793,0.6865337697050375,0.9138997394665197,0.039101446481490026,False,Hoxa10
Cenpb_243,0.1514049928067594,0.07539477872671031,0.07601021408004908,1.0385439460691126,0.15497184029790584,0.5211841266921853,0.8500952161785221,0.07053242776218341,False,Cenpb
Cdx2_473,0.3007354856302413,0.2248232157939772,0.07591226983626406,0.44281919079780524,0.3366025746415777,0.3989092475208488,0.7550170736338812,0.12204322730969873,False,Cdx2
Meis2_461,-0.036433129896538824,-0.11005294902615201,0.07361981912961318,-1.9047266046027387,-0.10973704923798065,0.38263712432787444,0.7368688726139417,0.13260978889385364,False,Meis2
AC1890281_579,0.35493625494057707,0.28167083430387213,0.07326542063670494,0.35381097518606486,0.3986825948532682,0.5362617973288977,0.8534922952609951,0.0688003950422031,False,AC1890281
Q8VHG7_609,0.35493625494057707,0.28167083430387213,0.07326542063670494,0.35381097518606486,0.3986825948532682,0.5362617973288977,0.8534922952609951,0.0688003950422031,False,Q8VHG7
NP_608,0.35493625494057707,0.28167083430387213,0.07326542063670494,0.35381097518606486,0.3986825948532682,0.5362617973288977,0.8534922952609951,0.0688003950422031,False,NP
Obox5_578,0.35493625494057707,0.28167083430387213,0.07326542063670494,0.35381097518606486,0.3986825948532682,0.5362617973288977,0.8534922952609951,0.0688003950422031,False,Obox5
Cux1_474,-0.009794477104757029,-0.08288009154575461,0.07308561444099758,-5.187985418824542,-0.06844898008375214,0.28017745983876585,0.6530302773627955,0.18506668245118274,False,Cux1
Sebox_397,0.23630899715055742,0.1635072490050934,0.07280174814546403,0.5593051712552916,0.2629239429549999,0.9261277841246383,0.9796064859291443,0.008948348094166681,False,Sebox
Tcfap2d_5,0.19887854768848223,0.12715573720110868,0.07172281048737356,0.6767107733083823,0.2178723617619731,0.3771117498300548,0.7353719600750681,0.133492933913492,False,Tcfap2d
Cebpe_125,0.15535969217424164,0.08377698481907236,0.07158270735516928,0.9256380149191519,0.16294259304191713,0.5511978028862188,0.8600499050500762,0.06547634775754307,False,Cebpe
Sp2_150,0.287638906672117,0.21664102589619785,0.07099788077591915,0.4332002520834044,0.32439583813128564,0.13386675510542956,0.46302148236466223,0.33439885896909277,False,Sp2
Foxq1_309,0.16857697512796976,0.09791668530415254,0.07066028982381722,0.818029333889885,0.18046212589368446,0.4434410745357241,0.7901313691727448,0.10230069584414776,False,Foxq1
Dbx1_480,0.3110125627023754,0.2412826922153981,0.06972987048697726,0.38905969066718316,0.35179523277307245,0.7620372758479924,0.9383219396540803,0.027648128969672354,False,Dbx1
Nkx62_838,0.3110125627023754,0.2412826922153981,0.06972987048697726,0.38905969066718316,0.35179523277307245,0.7620372758479924,0.9383219396540803,0.027648128969672354,False,Nkx62
Zic1_181,0.20460839515256535,0.13605700456768566,0.06855139058487969,0.6200528230873763,0.22691871460126906,0.6545064395226274,0.9138997394665197,0.039101446481490026,False,Zic1
NP_599,0.17818288102533203,0.11020512876725382,0.06797775225807821,0.7272906826628138,0.19433169037849662,0.4846352487107065,0.8430932729050161,0.07412437594803813,False,NP
Cux2_244,0.22085367601501096,0.15381508263246485,0.06703859338254611,0.5519136662665642,0.24772628667107474,0.29921540489982945,0.6720536564613171,0.1725960516860483,False,Cux2
Crx_526,0.33058020715495146,0.2635592727990689,0.06702093435588258,0.3486548953352743,0.3752560515357,0.8520468686398595,0.9543577450158396,0.02028879766200524,False,Crx
Tcf7l2_732,0.12576823395288805,0.05992511322473717,0.06584312072815088,1.106556312180869,0.12809100506311855,0.3136615299770813,0.6853242158400373,0.1641039221737104,False,Tcf7l2
Pgr_849,0.024792130007175953,-0.040506684499552914,0.06529881450672886,,-0.011380423268784953,0.479958061301868,0.8382633862737575,0.07661950257148692,False,Pgr
Pknox2_501,0.07781922759057808,0.0137539518555539,0.06406527573502417,2.4384375779136973,0.06458847552298623,0.6364273589924385,0.9138997394665197,0.039101446481490026,False,Pknox2
Zfp691_203,0.06403303375755956,0.00012038987754162234,0.06391264388001794,5.077735252842787,0.04555020685193372,0.5073569347550444,0.8500952161785221,0.07053242776218341,False,Zfp691
Lhx1_422,0.28532114330990976,0.22432247615668602,0.060998667153223746,0.3720130620582373,0.32748250962140063,0.4677162772078771,0.8234047035875203,0.08438665648321245,False,Lhx1
Atf1_106,-0.1206191203091838,-0.18134541823783373,0.06072629792864993,-0.6658646013496116,-0.23613341182274217,0.6016658946845638,0.8976662242855881,0.04688511533382078,False,Atf1
Lmx1a_456,0.4215490511343657,0.36112925787111766,0.060419793263248034,0.24091413414307739,0.4764741358245092,0.4967748857786519,0.8476951303219635,0.071760311688007,False,Lmx1a
Tgif1_542,0.07822970475627679,0.018650201823036904,0.05957950293323988,2.054913610105719,0.06824423714083279,0.6626511194012168,0.9138997394665197,0.039101446481490026,False,Tgif1
Sox2_750,0.006897657157614321,-0.05169121456912588,0.058588871726740196,,-0.03267905590750513,0.4723278437503381,0.8298668489796777,0.08099158400013104,False,Sox2
Ikzf4_796,-0.21123811138806486,-0.26975506691456785,0.05851695552650299,-0.3947345479260148,-0.3968716511561436,0.3693450323042371,0.7304087858572581,0.13643401145078748,False,Ikzf4
Ikzf1_149,-0.21123811138806486,-0.26975506691456785,0.05851695552650299,-0.3947345479260148,-0.3968716511561436,0.3693450323042371,0.7304087858572581,0.13643401145078748,False,Ikzf1
Lef1_734,0.139979625351437,0.08177176938759487,0.05820785596384212,0.8167205014184414,0.15169739384545655,0.4298543902686086,0.7785042550655293,0.10873900936891248,False,Lef1
ENSMUSG00000040953_524,0.3781708066306721,0.3203469384490539,0.05782386818161822,0.2590390256763175,0.43216717430493595,0.5149379725492202,0.8500952161785221,0.07053242776218341,False,ENSMUSG00000040953
Obox6_527,0.3781708066306721,0.3203469384490539,0.05782386818161822,0.2590390256763175,0.43216717430493595,0.5149379725492202,0.8500952161785221,0.07053242776218341,False,Obox6
Rhox11_552,0.08506846227679439,0.027361314213183153,0.05770714806361124,1.6577844234618089,0.07890338267596421,0.5787341353062967,0.8892744030316266,0.05096420828268037,False,Rhox11
Scrt2_221,0.352035225598962,0.29552870182689894,0.056506523772063055,0.27340823585524043,0.4046655195969518,0.49643549894703787,0.8476951303219635,0.071760311688007,False,Scrt2
NP_591,0.3455907998039027,0.2896048509453276,0.05598594885857511,0.2763340158514947,0.3979100790871609,0.6545064395226274,0.9138997394665197,0.039101446481490026,False,NP
Hoxb9_428,0.3455907998039027,0.2896048509453276,0.05598594885857511,0.2763340158514947,0.3979100790871609,0.6545064395226274,0.9138997394665197,0.039101446481490026,False,Hoxb9
Nkx31_439,0.20055650049555757,0.1458975223089237,0.05465897818663387,0.4929026997776983,0.23048219199974918,0.5842443654698111,0.8915285992117187,0.0498647205978619,False,Nkx31
Zic2_225,0.1692387569298724,0.11458456302797394,0.05465419390189845,0.6008599350021994,0.19145104593721224,0.5883006543772615,0.8946227192426632,0.04836007696994047,False,Zic2
Pou5f1_618,0.05673567367567615,0.0025168166048315198,0.05421885707084463,3.8316969543306247,0.04212073339067237,0.49609623579874684,0.8476951303219635,0.071760311688007,False,Pou5f1
Irf3_630,0.2462926377541183,0.19260869068892775,0.05368394706519056,0.38350466333470346,0.28623139165378964,0.6790598984190432,0.9138997394665197,0.039101446481490026,False,Irf3
Zfp128_223,0.1579144350138233,0.1045607072484778,0.0533537277653455,0.635070158644418,0.17790194144140606,0.49711439624116127,0.8476951303219635,0.071760311688007,False,Zfp128
Pit1_623,0.31145452880703123,0.25882108084542244,0.05263344796160879,0.2906329093136474,0.3619230673412151,0.6634289071286662,0.9138997394665197,0.039101446481490026,False,Pit1
Bhlha15_87,-0.14275349252967562,-0.19375503036936556,0.05100153783968994,-0.504406879165806,-0.26578552540872485,0.7019705753377699,0.9138997394665197,0.039101446481490026,False,Bhlha15
NP_588,-0.06852059545293113,-0.11907448323045214,0.05055388777752101,-0.9418507373480368,-0.14209468660644312,0.4893370262711312,0.8462652101394857,0.07249351255166249,False,NP
Onecut3_245,0.5613787907752613,0.5114020916983176,0.04997669907694369,0.14822423188820388,0.6195448931789733,0.677098286515375,0.9138997394665197,0.039101446481490026,False,Onecut3
Pitx3_452,0.29520615102576875,0.24561699764926476,0.04958915337650399,0.29016865437653006,0.34529596161371506,0.9018961535084133,0.9760397636741357,0.010532488898388379,False,Pitx3
Zfp263_877,-0.1061049760393424,-0.15483476670208474,0.04872979066274234,-0.6333492447166603,-0.20169207808464237,0.5634368212051751,0.8739376309788319,0.05851955991506377,False,Zfp263
Zfp263_163,-0.1061049760393424,-0.15483476670208474,0.04872979066274234,-0.6333492447166603,-0.20169207808464237,0.5634368212051751,0.8739376309788319,0.05851955991506377,False,Zfp263
Gcm2_835,0.09390325514872834,0.04595822800037172,0.04794502714835662,1.081331129819557,0.09751741156023286,0.5070137401912524,0.8500952161785221,0.07053242776218341,False,Gcm2
Zic4_187,0.13965950501215615,0.09193579334258563,0.047723711669570526,0.6483763427110094,0.1580754169541546,0.6371923852808568,0.9138997394665197,0.039101446481490026,False,Zic4
Rxra_662,-0.4097161454973791,-0.4570709669389576,0.04735482144157849,-0.17839231004729156,-0.8195810859012648,0.8239904890962246,0.9543577450158396,0.02028879766200524,False,Rxra
Rbpsuhrs3_825,0.0034492802441144785,-0.043836914022443225,0.0472861942665577,,-0.029431699046151536,0.6845639511034773,0.9138997394665197,0.039101446481490026,False,Rbpsuhrs3
Rbpj_824,0.0034492802441144785,-0.043836914022443225,0.0472861942665577,,-0.029431699046151536,0.6845639511034773,0.9138997394665197,0.039101446481490026,False,Rbpj
Prdm4_186,0.19394498551539976,0.14693598720693035,0.04700899830846941,0.43623595446414126,0.22705157929021005,0.43393628524783123,0.7810853134460962,0.10730152804926073,False,Prdm4
Tcfap2b_2,0.022258142298813868,-0.024721279737572113,0.046979422036385984,,-0.001777873095263758,0.5408629994108579,0.8549124829397431,0.068078341554537,False,Tcfap2b
Trp53_692,-0.24961624285857026,-0.2948976884058146,0.04528144554724434,-0.2751484249469056,-0.45849896930759915,0.7287763493298189,0.9224161851652709,0.035073085303234636,False,Trp53
Zbtb12_210,0.09582417946689853,0.050814881405142794,0.045009298061755736,0.9692189137433006,0.10207963466884896,0.7433201064172442,0.9312618378693315,0.030928193611541255,False,Zbtb12
Klf10_810,0.1359913502117666,0.09107098890971145,0.04492036130205514,0.625321814107792,0.15514194208738444,0.6630399678576788,0.9138997394665197,0.039101446481490026,False,Klf10
Zscan4_140,0.2897397269258915,0.24506549777432196,0.044674229151569544,0.2671010471489347,0.3418748943075376,0.6626511194012168,0.9138997394665197,0.039101446481490026,False,Zscan4
Noto_573,0.1492980551317431,0.1049475155235101,0.044350539608233,0.5527015722009351,0.17264468688037984,0.8273294449600876,0.9543577450158396,0.02028879766200524,False,Noto
Tbx20_767,0.07459600008301,0.03088103981586371,0.04371496026714629,1.3213867035183617,0.07414714308969865,0.8169058474284058,0.9543577450158396,0.02028879766200524,False,Tbx20
E2f8_263,0.38261754911850016,0.33905205214265816,0.043565496975842,0.19419708696413224,0.4444919406283265,0.5145921077572136,0.8500952161785221,0.07053242776218341,False,E2f8
Dnajc21_201,-0.037592559605317294,-0.08047367210750937,0.04288111250219208,-1.3864384300847883,-0.08778414443356589,0.9448810732567177,0.9909454299791022,0.003950260864361224,False,Dnajc21
IRC900814_721,0.12458002588893564,0.08188763135876834,0.04269239453016731,0.6557095460512882,0.14173860021653947,0.6739642627974665,0.9138997394665197,0.039101446481490026,False,IRC900814
Hnf4a_665,0.1865071547161465,0.1443611174211786,0.04214603729496791,0.40714076859557063,0.22086747357693656,0.7673527782730895,0.9383219396540803,0.027648128969672354,False,Hnf4a
Foxm1_880,0.17850451874398696,0.13759221468254057,0.040912304061446386,0.4147066622487661,0.21169550976944385,0.7279711623687513,0.9224161851652709,0.035073085303234636,False,Foxm1
Nr2c1_660,-0.6272829100868452,-0.6678786996961308,0.04059578960928556,-0.10367277193761947,-1.5046355896594519,0.7051526107297847,0.9138997394665197,0.039101446481490026,False,Nr2c1
Atf4_121,0.1544181312912013,0.11427284025962893,0.04014529103157237,0.47842524684171456,0.18186010650948725,0.720738083321161,0.9224161851652709,0.035073085303234636,False,Atf4
Mycn_65,0.11475360333684509,0.07562556078800757,0.03912804254883752,0.6561670233413358,0.13118062820739157,0.4245503220976631,0.7785042550655293,0.10873900936891248,False,Mycn
Mycs_76,0.11475360333684509,0.07562556078800757,0.03912804254883752,0.6561670233413358,0.13118062820739157,0.4245503220976631,0.7785042550655293,0.10873900936891248,False,Mycs
Mycl1_50,0.11475360333684509,0.07562556078800757,0.03912804254883752,0.6561670233413358,0.13118062820739157,0.4245503220976631,0.7785042550655293,0.10873900936891248,False,Mycl1
Hoxb2_582,-0.08508670808940086,-0.12339647893088053,0.03830977084147967,-0.6472545277469667,-0.15881841702146327,0.8866374835643389,0.966371618288774,0.01485583348450617,False,Hoxb2
Max_91,0.13892596926334655,0.10099659967382851,0.037929369589518036,0.508320960912532,0.16344886114843887,0.49609623579874684,0.8476951303219635,0.071760311688007,False,Max
Lhx5_471,0.2712220650569654,0.23428776020513573,0.036934304851829663,0.2386743949268446,0.32510419525266954,0.5190977500480312,0.8500952161785221,0.07053242776218341,False,Lhx5
AC1689771_719,-0.22024729093273382,-0.25587947327339056,0.03563218234065674,-0.2555168168577122,-0.3922571035322159,0.8608811139028409,0.955557952287755,0.019742968896179148,False,AC1689771
Sp110_718,-0.22024729093273382,-0.25587947327339056,0.03563218234065674,-0.2555168168577122,-0.3922571035322159,0.8608811139028409,0.955557952287755,0.019742968896179148,False,Sp110
Zfp3_200,0.04683760769853984,0.011299539974535725,0.03553806772400411,2.032584712367501,0.04133912201575647,0.954269841502969,0.9915922652070965,0.0036668695514308126,False,Zfp3
NP_600,0.18444630803346468,0.14893265891304286,0.03551364912042182,0.34736709222327367,0.22242063622658476,0.8874841392447925,0.966371618288774,0.01485583348450617,False,NP
NP_596,0.11408798191580327,0.0786926163425265,0.03539536557327677,0.5923906800945109,0.13276146835461697,0.7079411314477058,0.9138997394665197,0.039101446481490026,False,NP
Hoxd10_551,0.21043338796063468,0.1756932846972271,0.034740103263407596,0.2949994969473484,0.2546706336301188,0.9692190771122989,0.9915922652070965,0.0036668695514308126,False,Hoxd10
Tbx2_760,0.08131325497725504,0.04758550953724898,0.03372774544000606,0.8420865197190008,0.09010734696942985,0.9159153207515021,0.9777357707242555,0.0097784957449491,False,Tbx2
Mixl1_881,0.2284145091289919,0.1953987631868136,0.03301574594217829,0.2576144070762531,0.27727855958623415,0.9649465326871947,0.9915922652070965,0.0036668695514308126,False,Mixl1
Hoxd13_408,0.19985765552946283,0.16834214965721742,0.031515505872245414,0.2842128390078349,0.2437908063855508,0.6287985220095689,0.9138997394665197,0.039101446481490026,False,Hoxd13
Egr3_183,-0.18706686856138396,-0.21800247366647818,0.030935605105094216,-0.2671354356486604,-0.3265062981809677,0.8152410219052457,0.9543577450158396,0.02028879766200524,False,Egr3
Dmrta2_879,0.10323685729637273,0.07252579774926797,0.030711059547104763,0.572310308165642,0.1215211875329447,0.8423925605344753,0.9543577450158396,0.02028879766200524,False,Dmrta2
Foxo6_321,0.06240905155008564,0.03277566137005481,0.029633390180030826,1.0089638527675797,0.06707743851498738,0.9299606897438932,0.9799585762892637,0.008792281929153913,False,Foxo6
Hoxd4_531,0.460148779676922,0.4313965927761394,0.028752186900782628,0.10997130435587416,0.531840740232919,0.970073695961081,0.9915922652070965,0.0036668695514308126,False,Hoxd4
Hic1_198,-0.005460603958001621,-0.034128363082088935,0.028667759124087314,,-0.02884382880090625,0.7994677811644552,0.949031740224831,0.022719262415716913,False,Hic1
Pou3f4_561,0.2607023309158095,0.23208990912538993,0.02861242179041959,0.19666648207813944,0.31776264746941485,0.6046544483722689,0.8978202415224599,0.04681060757502755,False,Pou3f4
Gmeb2_716,-0.08142020734924328,-0.10979354981728015,0.02837334246803687,-0.5457094565543941,-0.1449780755264681,0.9291087893638046,0.9799585762892637,0.008792281929153913,False,Gmeb2
Foxl1_368,0.3169188823592864,0.291501188116539,0.02541769424274737,0.14482830421338566,0.38317622570036775,0.8533077947091139,0.9543577450158396,0.02028879766200524,False,Foxl1
Srf_639,0.0076666104822654,-0.01716683635877753,0.024833446841042932,,-0.006869292283846038,0.6383406498265154,0.9138997394665197,0.039101446481490026,False,Srf
Zic3_229,0.15218870104694204,0.1275112094782671,0.024677491568674936,0.30286952870750794,0.18884392698175562,0.8845214124217381,0.966371618288774,0.01485583348450617,False,Zic3
Otp_436,0.2512583890901308,0.2266162807732565,0.024642108316874328,0.17909980938295497,0.3091032182536456,0.6467876312392734,0.9138997394665197,0.039101446481490026,False,Otp
Atf7_124,-0.5821022159389055,-0.606243260850826,0.024141044911920484,-0.0727561435722493,-1.301062312933515,0.7949167639842962,0.947652777670925,0.023350760092616756,False,Atf7
Zfp523_165,0.17472731104273176,0.15092392453618012,0.023803386506551644,0.2535247156520647,0.2176347604281123,0.3722099239391492,0.7317204962874504,0.135654779735134,False,Zfp523
NP_595,0.11909698512749389,0.09540040087378997,0.023696584253703926,0.3791065052188644,0.14697929426309822,0.8524671354785074,0.9543577450158396,0.02028879766200524,False,NP
Rxrb_686,-0.28201861671335066,-0.3050621689916793,0.02304355227832866,-0.14310797127680358,-0.5013210201511419,0.6991905717361617,0.9138997394665197,0.039101446481490026,False,Rxrb
Ovol1_166,0.2536383565204072,0.23081063718231243,0.0228277193380948,0.16607587476923322,0.31292592333800906,0.6136597943077984,0.9007382665462568,0.0454013864992093,False,Ovol1
Bhlhe22_42,-0.13593119911451737,-0.1581022735338664,0.02217107441934904,-0.28234709018477805,-0.22941066008329333,0.8646726217238745,0.958092025578464,0.018592774552494116,False,Bhlhe22
Pitx1_434,0.21441368848127382,0.19264380377069312,0.021769884710580695,0.18965466969517303,0.26727060080544845,0.9987171438049511,0.9987171438049511,0.0005574950360713,False,Pitx1
Hes2_51,0.01813092764826644,-0.0034597003902651674,0.021590628038531606,,0.010544425599779849,0.7961572655942806,0.947652777670925,0.023350760092616756,False,Hes2
Mzf1_179,-0.11419478181999446,-0.1350926248758891,0.02089784305589465,-0.31996574471972355,-0.1920577376150664,0.908264977140207,0.9771995070555616,0.010016760776684681,False,Mzf1
Pax8_854,-0.023935402042451204,-0.044707384432106284,0.02077198238965508,-1.384344148891637,-0.05038497785512093,0.9658009649958319,0.9915922652070965,0.0036668695514308126,False,Pax8
Pax1_855,-0.023935402042451204,-0.044707384432106284,0.02077198238965508,-1.384344148891637,-0.05038497785512093,0.9658009649958319,0.9915922652070965,0.0036668695514308126,False,Pax1
Alx4_521,0.13167796790143757,0.11134122494976935,0.02033674295166822,0.29704322497752506,0.16544196519136814,0.6991905717361617,0.9138997394665197,0.039101446481490026,False,Alx4
Shox2_463,0.13167796790143757,0.11134122494976935,0.02033674295166822,0.29704322497752506,0.16544196519136814,0.6991905717361617,0.9138997394665197,0.039101446481490026,False,Shox2
Alx1_505,0.13167796790143757,0.11134122494976935,0.02033674295166822,0.29704322497752506,0.16544196519136814,0.6991905717361617,0.9138997394665197,0.039101446481490026,False,Alx1
Hesx1_523,0.13167796790143757,0.11134122494976935,0.02033674295166822,0.29704322497752506,0.16544196519136814,0.6991905717361617,0.9138997394665197,0.039101446481490026,False,Hesx1
E2f1_261,0.29584987153920483,0.2756316317345176,0.020218239804687232,0.12817099967959444,0.36259977638869945,0.7187332886970312,0.9213993613819499,0.03555209309092686,False,E2f1
Gm4830_538,0.26366456198189053,0.2436060610752398,0.020058500906650734,0.1432254853252196,0.3261177223271403,0.9653737438717424,0.9915922652070965,0.0036668695514308126,False,Gm4830
Terf2_648,0.08808987185676316,0.06880816685179653,0.019281705004966634,0.434084921992418,0.10895797875784051,0.9713556883661354,0.9915922652070965,0.0036668695514308126,False,Terf2
Id2_33,-0.10323531572279374,-0.12233962418739368,0.019104308464599942,-0.33113072382545433,-0.17264835415555116,0.8701547265319547,0.9617499609037394,0.01693782267572509,False,Id2
Id1_74,-0.10323531572279374,-0.12233962418739368,0.019104308464599942,-0.33113072382545433,-0.17264835415555116,0.8701547265319547,0.9617499609037394,0.01693782267572509,False,Id1
Sp7_222,0.1769321785234472,0.15859885065750817,0.018333327865939025,0.20022130306822608,0.22375061248904354,0.6498706554819822,0.9138997394665197,0.039101446481490026,False,Sp7
Sp8_207,0.1769321785234472,0.15859885065750817,0.018333327865939025,0.20022130306822608,0.22375061248904354,0.6498706554819822,0.9138997394665197,0.039101446481490026,False,Sp8
Sp9_231,0.1769321785234472,0.15859885065750817,0.018333327865939025,0.20022130306822608,0.22375061248904354,0.6498706554819822,0.9138997394665197,0.039101446481490026,False,Sp9
Mybl1_647,0.26594990044052313,0.24904534712918777,0.016904553311335363,0.12372818470297671,0.3305556738621788,0.6857455858364068,0.9138997394665197,0.039101446481490026,False,Mybl1
Pit1_621,0.27905413279224645,0.2631343260425366,0.01591980674970983,0.11246560158503598,0.346070984925173,0.7340173242153437,0.9248618285113331,0.03392314466345346,False,Pit1
Zkscan1_178,0.21146494735266144,0.19740176903160253,0.014063178321058911,0.13552078573092832,0.26835457085698416,0.7498138743677399,0.9364255807445775,0.028526731002251112,False,Zkscan1
Nr4a1_847,-0.47534183212867903,-0.48933410806376587,0.01399227593508684,-0.059123967127180425,-0.9499175933361576,0.8139929495211399,0.9543577450158396,0.02028879766200524,False,Nr4a1
Foxn3_829,0.05274929751168878,0.03952589448537582,0.01322340302631296,0.5387460830921088,0.06507261832428365,0.8482663713552925,0.9543577450158396,0.02028879766200524,False,Foxn3
Dbx2_541,-0.0019410755531235743,-0.015148155281321199,0.013207079728197624,,-0.012380242140142576,0.9269793959376078,0.9796064859291443,0.008948348094166681,False,Dbx2
Lin54_246,0.3926662205168041,0.37973543693529493,0.012930783581509175,0.06829936781474139,0.47113628605966823,0.7718590868534746,0.9383219396540803,0.027648128969672354,False,Lin54
Pou1f1_615,0.053158950349910195,0.040525879047262715,0.01263307130264748,0.5141801478348719,0.06604428406073048,0.9227221928803867,0.9796064859291443,0.008948348094166681,False,Pou1f1
Zfp652_239,0.2602098046518863,0.24773802916560403,0.012471775486282283,0.10066265308642007,0.3265073398961244,0.837364822973006,0.9543577450158396,0.02028879766200524,False,Zfp652
Ahctf1_13,0.5941638973704635,0.5818402526367107,0.012323644733752803,0.04356575391854727,0.6672127976165313,0.6603199408280582,0.9138997394665197,0.039101446481490026,False,Ahctf1
Snai3_147,0.10347299863102069,0.09205973148182431,0.011413267149196382,0.2395441154153535,0.13457104173820628,0.9167658530487067,0.9777357707242555,0.0097784957449491,False,Snai3
Snai1_197,0.10347299863102069,0.09205973148182431,0.011413267149196382,0.2395441154153535,0.13457104173820628,0.9167658530487067,0.9777357707242555,0.0097784957449491,False,Snai1
Nkx32_548,0.16178132172438786,0.1514126705835821,0.010368651140805762,0.14265065211089914,0.20988626035579533,0.8478465298192915,0.9543577450158396,0.02028879766200524,False,Nkx32
Hoxc9_503,0.40022654496266075,0.39069928551672833,0.009527259445932412,0.05444494799554517,0.48074378494809117,0.9061413600575671,0.9770375055877435,0.010088764677173312,False,Hoxc9
NP_594,0.40022654496266075,0.39069928551672833,0.009527259445932412,0.05444494799554517,0.48074378494809117,0.9061413600575671,0.9770375055877435,0.010088764677173312,False,NP
Nkx26_536,0.1639299825747622,0.15460842811851833,0.009321554456243886,0.13109500745043576,0.21321562770777486,0.8989261699252159,0.974020739402998,0.011431795778070129,False,Nkx26
Tcfap2a_1,0.05700614770376887,0.04815449693249491,0.008851650771273957,0.3647509426308542,0.07393032943277264,0.7780164490685989,0.940014394628088,0.026865495911277796,False,Tcfap2a
Irx5_484,-0.019992856720856666,-0.02866160996585352,0.008668753244996854,-1.102435726706652,-0.03553073509292738,0.9129392220110915,0.9771995070555616,0.010016760776684681,False,Irx5
Mlxip_70,0.01694747004645214,0.008502670425118824,0.008444799621333316,1.223392675300965,0.01824257133402271,0.9044429486911457,0.9770375055877435,0.010088764677173312,False,Mlxip
Hnf1a_470,0.12083922252641215,0.11337286057584785,0.007466361950564299,0.1545096128022482,0.15976614048426802,0.8777555913279378,0.966371618288774,0.01485583348450617,False,Hnf1a
Klf4_143,-0.22732613191773252,-0.23474754652130864,0.007421414603576121,-0.0829003368942722,-0.3790136111767031,0.6448638111122302,0.9138997394665197,0.039101446481490026,False,Klf4
