,Neutro,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Tmc7,0.1572944211423024,-0.00043362912222700954,0.1577280502645294,6.703485072828803,0.10893306516629486,0.00016335927693008888,0.0007031245778913438,3.152967720929632,True
Pknox2,0.10402751290088161,-0.05302116701070358,0.1570486799115852,,0.03633195557696849,2.364841660232263e-06,1.846924091403648e-05,4.733550953699976,True
Dgat1,0.054926961939756706,-0.10137680368161332,0.15630376562137002,,-0.03390170217419168,0.0033176860175879834,0.009156447150656808,2.0382730069191806,True
Tslp,0.22967697575932094,0.07342246303539886,0.1562545127239221,1.643453123834079,0.2035767023851887,2.051640602098191e-05,0.00011613060011876553,3.935053329686906,True
Mefv,0.10126404232133854,-0.053865809061574746,0.1551298513829133,,0.03379174391989154,0.007226987384516019,0.017442447428437695,1.7583925773110558,True
Gpc3,0.21765241738911353,0.06254187770475907,0.15511053968435445,1.792643691741046,0.1891567615064773,2.113381248308662e-09,4.255130030151669e-08,7.371087164013118,True
Cd93,-0.1301913644236859,-0.28494264311027273,0.15475127868658684,-1.1873916952011798,-0.3356391408201742,0.01661694859339618,0.0355063004132397,1.449694576749868,True
C730034F03Rik,0.12452819440330017,-0.029935683286867847,0.154463877690168,,0.0666696046062042,1.0579088187590529e-07,1.2301265334407592e-06,5.910050213805544,True
Olr1,0.07160870781831823,-0.08230132133281767,0.15391002915113589,,-0.00773378230267969,0.00017524102812650595,0.0007492080366204845,3.1253975726726546,True
Ckap4,0.1984385943884932,0.0514355773896178,0.1470030169988754,1.9354589842556824,0.16984431840770264,0.0022062520501060713,0.006546741988445315,2.183974774581666,True
Ddit4,0.32179417575367886,0.17596511222569633,0.14582906352798253,0.8809861765442766,0.3206344494152437,0.00010920146404167213,0.0004948706829683027,3.3055082738150805,True
Fst,0.1212339710912885,-0.02458575048080185,0.14581972157209036,,0.0680848237836441,6.898603851175172e-09,1.192692976713466e-07,6.923471338123204,True
Ier2,0.3446605522612593,0.19917652453305884,0.14548402772820046,0.8014172488040053,0.3470062743849615,0.01553900660756905,0.03365849806693657,1.4729052673202274,True
Klf5,0.15414323207717176,0.008722950148800788,0.14542028192837098,3.9001599887835914,0.1129444076895537,1.215879197904105e-05,7.474667200230155e-05,4.126408138966228,True
Tm4sf1,0.07142646998873434,-0.07048791857722775,0.14191438856596209,,0.0006768629282545403,6.270757642043171e-06,4.265821525199437e-05,4.369997318657448,True
Mustn1,0.09323566110607333,-0.04806047761470828,0.14129613872078162,,0.03222442533309505,1.345152127034833e-07,1.5170888650768793e-06,5.818988979211839,True
P2rx1,0.12621000465653867,-0.01446619936708903,0.1406762040236277,,0.0784348189492448,2.2838283283988038e-05,0.00012711474926152896,3.895804054864875,True
Sell,-0.33046413668526825,-0.47049736237359024,0.140033225688322,-0.5297701834682004,-0.7381220157890875,0.02344226901821892,0.047550241416265564,1.322847273774184,True
Rbpms,0.48314191168659754,0.3435999050309685,0.13954200665562905,0.501009808555907,0.49914011919629214,0.00022071515781370272,0.0009070485937549426,3.042369445647392,True
Gm10489,0.14211364395689574,0.0036257620125219347,0.1384878819443738,4.718048305536737,0.10147487546806608,1.4516205346130162e-05,8.727177562803704e-05,4.059126187805325,True
Gm1673,0.22718780066397692,0.08932583888283042,0.1378619617811465,1.3521026680217918,0.21195517693134308,1.5445355314589127e-07,1.7098179315043313e-06,5.767050132621162,True
C5ar2,0.027911813299393205,-0.10986974597001554,0.13778155926940874,,-0.06036563748445234,1.1473062956206215e-07,1.31874286852945e-06,5.879839875920645,True
Ptgs1,0.36853137831158134,0.2326446213762191,0.13588675693536223,0.6744257620870141,0.379164017614809,1.0545167407720058e-05,6.618305904426815e-05,4.179253163206051,True
Bpifc,0.10861190937818171,-0.022609067522075324,0.13122097690025702,,0.06074112330778348,0.000589953813212432,0.0021272373072563655,2.6721840590003443,True
Spns3,0.5101104306267386,0.38047229091035445,0.1296381397163841,0.4321914389375849,0.5313603594136667,0.007368149939513663,0.01774032890733627,1.7510383325698486,True
Scarf1,0.35997472266562675,0.23083644961457392,0.12913827305105283,0.6522393536185805,0.3734038704997887,0.00018519049097133982,0.0007869284318895459,3.104064763255656,True
D030055H07Rik,0.1408265433172664,0.011870645787712793,0.1289558975295536,3.403537965836518,0.10614539590968369,1.1273122559507061e-13,7.515415039671375e-12,11.124047030451417,True
Mapk4,0.11287302792777767,-0.011275583528124453,0.12414861145590213,,0.07148635122836364,0.006971253013703457,0.01697545376713504,1.7701786078616641,True
Padi4,0.13449083315723429,0.010572508427040063,0.12391832473019422,3.4816424929375858,0.10102024970164265,0.00018896987542681458,0.0007984642623668222,3.0977445172264586,True
Hist4h4,0.5126523772283574,0.3892297768388182,0.12342260038953923,0.4066192636848616,0.5369889325007937,0.010355028786520422,0.023695718046957488,1.6253301264198887,True
Pde6h,0.12237678500993535,0.0008101467290800768,0.12156663828085527,5.5130598241020135,0.08623139602923235,0.00020407745816276388,0.0008503227423448495,3.0704162053256714,True
Zswim5,0.2093831724238301,0.08963137696646645,0.11975179545736364,1.2326729336765183,0.2010155962286939,0.010804611903330963,0.0245002537490498,1.610829417625613,True
Aldh1a3,0.2212477154612955,0.10153325541329555,0.11971446004799996,1.13386920383922,0.21585312008258684,0.0031487259953735408,0.008811733196008044,2.054938661005568,True
Psma8,0.23077638945386042,0.11190187775584712,0.1188745116980133,1.055443520954356,0.2281588346224918,0.002506049139713225,0.007285026568933794,2.1375688599927836,True
Nusap1,0.6472884171432344,0.5321388819561725,0.11514953518706184,0.2903999899118208,0.6687669204913383,0.013689288167775166,0.030152617109636928,1.520674987107686,True
Sytl1,0.23414367339980155,0.11907292799180538,0.11507074540799617,0.9877353817863131,0.23463411927515082,6.875663166823023e-05,0.0003279330604208119,3.484214797924846,True
Scnn1a,0.20057829368309302,0.08559574439839487,0.11498254928469814,1.2374233842967501,0.19293523483839153,7.961479619698516e-06,5.249327221779241e-05,4.279896354230584,True
Vldlr,0.27101498377316885,0.15824867013310626,0.1127663136400626,0.7894036081400634,0.2805190776810596,6.921613116171815e-08,8.510180060866987e-07,6.070061250889132,True
Fv1,0.09412877018053487,-0.017766138834959998,0.11189490901549487,,0.054058428645909935,0.0026272669696218577,0.0075136328969166565,2.124150027630111,True
Hes7,0.1057396552074042,-0.003514827394764669,0.10925448260216887,,0.07191697026349952,0.003869603946386066,0.010402161146199101,1.9828764225893585,True
Mgl2,0.12724464879161423,0.018983799332440106,0.10826084945917414,2.6662140896406967,0.10180364712634417,2.5952150879021938e-06,2.006609604048088e-05,4.697537113461539,True
Lrig1,0.11166734905853191,0.004986237558261775,0.10668111150027014,4.073470573164896,0.0817851759283439,5.534158837156784e-05,0.0002717262931500876,3.5658683357539602,True
Tnfaip6,0.17296929510838271,0.06685976983882302,0.10610952526955969,1.3775949141858057,0.163388635603062,0.0024157409638067896,0.007091216136419148,2.1492792773636302,True
Ppp1r42,0.11409955346611814,0.00822271994158805,0.10587683352453009,3.5538076422993816,0.08564374529354292,0.0007795809049143517,0.0026913034692094993,2.5700373287794323,True
Tsix,0.2759385113046735,0.17088482817089007,0.10505368313378344,0.705325597808339,0.29090994266658504,7.749682847939738e-08,9.412570260655552e-07,6.026291768963767,True
Ldhb,0.32969054593797903,0.22519613143320455,0.10449441450477448,0.5629889707054385,0.3532593014876013,0.001760185221368637,0.005421515055550217,2.2658793318528345,True
Aatk,-0.06756798476944034,-0.17203810656104326,0.10447012179160292,-1.4644904422343126,-0.18410171517233406,4.5672276068171536e-10,1.0621459550737567e-08,7.9738158004600725,True
F730016J06Rik,0.012122718789542544,-0.09102606193999833,0.10314878072954088,,-0.05806989231908029,0.0008074142338657072,0.002768277373253853,2.5577903970048674,True
Cavin3,0.3048423709008605,0.20174651828833967,0.10309585261252086,0.6091867361577549,0.32572539618631896,4.192314267941936e-06,3.0305886274279056e-05,4.518473010832302,True
Gm16194,0.18405743831378316,0.08215911536339661,0.10189832295038655,1.1748825306449275,0.18028572787891337,2.7014735298398174e-05,0.0001462891803162356,3.8347877935105,True
Lrg1,-0.6861223623478677,-0.7872405939020801,0.1011182315542124,-0.20723942090164535,-1.9251190904899753,0.0025484636982387302,0.0073343446584381265,2.134638685357039,True
Glis3,0.0818000448148122,-0.019285809836570345,0.10108585465138255,,0.04440407652773675,0.007584533898534936,0.01813035991681658,1.7415935743746582,True
Pi16,-0.06167191359438573,-0.1621699043434069,0.10049799074902116,-1.5233480310026146,-0.17123992827006373,0.00012819403095371007,0.0005672302254588941,3.246240635370356,True
Gm15860,0.17539731760758215,0.07617715529400174,0.09922016231358041,1.2139553532702962,0.17093419693754555,9.395587441755287e-06,6.035709277358856e-05,4.21927168710048,True
Pcolce2,0.07545710103860422,-0.02259536354021857,0.09805246457882279,,0.03763646361672801,0.0002588112713643977,0.0010464067575379962,2.9802994644020835,True
Bmx,-0.08095670107964564,-0.17771383528461146,0.09675713420496582,-1.228182190144641,-0.19981080988565997,4.257921664080294e-06,3.0632529957412184e-05,4.513817133093222,True
BC018473,0.2231214281778479,0.12831050045528972,0.0948109277225582,0.8138591779779947,0.23353956836648102,1.6273589849614545e-11,5.743619946922781e-10,9.24081430491042,True
Cxcr2,-0.12693431854866577,-0.22067978297854368,0.09374546442987791,-0.8540281773089505,-0.27544934665785514,0.0009175510016780897,0.0030721573716900323,2.512556541275275,True
Spin4,0.17583547042382067,0.08222539216887631,0.09361007825494436,1.1099286435657858,0.17508437228332682,0.0008716347332503213,0.002948031792278426,2.5304678372523903,True
Xlr4c,0.08629607693936327,-0.007287422976643589,0.09358349991600685,,0.055895763488786325,9.537550684410168e-06,6.11381454128857e-05,4.213687739459554,True
Cd177,-0.1644753089957339,-0.2571476181775479,0.09267230918181399,-0.6866406537387202,-0.34155809495832123,4.220312227602088e-06,3.043494394905352e-05,4.516627493734832,True
Gm10655,0.08355210685685852,-0.008516765087962444,0.09206887194482095,,0.05313590848872592,0.0036806124814562644,0.00997455957034218,2.0011062716204546,True
Dsp,0.16643134768395423,0.07465716136707909,0.09177418631687514,1.169131123437351,0.16419962745047276,1.196209622850754e-13,7.635380571387792e-12,11.11716931146485,True
Matn1,0.0889979133571532,-0.000682346638449329,0.08968025999560253,6.17112968029593,0.06233973496364019,0.0002491971164395833,0.001012996408290989,2.9943920944839144,True
Fxyd4,0.002071588642412205,-0.08675475491484357,0.08882634355725577,,-0.06241693597564633,0.0003455468082878618,0.0013358768361644141,2.8742335806627706,True
Ankrd22,0.07808960486006387,-0.010061176275563712,0.08815078113562759,,0.04825601809770956,4.131575868219533e-11,1.264768122924347e-09,8.897989088847918,True
Exd1,0.07624609420212826,-0.011533557324898627,0.08777965152702688,,0.04594093394957191,0.0010431797202102213,0.003435278990813023,2.4640379866246973,True
Mxd1,-0.3382579908339169,-0.42552690032893425,0.08726890949501737,-0.3499429569326143,-0.6940701973314676,0.0063939247601024615,0.01577448542788436,1.8020447987700579,True
Crtac1,0.014014002004649008,-0.07264691751348419,0.0866609195181332,,-0.04292706334830464,0.00046130823547365594,0.0017149005036195388,2.7657610721124617,True
Cpne7,0.2759589037420915,0.1903555967444947,0.08560330699759677,0.5514654224047377,0.30235678163928065,0.005443521799892913,0.013723164201410705,1.8625457401763916,True
Tmem125,0.1245562249258277,0.03900657485764617,0.08554965006818152,1.6702177924908388,0.11340899717361429,8.585147151028505e-08,1.0343550784371693e-06,5.985330348926664,True
Shisa2,0.1432996827360597,0.05856522149866531,0.08473446123739439,1.301189384971514,0.1387259548379739,1.7523339616908958e-05,0.00010168282176156069,3.9927524103447736,True
Phlda1,-0.027485592365243654,-0.11078844692620578,0.08330285456096212,-2.3368899531151044,-0.10335927093936946,0.0019245863831631725,0.005808610814375772,2.2359277209297357,True
Lhfpl4,0.09312169718522555,0.010198566763305281,0.08292313042192026,3.0217959859958583,0.07266854005153874,0.0001582929270220808,0.000685250766329354,3.164150470108167,True
Clec4b2,0.058209751462044004,-0.023693293516456455,0.08190304497850046,,0.02468595094514332,5.6888948595064466e-08,7.201132733552464e-07,6.142599183952293,True
Kcnq3,0.15354039890615268,0.07185105571310949,0.08168934319304319,1.1108006657229896,0.1540591338157775,0.004292973359367865,0.011264345613803257,1.9482940329298628,True
Sall3,0.10751601515680906,0.025861992498585503,0.08165402265822355,2.025920187090036,0.09313961567963494,0.0014741497229207848,0.0046847978482652064,2.329309144429793,True
H2.Q6,0.38867763972442965,0.3082209707772415,0.08045666894718817,0.3472044952200345,0.4313012846895788,0.0032930537408477397,0.00911361736396976,2.0403092092629986,True
Gm28187,0.010738975692600433,-0.0688249859794034,0.07956396167200383,,-0.042520696957718096,0.0004447877464193362,0.0016617225893624018,2.7794414763190307,True
X4930438A08Rik,0.040646396364861545,-0.03747554280076397,0.07812193916562551,,0.0022854761069871932,7.316228305425735e-05,0.0003472893182955254,3.4593085742379035,True
Ankmy1,0.09880943424084605,0.02083674658737201,0.07797268765347404,2.1976839239420167,0.08382346489909007,8.866695620862979e-06,5.757594559001935e-05,4.239758920734026,True
Art5,0.12820389165058899,0.05189667741812845,0.07630721423246054,1.3156462680899703,0.12439468874078304,1.1887725993233766e-12,5.752125480596984e-11,10.240171648540255,True
Crispld2,-0.009333237971677313,-0.08431242256391704,0.07497918459223972,-4.605649268899862,-0.06918369802617479,0.0003688528450058017,0.001416848316283489,2.8486766415854015,True
BC051142,0.0668807867906277,-0.007709324328220683,0.07459011111884839,,0.042063964863340526,0.005560823827121369,0.01396022718105783,1.8551075141858515,True
Stfa2l1,-1.5803471723891722,-1.65441431332571,0.07406714093653788,-0.06977810914766329,,5.720723097055901e-06,3.95441688736583e-05,4.402917547885603,True
Chst15,0.010920800477768281,-0.06311826636155658,0.07403906683932486,,-0.03815257385867151,2.2751952776796202e-06,1.7821372932216346e-05,4.749058841605675,True
Zfp697,0.08257143867195273,0.009102049312318903,0.07346938935963382,2.995239695574208,0.0646576632339034,0.000889150014182602,0.0029971348792671975,2.523293712175017,True
Bok,0.381145611767056,0.3080764984396947,0.07306911332736132,0.3200746423903246,0.42718891625970745,0.007574102108513867,0.018119861503621694,1.7418451261096874,True
Itgb2l,-0.03706911837268786,-0.1095109196039447,0.07244180123125685,-1.7887204907670997,-0.10981018475400124,3.750697090798027e-11,1.1720928408743835e-09,8.93103798671168,True
Gm13620,0.0561246130911807,-0.015071079885508399,0.0711956929766891,,0.02931402219302665,0.01211583393758645,0.027247002858140443,1.5646812626995628,True
Panct2,0.08880524077168897,0.01813890494144083,0.07066633583024814,2.2342567509910625,0.07515206936606283,0.0020899842306136406,0.006251199094557251,2.204036669023824,True
Hist1h4m,0.04772402812064805,-0.020285583156783953,0.068009611277432,,0.01965811345933378,0.0007993691901764951,0.002750123360698951,2.5606478248354714,True
Gm43689,0.13067251330238616,0.06576086819196401,0.06491164511042215,1.0116961147216421,0.13516274270622947,0.00015026938703766157,0.0006571547538090156,3.182332346100533,True
Lin28a,0.02895284522714678,-0.03507951804626061,0.06403236327340739,,-0.004426243249339187,2.721035113525514e-07,2.7485203166924385e-06,5.560901048439999,True
Mpl,0.1270597333428809,0.06353422224181754,0.06352551110106336,1.0212372576582784,0.13132209384332486,0.00431803045764078,0.011293889601501603,1.9471564618349284,True
Smim6,0.35501598035580767,0.2920200522706809,0.06299592808512677,0.2959578404483741,0.4043778335706475,3.217029057616877e-05,0.00016872530022466137,3.7728197904155096,True
Gm17619,0.04636993169682883,-0.016416362280724666,0.06278629397755349,,0.021446729410848804,0.0005789805797233616,0.0020927008905663675,2.679292840872721,True
Sept5,0.028597576392659845,-0.03335509742401596,0.06195267381667581,,-0.0034359142300912473,0.00016487817274157704,0.0007086454415827094,3.1495710021639254,True
Pak3,0.05752520283483523,-0.001370523846865633,0.058895726681700865,6.655951679803173,0.039948798683056855,0.010231620086272998,0.023484973419142307,1.6292099270253928,True
Slfn4,-0.030134271849730568,-0.08856651295054788,0.05843224110081731,-1.8398819861898825,-0.08827067641558276,1.0029463844306027e-07,1.1753277942546126e-06,5.929840993492314,True
Map1b,0.023247313108255962,-0.03417615972148928,0.05742347282974525,,-0.007905114576379752,0.0008182578566597646,0.0027990576624621366,2.5529881546845448,True
Ifitm7,0.13849732262121026,0.08495069990750201,0.05354662271370825,0.7322976977101843,0.15279867924910176,0.00045653059622709674,0.0017013562592314165,2.7692047368177164,True
X4921507P07Rik,0.07415059790066887,0.021303152482745887,0.05284744541792298,1.7813307564114675,0.0672626795077438,2.6433932182061982e-09,5.217223456985918e-08,7.282560561771468,True
Tspoap1,0.08485642049002921,0.03348314153241074,0.05137327895761847,1.3556983887022394,0.08293386656368419,0.014374935507751235,0.03150095436322404,1.5016762884833095,True
Mst1,-0.07477025895240541,-0.12546961439856635,0.05069935544616094,-0.8433007290467248,-0.1521953640865512,0.0020610091904002914,0.0061892167879888625,2.2083643051277697,True
Cnga1,0.06802482694518291,0.017540381139161454,0.05048444580602146,1.9206222425824757,0.0604384207906464,0.013548677954330533,0.02990878135613804,1.5242012820902717,True
Krt83,0.04043842035144107,-0.009266012163546895,0.04970443251498797,,0.02231270240168837,2.246007933424524e-08,3.2239348326667805e-07,6.491613745433714,True
Gm39121,0.038666215718208,-0.010972363823757485,0.04963857954196548,,0.019839845785521403,9.029359826569759e-11,2.5798170933056453e-09,8.588411084030547,True
Papss2,0.03764219468400792,-0.010369698000481853,0.04801189268448977,,0.0195400222983773,0.0028815741360160197,0.008152328303884213,2.088718339098009,True
Alox8,0.003253368752650813,-0.044528150418876936,0.04778151917152775,,-0.03008497807209314,0.0032881473214349858,0.009108441333614919,2.0405559345665485,True
Thbd,-0.03117312610038076,-0.0785929242914809,0.04741979819110014,-1.6026002203348682,-0.08143519568500936,0.0025407034597500276,0.007328952287740464,2.134958105601004,True
Gm13483,0.011442620396775485,-0.0337618072040454,0.045204427600820885,,-0.016190398160903726,0.010396458400325586,0.02373620639343741,1.6245886903539521,True
Fbxl21,0.03477218473386024,-0.01039272093403308,0.04516490566789332,,0.01747974419725677,0.010245267208397761,0.023498319285315965,1.6289631994821452,True
Usp17lc,0.1538801805105355,0.10998623602414159,0.043893944486393915,0.5132399226297224,0.17878883189384412,9.554772969617596e-07,8.213271893654093e-06,5.085483799970797,True
Slco4c1,0.01855857232601613,-0.021806064674266552,0.040364637000282685,,-0.0023444744843392922,4.917100573030866e-07,4.624232513822131e-06,5.334960337015907,True
X1700041G16Rik,0.026569872627906322,-0.013389700837108484,0.0399595734650148,,0.009476293628975146,0.022744371975456,0.04635401897171739,1.3339126058221316,True
Gm45833,0.054414930228490685,0.015340457959285448,0.03907447226920524,1.7996255430773171,0.049460274439003915,1.2498053238243288e-05,7.636285074283069e-05,4.117117867093837,True
X2010005H15Rik,-2.6388876590651025,-2.6776523036915543,0.038764644626451794,-0.023218594478879633,,0.010042252357551342,0.023121072196971622,1.63599203018095,True
Ets1,0.01324263018216811,-0.02512522360583351,0.03836785378800162,,-0.008597043459963968,0.004362199653668242,0.011379651270438891,1.9438710466970686,True
Gm11992,0.011829140535964585,-0.026382055221051543,0.03821119575701613,,-0.01053608827941266,0.017299106565341255,0.03678052423531096,1.434382085025069,True
Art3,0.014896727096455368,-0.0232989248530725,0.03819565194952787,,-0.00607367151710271,0.00038881996287192726,0.0014840456598165161,2.8285527368593493,True
Trib3,0.08177721957607638,0.04457149045990702,0.03720572911616936,0.913616644871959,0.08837821069119169,0.020056033374143717,0.04172545084773311,1.3795989620273894,True
Gm35339,0.04120844358903045,0.005695887424702719,0.035512556164327726,2.615429341395152,0.033443674712351296,0.001083156007701259,0.003543585630429419,2.4505570680883983,True
Xrcc5,0.29534005208131614,0.26005601249430554,0.035284039587010596,0.20128923017233216,0.3535469139087837,0.0011769043869160516,0.00382111813933783,2.417809534813721,True
Hspa1a,-0.04850915449088894,-0.08314852260804872,0.034639368117159786,-0.9311760528791696,-0.09824118611672633,0.012243211430412244,0.027512834675083694,1.5604646615069082,True
Gm10800,0.026943651032539505,-0.007441583275979963,0.03438523430851947,,0.013999623208915908,1.1233017492934438e-06,9.600869652080715e-06,5.017689426544406,True
Gm13563,0.07548156328822654,0.04132119757263066,0.03416036571559588,0.9105571553225672,0.08188684837967611,0.0019066397394026937,0.005766047599000082,2.2391217768111904,True
Gm17638,0.04354632861188175,0.009665007742191983,0.033881320869689764,2.085203649640402,0.03788213120595441,0.0007940472249143531,0.0027349502580287705,2.563050567999681,True
Acox2,0.043661771365191636,0.010171982993357975,0.03348978837183366,2.027187481366498,0.038319408788965295,0.00030626559466529575,0.0011963499791613115,2.92214175363835,True
Pax8,0.023757599943398593,-0.00955860417691156,0.03331620412031015,,0.01020622357471304,0.002517552239667186,0.007290209188225442,2.1372600096808534,True
X1810062G17Rik,0.03161403233311559,-0.0010202803788484796,0.03263431271196407,5.260930634799144,0.02190163763263608,0.005600428434162993,0.014036161489130308,1.8527516437741915,True
Il23a,0.05053498825608422,0.01797401621119414,0.03256097204489008,1.4998038642425253,0.04859123781090937,0.003746335256669156,0.010097938697221445,1.9957672701566016,True
Gm48684,0.028891387097252353,-0.0035583261271742777,0.03244971322442663,,0.01815917510774211,0.018231637699171396,0.038409349085333,1.4155630526641232,True
Zfp658,-0.07677433724073,-0.10900473370388189,0.032230396463151886,-0.5954060199491022,-0.14064984741651068,0.014118882291110354,0.03100779419716769,1.5085291270896952,True
Gal,-0.06506691922147231,-0.0957504337587957,0.03068351453732339,-0.665312383823744,-0.1209352408238105,0.006420837551732693,0.015827865780770813,1.80057764117817,True
Myl2,-0.04721120875953214,-0.07588265844864717,0.028671449689115024,-0.840532944555324,-0.09164349961385529,0.0072369893415678895,0.017452546643652467,1.7581411926251762,True
H2.Q7,0.584359770616677,0.5561503320483184,0.028209438568358558,0.08082429049599041,0.650998910331922,0.0039731882631752,0.01065197925784236,1.9725696879159142,True
X1700056N10Rik,-0.016821337833807046,-0.044715931571883236,0.02789459373807619,-1.974560757518375,-0.04508700228704572,0.0035417954223298147,0.009650668725694318,2.0154425919601953,True
Nudt8,0.05286365005431468,0.026293440321280136,0.026570209733034547,1.0557418213966583,0.05599876490335248,0.021533573310048244,0.044247068445304606,1.3541154978520928,True
Dapk2,-0.0202645726710909,-0.04621018780141513,0.02594561513032423,-1.6271342445328443,-0.04876640304579742,7.74362666964297e-07,6.930361690444716e-06,5.159244099289308,True
Atp8a2,0.04870671370750689,0.023117535882671212,0.02558917782483568,1.1217666263452766,0.05090162609457594,0.008849642463404804,0.020741349523605006,1.683162989914788,True
Arhgef5,0.2123022838299817,0.18678445671526023,0.025517827114721475,0.20927250161361563,0.26248532015413845,0.015460207528783132,0.033536241927946055,1.4744856060531097,True
Gm43077,0.0517310282884636,0.026993329782299465,0.024737698506164134,0.992435402778079,0.0556984673791406,0.0013828406848308797,0.004418021357287156,2.3547721890237643,True
Plpp3,-0.031575903909908415,-0.054002851088685244,0.02242694717877683,-1.0211218777803504,-0.06309168783120492,2.1626305376210587e-07,2.2605894121474482e-06,5.645778310821988,True
Slc27a2,0.03718918886474213,0.015198586282713072,0.02199060258202906,1.3267886928135824,0.03730333739178737,0.009092232497841172,0.02124353387346068,1.6727732364566668,True
Hpn,0.00527219659331325,-0.01563639145537925,0.0209085880486925,,-0.007495624611323674,0.015978750345749575,0.03433828870863089,1.4642213522420062,True
Nrap,0.0013957179515439173,-0.019175414052097422,0.02057113200364134,,-0.012882687485344971,0.0025368314507227987,0.0073248261329820945,2.1352026795585117,True
Sned1,-0.05218374083217406,-0.07248530233585582,0.02030156150368176,-0.6084506571077812,-0.09285477631360416,9.785695864175793e-06,6.21972194756936e-05,4.206229029993342,True
Slc6a12,-0.14180355464015607,-0.16081255732868777,0.0190090026885317,-0.22529796127349816,-0.2366871117691865,0.0007192726355508165,0.0025326501251789315,2.5964248019975282,True
Alox5,0.12021413430561204,0.10135565577343017,0.018858478532181866,0.28771173083852275,0.1515794639765061,4.819377143299931e-06,3.417997973971582e-05,4.466228199044545,True
Gm47071,0.006546934435501086,-0.012252590162033715,0.0187995245975348,,-0.004121642578610046,0.004139331217943296,0.010989374914893706,1.9590270099180007,True
Stfa3,-1.2722344874627827,-1.2907240880532487,0.018489600590466004,-0.025344571155078214,,0.0019096201334461679,0.005769245116151564,2.238881008913134,True
Plet1os,-0.01658934743137704,-0.03505950685780255,0.01847015942642551,-1.6359784322832305,-0.03774628637763856,0.013100467759845968,0.029069085265930404,1.536568634215442,True
Pdgfd,0.04544944709799753,0.027442612570282073,0.018006834527715457,0.8039139745769526,0.05164499390237044,0.02025442237065386,0.04199258266203288,1.3768274142075734,True
Gm7480,-0.031903533798919526,-0.04989345532477045,0.017989921525850924,-0.8840298942362167,-0.060244585543074734,0.010410301011534217,0.023749736147986804,1.624341210885847,True
Ly6g,-0.06160705814263253,-0.07877032441688878,0.017163266274256246,-0.46404580866180484,-0.10499012231571553,0.011679212930331454,0.026324296612317326,1.5796432243768683,True
Glyat,0.10050434809678295,0.08356673578901197,0.01693761230777098,0.31514518370498007,0.12701981170677862,0.009869212436291465,0.022792638420996457,1.6422053990251257,True
Dnm3,-0.06906204883237516,-0.0840927940279986,0.015030745195623446,-0.379394559030263,-0.1149370867880797,0.004163573769709021,0.011014745422510637,1.9580255359963286,True
Peg10,0.035327810873850014,0.020934270424200287,0.014393540449649727,0.8479446611673973,0.0400241552381925,0.02116850766211726,0.04361643062249435,1.3603498780599776,True
Ear2,-0.08703365218388102,-0.10121207008015622,0.014178417896275192,-0.2911469404368724,-0.14261269932372433,0.022415842791429285,0.045715518949209964,1.3399363458840745,True
Ankrd63,0.009862524733553132,-0.004224506135729668,0.0140870308692828,,0.004061249072025211,0.001833504254265109,0.0055899519947106985,2.2525919217239108,True
Fam129c,-0.008998618370302271,-0.022301835940436675,0.013303217570134404,-2.736509907236159,-0.02275704976567276,0.004419590324479859,0.011499367713304055,1.9393260384439728,True
Art4,0.10480228347013089,0.09200807049596318,0.012794212974167704,0.23651093792686126,0.13541033029736688,4.915980532447427e-06,3.4777609471575634e-05,4.45870027365545,True
Gm28989,0.010263829083131603,-0.0021283581646315912,0.012392187247763194,,0.00585659828756656,2.9605589932447885e-05,0.0001580369569347752,3.8012413414251585,True
Gucy1b1,0.018179204093974617,0.006338855517855736,0.011840348576118882,1.5330013829549367,0.017578512560539217,0.022771937308839366,0.04637869105669932,1.3336815125948498,True
Styk1,-0.02257816623805661,-0.03369045131728636,0.01111228507922975,-0.9306257208697557,-0.04117114319194945,0.002483187061102653,0.007232583673114523,2.140706533336845,True
Slc16a9,0.04664702845898337,0.03561385647008367,0.0110331719888997,0.48378237049238504,0.05815083415817548,0.004669526168989037,0.012024530907267909,1.9199318570213884,True
Gm17322,0.026021574701760617,0.015187735407470367,0.01083383929429025,0.8955177648384903,0.029424127090719027,0.006789541803249247,0.016613886957379885,1.779528748845692,True
Retnlg,-0.06035188382179075,-0.06985466095282146,0.009502777131030711,-0.31885445066603324,-0.0971210868814916,0.011021264913164155,0.0249726546370789,1.6025352889279751,True
Gm15541,-0.0038701226498615293,-0.013316874627535488,0.009446751977673959,,-0.012451375265168051,0.006584465448756823,0.0161780477856433,1.7910738861276385,True
Mmp9,-0.07315394748139921,-0.0804617152395637,0.007307767758164496,-0.22349401037921188,-0.1152971091111278,0.024804742651502246,0.0499759757921469,1.3012387174298026,True
X9130015A21Rik,0.005950213753124963,-0.0011538008323517266,0.007104014585476689,3.8141350312134907,0.003455738434601253,0.00040128042666730214,0.0015238497215214006,2.817057859985949,True
Ccdc80,-0.1610237096265855,-0.16805594144485614,0.007032231818270646,-0.09873737367715021,-0.2593570367652324,0.007157320359247878,0.017288213428134972,1.762249884597215,True
Wwtr1,0.09615201659157621,0.08943014319002209,0.0067218734015541265,0.15930321870748437,0.12801761252373872,8.962441906370463e-06,5.8071977795057e-05,4.236033382665616,True
