,Neutro,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant
Gnb4,-0.20701729249008505,-0.06392067975186437,-0.14309661273822066,1.6991681201392568,-0.21001037536115696,1.3692481932345324e-06,1.1378793849594452e-05,4.943903770649836,True
Trpc6,-0.10692754089806666,0.036901352541029345,-0.143828893439096,,-0.05141872870828235,5.927776010475887e-05,0.0002877561170133926,3.5409754355281424,True
Gfra1,-0.15610838925826803,-0.011240885231986806,-0.14486750402628124,4.0222873320230175,-0.12606814297617958,7.678858847379194e-05,0.00036291093353819,3.440199947468292,True
Plscr2,-0.08824083015322295,0.05673085644949218,-0.14497168660271514,,-0.02291059715474212,0.0013608432539614363,0.004352377144866001,2.361273478926265,True
Epha2,-0.053731031569742856,0.09134592161729242,-0.14507695318703528,,0.026881407382415096,0.016912430991062963,0.036009434331574795,1.4435837008615728,True
Zfp618,-0.44607642794672336,-0.3003658366234477,-0.14571059132327568,0.5608278441009609,-0.6739715557227569,2.545974258222534e-07,2.6067995817978168e-06,5.5838923573491845,True
Plxna1,-0.4670475245445053,-0.32120402630877787,-0.14584349823572745,0.5305856216453415,-0.7229097639242181,1.4762168326402267e-05,8.8220129440651e-05,4.05443230934021,True
St8sia1,-0.24867385918875046,-0.10275325579482626,-0.1459206033939242,1.2684753175800367,-0.27878232862572827,3.397304097244404e-05,0.00017663626155516832,3.7529201355447723,True
Lsr,-0.3718143498894878,-0.2258544973540177,-0.1459598525354701,0.7087381534290691,-0.5121729259540098,4.793294640469945e-08,6.257538418545879e-07,6.203596475333601,True
Grap2,-0.21780969924966692,-0.07131477653797229,-0.14649492271169462,1.6118581210457017,-0.22526520050822438,0.0014741497229207848,0.0046847978482652064,2.329309144429793,True
A530032D15Rik,-0.2356193047733955,-0.08903203120657723,-0.14658727356681828,1.399924725313076,-0.25553862770923086,0.000557601923942448,0.0020251885857473896,2.6935345290241326,True
Ccdc180,-0.28522491864509536,-0.1361212995302974,-0.14910361911479797,1.0581353460608436,-0.34130519486426086,0.015837659614220793,0.034132887099613776,1.4668269757588202,True
Rnf128,-0.3969587975589986,-0.24745720482535916,-0.14950159273363944,0.671720768775475,-0.5610854886768601,0.0006907714559865253,0.00244088853705486,2.612452052146622,True
Gm14548,-0.6049451159889114,-0.45544231449708444,-0.149502801491827,0.40161947789193847,-1.089862081990395,0.004484159634192898,0.011606970580309487,1.935281116345294,True
Slc15a2,-0.19174032984207834,-0.04220455072012933,-0.14953577912194901,2.208226211307792,-0.17946962909821376,3.146221361886748e-05,0.00016530059694676435,3.781725578066679,True
Irf7,-0.17487646465973214,-0.025048156831499944,-0.1498283078282322,2.8736517419548764,-0.1519426790429215,0.00012299985168131116,0.0005474770846349161,3.2616340540675357,True
Grk3,-0.3265124802076058,-0.17643115802264805,-0.15008132218495776,0.8779370949223994,-0.4178714624279588,2.1469897312942222e-05,0.00012061740063450687,3.918590035028174,True
Zbtb4,-0.26481328571723267,-0.11395683596340755,-0.15085644975382512,1.209234474116683,-0.3029113312309796,1.900309273464784e-05,0.00010900435603048473,3.9625561464428443,True
Arpp21,-0.04877425320457988,0.10216942447388717,-0.15094367767846706,,0.038011297572507756,1.470030765931048e-05,8.802579436712862e-05,4.05539004705637,True
Gpr55,-0.2725154885811345,-0.12131647687908183,-0.1511990117020527,1.1596838408552501,-0.31637716697298923,1.5406675705516029e-07,1.7098179315043313e-06,5.767050132621162,True
Zfp467,-0.13867142206410998,0.013258090490321164,-0.15192951255443116,,-0.09342747220369378,4.2953523165608146e-05,0.00021693698568488962,3.663666398610461,True
Esam,-0.00443937060219277,0.14804114222716788,-0.15248051282936065,-6.631792484055049,0.10003691350813472,0.0028859242195750116,0.008152328303884213,2.088718339098009,True
Cd300c,-0.2039456925106377,-0.051171534424859964,-0.15277415808577774,2.0095564141622497,-0.19686988528397384,4.02802774522693e-06,2.939556228054503e-05,4.531718228177656,True
Gstt3,-0.31507103060973696,-0.16209745209497295,-0.152973578514764,0.9492103491245255,-0.393243665928164,0.0002505497531478402,0.0010171167245514488,2.9926292044816556,True
Pdgfb,-0.3290637681833292,-0.1759567141540673,-0.15310705402926192,0.8933032322889929,-0.4198742814421807,3.9983953379744843e-10,9.371239073377698e-09,8.028202982521666,True
Mfsd2b,-0.06528303555496442,0.08879829989754455,-0.15408133545250896,,0.016863731986472813,2.4778171058576603e-07,2.554450624595526e-06,5.592702487451456,True
Tifab,-0.41894084514107954,-0.2643922032449885,-0.15454864189609102,0.6543766319192453,-0.6031095352096723,0.00482695146768396,0.012376798635087076,1.907391674775657,True
Crip2,-0.08644422599312072,0.06914548750371442,-0.15558971349683515,,-0.012532680478933347,0.013636409002396483,0.030080313975874597,1.5217176349262018,True
Epsti1,-0.36431488324163663,-0.2078178523209147,-0.15649703092072192,0.8000515622974128,-0.4861381283629684,0.005474581927424808,0.01376676092395174,1.8611682295563376,True
Pkib,-0.6833494282735674,-0.5267617067230582,-0.15658772155050915,0.3683392518911065,-1.3402784101890424,0.008982341712049962,0.0210359290680327,1.6770383022726287,True
Chd3os,-0.12683526617364504,0.02975728323354431,-0.15659254940718936,,-0.07178355972605827,0.013409345317612117,0.02962300143802382,1.5283709403478016,True
Sp100,-0.3587467162955728,-0.20184666517210947,-0.15690005112346334,0.8199338975850397,-0.47452580286680235,0.021116798044415658,0.043539789782300324,1.3611136721393748,True
Gata3,-0.14400688824623473,0.012946814654242503,-0.15695370290047722,,-0.0977798029159281,7.316228305425735e-05,0.0003472893182955254,3.4593085742379035,True
Akr1b8,-0.34802650141075364,-0.18981714507283576,-0.15820935633791788,0.8649801946223038,-0.4519024080107433,0.0011560716980745247,0.003757546147587838,2.425095677003281,True
Gpr18,-0.24089636367109354,-0.08220675881874934,-0.1586896048523442,1.5505210994029763,-0.2542060283780751,5.262217007516454e-09,9.510030736475519e-08,7.0218180794179865,True
Nr4a1,-0.12287226966463478,0.03582044823080097,-0.15869271789543576,,-0.06420220814464515,0.004224744716664782,0.01112751022826545,1.953601997847309,True
Ptgs2,-0.25576679835273886,-0.0965616799545848,-0.15920511839815404,1.4015291694587853,-0.2795713431945357,0.003589299064776362,0.009762372796309236,2.0104446119336843,True
Itgax,-0.427592862954379,-0.26763768676184163,-0.15995517619253735,0.6665535474126708,-0.6162050915316628,3.641164674543645e-07,3.5351113345083935e-06,5.451596904016661,True
Ifi44,-0.0009440849712209938,0.15982969866716956,-0.16077378363839057,-5.0140127569524555,0.11028680569235404,0.002426864248641137,0.0071099538534408315,2.1481332180129966,True
Fosb,-0.39775894212483304,-0.23639725839512654,-0.1613616837297065,0.7411858615887177,-0.550207496313982,9.70578957651786e-05,0.000445219705344856,3.3514256221155274,True
Cd274,-0.5426203325295474,-0.37997753436480575,-0.1626427981647417,0.5057292483127116,-0.8924431733729753,0.0003998777311963525,0.0015223771492246924,2.817477743402133,True
Pid1,-0.6846698597076952,-0.5211368915517087,-0.1635329681559865,0.38669615282170433,-1.3324379980011338,0.010479760357580272,0.023871891475125903,1.6221131685648775,True
Xaf1,-0.053629780481846974,0.11055352605898676,-0.16418330654083374,,0.04048831116140544,3.011935667294495e-06,2.270303266804896e-05,4.6439161259333925,True
Pacsin1,-0.2586951182803987,-0.09415456856447506,-0.16454054971592363,1.455542041881902,-0.2800277836434315,6.63275063051142e-10,1.5074433251162318e-08,7.821759006917146,True
Gm26740,-0.4096573847958664,-0.24505132761753728,-0.1646060571783291,0.7320404542773794,-0.572081415576851,0.003713341687472856,0.010036058614791503,1.9984368108880997,True
Kitl,-0.08883091865685855,0.07622072936052153,-0.1650516480173801,,-0.009125126500252373,1.0126162905311502e-05,6.39547130861779e-05,4.19412744505715,True
Ccr9,-0.346037420717962,-0.18041851341875162,-0.1656189072992104,0.9306302209037299,-0.4407097955599042,0.011167836298558617,0.025266597960539858,1.5974532300400752,True
Scn3a,-0.2626369782440698,-0.09696898880489699,-0.1656679894391728,1.434468330142401,-0.28595759911763097,3.5873592313854146e-06,2.6377641407245694e-05,4.578764040086566,True
Nfat5,-0.47582139272446433,-0.3095781456098244,-0.16624324711463995,0.6113056250708139,-0.7195181773355481,0.01834553344299872,0.03856804507988519,1.4137723739038623,True
Cmya5,-0.11448987979398838,0.05176425181146823,-0.1662541316054566,,-0.045971705781594485,1.4474166533832373e-08,2.2154336531376084e-07,6.654541251503586,True
Itga1,-0.6788119680689982,-0.5113515001412833,-0.16746046792771496,0.40164387907069904,-1.3042973703181662,0.00972487435076914,0.022476597112717583,1.6482694389675228,True
Tgm2,-0.3154758828484542,-0.14792140396713924,-0.16755447888131494,1.0848574409738796,-0.38025579385725167,9.443029123337659e-07,8.164002123923049e-06,5.088096890971163,True
Slfn5,-0.48653367002320863,-0.31869812574551165,-0.16783554427769698,0.6016721503779755,-0.7432692504494285,4.697367520091257e-05,0.00023486837600456283,3.629175455130834,True
Stxbp6,-0.07594357327743549,0.09232668691518174,-0.16827026019261723,,0.011769777545070336,0.010258930531339541,0.02351168189000659,1.6287163028434641,True
Plbd1,-0.6737986471532932,-0.5045961974246784,-0.16920244972861476,0.41011628602514905,-1.2834828605554278,4.053810118748214e-05,0.00020612593824143461,3.6858673545268044,True
Fcgr1,-0.5167104602516955,-0.34706353522139616,-0.16964692503029938,0.5657780958131877,-0.8157501729210563,0.0012078262805106646,0.00391727442327783,2.4070160030396766,True
Entpd1,-0.33604723892274374,-0.1663089688838143,-0.16973827003892944,1.0064694326164487,-0.41730547389726635,0.00043711646195026605,0.0016371403069298353,2.785914098893369,True
Ednrb,-0.4498965184387235,-0.2801312622403992,-0.16976525619832433,0.674612236147538,-0.6552030616532397,0.000706076613849788,0.002492035107705134,2.6034458436440033,True
Pdgfa,-0.5327282105852424,-0.36273273461051236,-0.16999547597473008,0.5462588049812473,-0.856555568924491,0.010396458400325586,0.02373620639343741,1.6245886903539521,True
Hes1,-0.07330193499134707,0.09671854686212579,-0.17002048185347285,,0.01679339453764939,0.018005702215807322,0.03798671353545849,1.42036827831039,True
Slc7a2,-0.3250871160978458,-0.15499743527951895,-0.17008968081832684,1.0606581734534255,-0.3960089297822089,7.1450132237510594e-06,4.79531088842353e-05,4.319183231506867,True
Fbxo32,-0.2764267193383322,-0.10582764262324684,-0.17059907671508534,1.3813011311931225,-0.30601521274420584,1.7817629680015038e-05,0.00010299207907523144,3.9871961747724747,True
X2810474O19Rik,-0.4301903256809601,-0.25889931579980535,-0.17129100988115475,0.7236706163869363,-0.6094309641286321,0.024656610225461176,0.04977781337576281,1.3029641848607647,True
Dcstamp,-0.5198254487057006,-0.34827246947853363,-0.17155297922716695,0.5695043519415397,-0.8212508405836757,8.366325032819479e-06,5.492117089378214e-05,4.2602602123805156,True
Igha,-0.2737382604940419,-0.10125421311933666,-0.1724840473747052,1.4318796409261014,-0.2995535998555177,0.012714957224139173,0.02831839025420751,1.5479314375495243,True
Cpeb4,-0.5363750987727839,-0.3637152744980227,-0.17265982427476118,0.5522880455522383,-0.8626150093644356,0.008200861380264322,0.019464069731640006,1.7107663481785418,True
Clec4a3,-0.7565459147686904,-0.5838774956176848,-0.17266841915100561,0.36731641153822814,-1.6003879008537856,0.00026303717050055306,0.001060633752018359,2.974434556661081,True
Cdc42ep2,-0.6167965784552658,-0.444057559657123,-0.1727390187981428,0.46657021878388133,-1.090578849809757,0.0014765020483542763,0.004687308090013576,2.3290764999904727,True
Kynu,-0.4727740100133808,-0.29981299508168774,-0.17296101493169308,0.6484646990617156,-0.7043792371853966,4.243257178036656e-07,4.0411973124158635e-06,5.393489944508743,True
Net1,-0.169905377312302,0.004236095447576436,-0.17414147275987843,,-0.12474622889703704,0.0028127819974434645,0.00798329800598902,2.097817658785946,True
Pld2,-0.3953928055635518,-0.22047842097036252,-0.17491438459318925,0.8339118538234046,-0.5310218285582227,2.984698071595641e-05,0.0001584795436245473,3.8000267881107646,True
Tnfrsf9,-0.5043524273175527,-0.32858430597864563,-0.17576812133890707,0.6098487387731832,-0.7771172280843204,4.050980669914159e-09,7.50181605539659e-08,7.124833588959707,True
Tnfaip3,-0.48509977795987813,-0.3093265108083599,-0.17577326715151825,0.6406973081217209,-0.7302801370500661,2.2425586630483794e-10,5.799720680297532e-09,8.23659292194164,True
Arl5c,-0.490138204507859,-0.313869951744354,-0.176268252763505,0.6346162817262242,-0.7417924491134329,0.0033474662059161326,0.009213209741053576,2.035589041900836,True
Nlrp3,-0.7168893657004697,-0.5402860400220239,-0.17660332567844583,0.40134867868497925,-1.4289065124427893,0.00010315677943713304,0.0004688944519869684,3.3289249058529604,True
Skil,-0.41756460073160667,-0.24035637998084983,-0.17720822075075685,0.7881655711111403,-0.5755303825765645,1.6781130941513916e-06,1.3711801969120664e-05,4.862905467615976,True
Acadl,-0.1679705830388393,0.009891729979838317,-0.1778623130186776,,-0.11878869934828137,0.010396458400325586,0.02373620639343741,1.6245886903539521,True
F13a1,-2.2769224145101776,-2.0976885658202704,-0.17923384868990722,0.11588433108675175,,0.008381739709709906,0.019814987493404036,1.7030061974427024,True
Fcer1a,-0.1824639128177038,-0.0030727158764565256,-0.17939119694124728,7.3623506215366055,-0.1404570666706551,2.0024375748942797e-07,2.130252739249234e-06,5.671568867570778,True
Siglech,-0.3769943241567677,-0.19684155832516181,-0.1801527658316059,0.9292808538531363,-0.48785998883142545,0.00881375702484399,0.020689570480854437,1.6842485252710009,True
Crybg1,-0.5054186018659385,-0.32443905463554057,-0.18097954723039789,0.6313606139849034,-0.7733159609875807,7.344631925278122e-05,0.00034808682110322854,3.458312419204919,True
Esm1,-0.06425517781633112,0.1168868399061538,-0.18114201772248492,,0.03747476385545466,0.00028362739544343993,0.0011299896232806373,2.9469255446339706,True
Itgam,-1.2159297418019543,-1.0342941625154372,-0.1816355792865172,0.22912591467755206,,0.014246401388848437,0.03126496281385904,1.5049420835272251,True
Snn,-0.1886335698251502,-0.006562038513265707,-0.1820715313118845,5.323505647461245,-0.14815751661171517,0.00792522629559762,0.01889958576056666,1.7235477145501215,True
Dapk1,-0.2680958275454583,-0.08522077398447099,-0.18287505356098732,1.6553408687517832,-0.2804367997408637,0.00017556441658140022,0.0007492080366204845,3.1253975726726546,True
Jak2,-0.5971614866215956,-0.4142523186581071,-0.18290916796348855,0.5201408817874588,-1.0165613350287643,0.0006083284928344125,0.0021829969838555474,2.6609468643347443,True
Ptprg,-0.09018117119182179,0.09303321540100967,-0.18321438659283146,,0.0020558495232030445,1.1604590222647413e-05,7.178097044936545e-05,4.1439906744793,True
Trim28,0.42594537978911806,0.6114716640931589,-0.18552628430404083,-0.5063068715352385,0.6028450072323428,0.01734254549419055,0.03684676804714706,1.4336005995510916,True
Pgf,-0.5370209742076036,-0.35112809543019086,-0.18589287877741278,0.6051417529933518,-0.8470366260065633,0.00019531109136874185,0.0008194870966520637,3.08645788028375,True
Cd24a,-0.297747030389757,-0.11170858163883837,-0.1860384487509186,1.4112770483416472,-0.3304793656814289,0.012036820716487828,0.027089619016851824,1.5671971027572502,True
Nt5e,-0.1715836456361791,0.014619461036611056,-0.18620310667279014,,-0.1179158931124734,0.003746335256669156,0.010097938697221445,1.9957672701566016,True
Htr7,-0.3163951612486719,-0.1294321935452903,-0.18696296770338158,1.2845975849011233,-0.36385322563155664,1.9373099764000914e-14,1.7093911556471393e-12,11.767158547401321,True
Fxyd7,-0.2845876466601872,-0.09699087546329464,-0.18759677119689255,1.5525170211303272,-0.3054126290319879,1.16709092912821e-10,3.2722175583033926e-09,8.485157829319292,True
Neurl3,-0.3004592507663129,-0.11270807342831735,-0.18775117733799557,1.411540852431487,-0.3338499893521154,7.891835582996948e-07,7.025372922549212e-06,5.15333061748599,True
Smdt1,-0.3366219507353568,-0.14882544243642903,-0.18779650829892774,1.1712883009132,-0.4011083100858772,0.01001545618151128,0.023094825937381894,1.636485306624597,True
Rilpl1,-0.15088808035469264,0.037016059762479105,-0.18790414011717174,,-0.08457242950513391,1.0038154883947505e-06,8.60413275766929e-06,5.065292897275928,True
Cd164,-0.516119334153822,-0.3280004383037947,-0.18811889585002733,0.6460955451752612,-0.7910080866621492,0.0055766352427286696,0.013988215491794322,1.8542376859012328,True
