,Baso/Eos/Mast,others,delta,log2fc,A,p-val,p-adj,p-adj-log,is_significant,tf_name
Klf9_184,0.5361382433514669,0.18298021741580597,0.3531580259356609,1.8375809784335844,0.4431390049995491,0.3575139448046758,0.6840071568714189,0.16493935416657365,False,Klf9
Creb3l2_118,0.30125875949466185,-0.042661263116476264,0.34392002261113813,,0.17542719161709505,0.2332537303134069,0.5868482630311419,0.23147417651556537,False,Creb3l2
Sp100_714,0.29608570168962617,-0.046046276571458704,0.3421319782610849,,0.16995028051971361,0.4708860922900461,0.7925983461828637,0.10094683818957291,False,Sp100
Cux1_474,0.23909619902921542,-0.09795070380728557,0.33704690283650096,,0.09838283313736199,0.20942781722323534,0.5597434387602835,0.25201098846247216,False,Cux1
Gm5294_344,0.7095232339955188,0.3727344417354508,0.33678879226006797,1.155083634828875,0.6239874757267443,0.23420701653850562,0.5868482630311419,0.23147417651556537,False,Gm5294
Foxl1_370,0.7095232339955188,0.3727344417354508,0.33678879226006797,1.155083634828875,0.6239874757267443,0.23420701653850562,0.5868482630311419,0.23147417651556537,False,Foxl1
Nr4a3_679,-0.11074375269769504,-0.4472241256927548,0.3364803729950598,,-0.4718966986871012,0.394138668262933,0.7365048843387858,0.13282436866609082,False,Nr4a3
Barx1_432,0.44531583524855306,0.10929236075693534,0.33602347449161774,2.357406523042423,0.3531020398812691,0.44732519873759224,0.7735758665776852,0.11149708749748019,False,Barx1
Pitx3_452,0.7078254399428026,0.3786554856655167,0.32916995427728585,1.129528269485469,0.6259628755613508,0.25083653151189134,0.6061310158725703,0.21743349246636234,False,Pitx3
Nkx63_567,0.4387290479301951,0.11565060181604499,0.32307844611415015,2.260493208466448,0.3529729643911696,0.7504594296601085,0.9257415621821199,0.033510237706221566,False,Nkx63
Nkx31_439,0.4399612474887994,0.11701141600356134,0.32294983148523804,2.2470519431489393,0.3544367368584737,0.338805233161683,0.6794441690533485,0.16784622409444797,False,Nkx31
Irx5_484,0.270613440419473,-0.04920386152426163,0.31981730194373464,,0.1514754185325312,0.5263161060122734,0.8193168010286013,0.08654813934395002,False,Irx5
Zbtb7a_808,0.5169435884042444,0.19872429543202066,0.31821929297222373,1.6772312749105673,0.4413070540893105,0.5749288499569584,0.8489951858478223,0.07109477237754738,False,Zbtb7a
Zbtb7c_812,0.5169435884042444,0.19872429543202066,0.31821929297222373,1.6772312749105673,0.4413070540893105,0.5749288499569584,0.8489951858478223,0.07109477237754738,False,Zbtb7c
Dmrt2_254,0.5218968549072557,0.204980541455755,0.3169163134515007,1.6440405544298398,0.447249836433822,0.4604948621223528,0.7810701315229138,0.1073099694953207,False,Dmrt2
Tcfcp2_389,0.4492227682802698,0.13368245076462212,0.3155403175156477,2.08137640147862,0.36899470403557044,0.2630603542269213,0.6170724266705974,0.20966385921249434,False,Tcfcp2
Nkx21_399,0.41520304892866966,0.10059070956136554,0.31461233936730415,2.3966016936285026,0.33101365679612194,0.27462133140933054,0.6324177919139152,0.19899592048976,False,Nkx21
Meox2_504,0.5087774393258458,0.19489684190631967,0.3138805974195262,1.686536333232956,0.43492135681397204,0.9786949344493062,0.9967770579495243,0.0014019663917541004,False,Meox2
Irx2_400,0.12025744311415665,-0.19239968732513593,0.31265713043929255,,-0.053001391683337215,0.6833765207633109,0.9009537986744997,0.04529747927086305,False,Irx2
Zscan4_140,0.6060676101279119,0.29608731821527395,0.30998029191263793,1.2942698359284053,0.5371245381456179,0.2714344660652007,0.6283601025446379,0.2017913980986255,False,Zscan4
Sp2_150,0.49937114901148283,0.1919215642785735,0.30744958473290934,1.6869306331497438,0.42829931147109357,0.286524546165437,0.6397839233364948,0.19396667718403093,False,Sp2
Foxf2_308,0.44398853464826876,0.13662041609065476,0.30736811855761403,2.0372598278914618,0.36771154105507703,0.33635907939076204,0.6794441690533485,0.16784622409444797,False,Foxf2
Foxf1a_312,0.44398853464826876,0.13662041609065476,0.30736811855761403,2.0372598278914618,0.36771154105507703,0.33635907939076204,0.6794441690533485,0.16784622409444797,False,Foxf1a
Usf2_95,0.13155560279966494,-0.1758025938425337,0.30735819664219866,,-0.03227581542165476,0.3242992631681819,0.6794108078725332,0.16786754877881355,False,Usf2
Pitx2_464,0.7011420776328852,0.39630968961695906,0.3048323880159261,1.0524993373470117,0.6310818172516762,0.30904780495434314,0.6648296682188553,0.17728960827292298,False,Pitx2
Zkscan1_178,0.4611442493759033,0.16086287167478583,0.3002813777011175,1.8475980078715597,0.39067160374828847,0.3834496600110243,0.7226551284823151,0.14106891090746218,False,Zkscan1
Gsc2_442,0.5162853521968954,0.21925017611658795,0.2970351760803075,1.535287850904052,0.45182329313186903,0.5247325881151668,0.8193168010286013,0.08654813934395002,False,Gsc2
Gm239_651,0.22221656513705199,-0.07328340770795218,0.2954999728450042,,0.1036206084309717,0.3375807325583353,0.6794441690533485,0.16784622409444797,False,Gm239
Foxl1_355,0.7286272818010187,0.4336922794201076,0.2949350023809111,0.9702967366679071,0.6609831634249494,0.23230319882336536,0.5868482630311419,0.23147417651556537,False,Foxl1
Gm5294_332,0.7286272818010187,0.4336922794201076,0.2949350023809111,0.9702967366679071,0.6609831634249494,0.23230319882336536,0.5868482630311419,0.23147417651556537,False,Gm5294
Foxl1_356,0.5964263805169501,0.3081282743449714,0.28829810617197865,1.2179871171346803,0.5383169772354526,0.49665230226555523,0.8082054070077854,0.09247824839251727,False,Foxl1
Gm5294_333,0.5964263805169501,0.3081282743449714,0.28829810617197865,1.2179871171346803,0.5383169772354526,0.49665230226555523,0.8082054070077854,0.09247824839251727,False,Gm5294
Foxh1_304,0.35372374841118465,0.06626813920028472,0.2874556092108999,2.809909043027317,0.2750022112509773,0.4502331442580906,0.7735758665776852,0.11149708749748019,False,Foxh1
Hoxc4_581,0.37065887471548753,0.08641374471664488,0.28424512999884266,2.487004989842118,0.2969404975642926,0.30789457969942924,0.6639682623347105,0.1778526794005424,False,Hoxc4
Pou4f2_840,0.5486284466407583,0.26466471287546445,0.2839637337652938,1.3369261342058263,0.49225989667793657,0.33271120995014514,0.6794441690533485,0.16784622409444797,False,Pou4f2
Pou4f1_841,0.5486284466407583,0.26466471287546445,0.2839637337652938,1.3369261342058263,0.49225989667793657,0.33271120995014514,0.6794441690533485,0.16784622409444797,False,Pou4f1
Arnt_25,0.20104596832678678,-0.08174247034170637,0.2827884386684931,,0.08359020577740682,0.49205138257717296,0.8076804171687919,0.09276044679384127,False,Arnt
Fev_291,0.6728791640164267,0.3926443128345025,0.28023485118192415,1.0156173130254946,0.6161334533521826,0.268273024880324,0.6243187544708332,0.20459361871142132,False,Fev
Tbr1_769,0.28524533539679453,0.005967824171955817,0.27927751122483874,5.686157308333048,0.19611168384873473,0.19989686437512766,0.5550517163933807,0.25566655003428623,False,Tbr1
Twist2_21,0.22430454466917213,-0.0510782892803723,0.27538283394954444,,0.11983838185241337,0.4516911239087391,0.7735758665776852,0.11149708749748019,False,Twist2
Tal2_781,0.22430454466917213,-0.0510782892803723,0.27538283394954444,,0.11983838185241337,0.4516911239087391,0.7735758665776852,0.11149708749748019,False,Tal2
E2f7_260,0.6912334807461431,0.4180430928295945,0.2731903879165486,0.958444545466478,0.6365789516996856,0.40912706214807226,0.7475008346661669,0.12638831806613054,False,E2f7
Nkx25_421,0.46002887651047997,0.18783242900562228,0.2721964475048577,1.6237813681234112,0.4048275560256193,0.29204862858825154,0.6480422600399096,0.18839667205579821,False,Nkx25
Zbtb1_182,0.3313261546942356,0.06006727212110887,0.27125888257312675,2.878160699899827,0.2578514986079484,0.41883927599425896,0.7570004947273288,0.12090383667261057,False,Zbtb1
Hoxa5_510,0.382487572968624,0.113008851003153,0.269478721965471,2.141627600662278,0.31932683646938714,0.6376542345291418,0.8855785585865615,0.05277290703478551,False,Hoxa5
Gm5294_352,0.345377307758123,0.0794554043850552,0.26592190337306776,2.5297361357906913,0.2778852200064097,0.6833765207633109,0.9009537986744997,0.04529747927086305,False,Gm5294
Foxl1_378,0.345377307758123,0.0794554043850552,0.26592190337306776,2.5297361357906913,0.2778852200064097,0.6833765207633109,0.9009537986744997,0.04529747927086305,False,Foxl1
Rax_447,0.33157136652131924,0.06733534775255991,0.26423601876875935,2.7191774417507566,0.26237705697641955,0.7559903684901993,0.9273762239337354,0.032744042736899216,False,Rax
Mbd1_248,0.29754033089693577,0.03524299002921665,0.2622973408677191,3.504048242744858,0.22205230974698817,0.2609949911650735,0.6170724266705974,0.20966385921249434,False,Mbd1
Cic_728,-0.2768818802759841,-0.5385550267565797,0.26167314648059564,-1.8207763705770963,-0.7556449576167862,0.40912706214807226,0.7475008346661669,0.12638831806613054,False,Cic
Hoxd12_409,0.522991016860059,0.262516054732488,0.260474962127571,1.2926185240836239,0.47793997858237314,0.678037126855586,0.9009537986744997,0.04529747927086305,False,Hoxd12
Rfx3_710,0.5812644443458592,0.3223437380330463,0.25892070631281294,1.1226848827753,0.5378467868472231,0.2390148499887882,0.591989915904026,0.2276856910887976,False,Rfx3
Erg_287,0.7831927840691018,0.5244759804219541,0.25871680364714766,0.7866308618307158,0.7258147678366468,0.42868584062758464,0.7666770299685667,0.11538754823109894,False,Erg
Meis3_525,0.21051946407219463,-0.04729507620579068,0.25781454027798534,,0.11318332155133101,0.4502331442580906,0.7735758665776852,0.11149708749748019,False,Meis3
Gm5294_343,0.2496718507536797,-0.007772376537767591,0.2574442272914473,,0.16472158978400267,0.47838691881440487,0.7976129723899907,0.09820779126664216,False,Gm5294
Foxl1_369,0.2496718507536797,-0.007772376537767591,0.2574442272914473,,0.16472158978400267,0.47838691881440487,0.7976129723899907,0.09820779126664216,False,Foxl1
Zfp148_800,0.34608605762380135,0.0911498544164578,0.25493620320734356,2.338365214789569,0.2852459033624452,0.5406767879053267,0.8232269616130973,0.08448041437773816,False,Zfp148
Neurog1_85,0.20520911331144426,-0.04937625397367981,0.25458536728512404,,0.10824533098848961,0.4981910231180151,0.808273276478232,0.09244177981817343,False,Neurog1
Olig3_78,0.24054227491135147,-0.012457176652551428,0.2529994515639029,,0.15580433523243664,0.523151513605123,0.8193168010286013,0.08654813934395002,False,Olig3
NP_589,0.5411575318820613,0.28832055588176925,0.25283697600029204,1.198216659603502,0.5005359648471288,0.4415414642982527,0.7696434219586143,0.11371043813104906,False,NP
Mga_96,0.08606035553616777,-0.1654203710772748,0.25148072661344256,,-0.05841288251227696,0.48291856540284317,0.7991260313045172,0.09738472208309469,False,Mga
Gm98_652,0.31214284828012273,0.061328849980105356,0.2508139983000174,2.78717001035389,0.24699884689266488,0.35120669943392413,0.6817366286825646,0.16638337138607817,False,Gm98
Hoxa7_509,0.4109742066695367,0.16082207667210224,0.25015212999743447,1.7188672492276222,0.3627763686951475,0.8976187007767097,0.969054578704922,0.013651762100047303,False,Hoxa7
Six1_553,0.26275253295551865,0.012994085499817985,0.24975844745570067,4.692670766574007,0.1863399369733731,0.6727138525569778,0.8999955645323939,0.045759630898289216,False,Six1
Foxl1_364,0.3224679920953277,0.07313212740693398,0.24933586468839375,2.5742826297686006,0.2603871093964263,0.710306967229895,0.9142446258988597,0.03893758384671878,False,Foxl1
Gm5294_338,0.3224679920953277,0.07313212740693398,0.24933586468839375,2.5742826297686006,0.2603871093964263,0.710306967229895,0.9142446258988597,0.03893758384671878,False,Gm5294
Mafb_136,-0.3073656410817824,-0.5557035981760512,0.2483379570942688,-1.6022799554609166,-0.8148556034440189,0.43152368045658207,0.7666770299685667,0.11538754823109894,False,Mafb
Sim2_92,0.2931934523551581,0.04708013288331327,0.2461133194718448,3.090959413680843,0.22667719519118967,0.712115712009656,0.9142446258988597,0.03893758384671878,False,Sim2
Npas3_34,0.2931934523551581,0.04708013288331327,0.2461133194718448,3.090959413680843,0.22667719519118967,0.712115712009656,0.9142446258988597,0.03893758384671878,False,Npas3
Npas1_19,0.2931934523551581,0.04708013288331327,0.2461133194718448,3.090959413680843,0.22667719519118967,0.712115712009656,0.9142446258988597,0.03893758384671878,False,Npas1
Sim1_30,0.2931934523551581,0.04708013288331327,0.2461133194718448,3.090959413680843,0.22667719519118967,0.712115712009656,0.9142446258988597,0.03893758384671878,False,Sim1
Mnx1_402,0.47977661136355226,0.23975338561115836,0.2400232257523939,1.3228662531064785,0.44335733911375524,0.3981930930786046,0.7409415782601882,0.13021603390929792,False,Mnx1
Atf4_121,0.3451069230140905,0.10593987388517088,0.23916704912891962,2.1227610196813913,0.29339802929246506,0.5279020617249415,0.8193168010286013,0.08654813934395002,False,Atf4
NP_585,0.3316994787724008,0.09505147769420122,0.23664800107819958,2.2344230586593725,0.27902606056729035,0.4997322763246581,0.808273276478232,0.09244177981817343,False,NP
Lhx6_458,0.3316994787724008,0.09505147769420122,0.23664800107819958,2.2344230586593725,0.27902606056729035,0.4997322763246581,0.808273276478232,0.09244177981817343,False,Lhx6
Nr1i2_672,0.05842984022034621,-0.17382684352068495,0.23225668374103114,,-0.08573935715091037,0.46345062915630975,0.7845747695122173,0.10536566209713269,False,Nr1i2
Foxl1_368,0.47795786026792886,0.24739440713123645,0.2305634531366924,1.2736280661257258,0.446442718544101,0.5199967168453046,0.8189948290313548,0.08671884027894443,False,Foxl1
Egr4_234,-0.07100315982520783,-0.3002174799227908,0.22921432009758297,,-0.2962088150618846,0.41188821502013273,0.7475008346661669,0.12638831806613054,False,Egr4
Tlx3_522,0.42758328852105315,0.19901625006257817,0.22856703845847498,1.4588797992286675,0.3931962584312968,0.43294667414786303,0.7666770299685667,0.11538754823109894,False,Tlx3
Tlx1_450,0.42758328852105315,0.19901625006257817,0.22856703845847498,1.4588797992286675,0.3931962584312968,0.43294667414786303,0.7666770299685667,0.11538754823109894,False,Tlx1
Fli1_277,0.7463562946767376,0.5208748284691813,0.22548146620755627,0.7367971330558842,0.7080685142869749,0.48291856540284317,0.7991260313045172,0.09738472208309469,False,Fli1
Foxl1_374,0.3509805844666647,0.12662236461446194,0.22435821985220275,1.8877612087646733,0.3089450053605158,0.8517109728323098,0.963374691773784,0.016204766955945315,False,Foxl1
Dlx1_528,0.33812998565638724,0.1156529927484736,0.22247699290791365,1.9768791493308846,0.2950076573853553,0.48291856540284317,0.7991260313045172,0.09738472208309469,False,Dlx1
Cux2_244,0.40639261559501094,0.1857444720484292,0.22064814354658174,1.5010077501807058,0.37414201854409973,0.560124208030234,0.8359214069080649,0.07783455288473833,False,Cux2
Dmrtc2_250,0.4697618552316689,0.24992288524502296,0.21983896998664595,1.2393299380901275,0.4434394273172019,0.8365115127422478,0.9594319300892881,0.017985832221140415,False,Dmrtc2
Hoxa9_508,0.4202262293458074,0.2043653309817904,0.21586089836401698,1.4016543470840122,0.3920929276406931,0.39683883458562286,0.7399827740053264,0.13077839005484534,False,Hoxa9
Arid3c_10,0.831134514644636,0.6179511164387781,0.21318339820585785,0.6250591368219145,0.7862139472985651,0.560124208030234,0.8359214069080649,0.07783455288473833,False,Arid3c
Foxl1_371,0.2727321721383338,0.060012638225443775,0.21271953391289,2.681163091967675,0.22202849293748775,0.47838691881440487,0.7976129723899907,0.09820779126664216,False,Foxl1
Gm5294_345,0.2727321721383338,0.060012638225443775,0.21271953391289,2.681163091967675,0.22202849293748775,0.47838691881440487,0.7976129723899907,0.09820779126664216,False,Gm5294
Vsx1_490,0.344453188510178,0.13638202653704662,0.20807116197313136,1.7623247331375615,0.31082591002697996,0.5932707766150915,0.8550078839452789,0.0680298806658107,False,Vsx1
Mlxip_70,0.21307050978918876,0.006080903815103552,0.20698960597408522,5.386663702465785,0.15000810656314256,0.3524624746930266,0.6817366286825646,0.16638337138607817,False,Mlxip
Nrl_120,-0.167513149639073,-0.3664414188746436,0.1989282692355706,-3.0997058792854535,-0.44807018795775805,0.5294904496443342,0.8193168010286013,0.08654813934395002,False,Nrl
Maf_793,-0.167513149639073,-0.3664414188746436,0.1989282692355706,-3.0997058792854535,-0.44807018795775805,0.5294904496443342,0.8193168010286013,0.08654813934395002,False,Maf
Mafa_792,-0.167513149639073,-0.3664414188746436,0.1989282692355706,-3.0997058792854535,-0.44807018795775805,0.5294904496443342,0.8193168010286013,0.08654813934395002,False,Mafa
Nkx26_536,0.34436472851877564,0.14586618735869591,0.19849854116007973,1.6664172430379205,0.31627952773309054,0.5247325881151668,0.8193168010286013,0.08654813934395002,False,Nkx26
Atf1_106,0.16282790885680123,-0.03208307459357833,0.19491098345037955,,0.09135783461075286,0.5358682099080296,0.8225970477807688,0.0848128534638753,False,Atf1
Rfx1_708,0.5196998646621556,0.32586904621516793,0.19383081844698763,0.9755079758496056,0.5087171175050474,0.5765851658989178,0.8489951858478223,0.07109477237754738,False,Rfx1
Barx2_488,0.35268908767822016,0.15960466588455866,0.1930844217936615,1.5636030677919186,0.32900516328637636,0.45315176988538897,0.7745733741064207,0.11093743592907594,False,Barx2
Usf1_46,0.04277012127197456,-0.14887117021850843,0.19164129149048298,,-0.07864064210980669,0.5765851658989178,0.8489951858478223,0.07109477237754738,False,Usf1
Hoxb1_423,0.08115523743185454,-0.10581197226696065,0.1869672096988152,,-0.01789662067502303,0.634190813275086,0.8822654531681796,0.05440072609137848,False,Hoxb1
Bhlhe40_55,0.10701791265232816,-0.07934106394129854,0.1863589765936267,,0.019827748046393572,0.6221321922659173,0.8768114520815045,0.057093786479090775,False,Bhlhe40
Ets1_284,0.6917452290404751,0.5074098857967319,0.18433534324374323,0.6810591649292919,0.6776909449328355,0.5294904496443342,0.8193168010286013,0.08654813934395002,False,Ets1
Mlx_27,-0.007328444617260427,-0.18887525925782833,0.1815468146405679,,-0.1489635766860573,0.6187052293974096,0.8759197629671192,0.05753567476411195,False,Mlx
E2f1_261,0.5195284767402069,0.3382459638894794,0.18128251285072744,0.9216660534536197,0.5148920514138529,0.9168577019601166,0.969054578704922,0.013651762100047303,False,E2f1
Pax1_855,0.11828415205328155,-0.061580937476713886,0.17986508952999544,,0.04033362577827555,0.6905203806113753,0.9059614692070148,0.04289027259539053,False,Pax1
Pax8_854,0.11828415205328155,-0.061580937476713886,0.17986508952999544,,0.04033362577827555,0.6905203806113753,0.9059614692070148,0.04289027259539053,False,Pax8
Isx_482,0.29746427822079285,0.12009032200957942,0.17737395621121343,1.7908805146920912,0.2735484731941783,0.566681206011165,0.8428546774061509,0.07424729873368728,False,Isx
Hsfy2_628,0.20686999830518887,0.03055136013478528,0.1763186381704036,3.349828481146372,0.161836974988057,0.7633844019705802,0.9286966103973128,0.03212613955849141,False,Hsfy2
Nkx61_499,0.3042776463279005,0.12820934833138387,0.17606829799651663,1.721078019656319,0.2824320916289096,0.7950427946058862,0.9476050605978266,0.023372628633271417,False,Nkx61
NP_606,0.3042776463279005,0.12820934833138387,0.17606829799651663,1.721078019656319,0.2824320916289096,0.7950427946058862,0.9476050605978266,0.023372628633271417,False,NP
Zfp300_180,0.3214255400143076,0.14611862998923922,0.1753069100250684,1.5916664555431175,0.30307590971702414,0.8289342383894334,0.9578947679197138,0.018682198877653055,False,Zfp300
Bhlhe41_56,0.1383080441516993,-0.03599118187598154,0.17429922602768086,,0.07198012942484543,0.5915923000353345,0.8550078839452789,0.0680298806658107,False,Bhlhe41
Meox1_398,0.09275586852493237,-0.07853504819875458,0.17129091672368696,,0.010221855601896675,0.9053077251663126,0.969054578704922,0.013651762100047303,False,Meox1
Stat1_757,0.6807771456611382,0.50980903306217,0.17096811259896827,0.6547752766268304,0.6738215021870009,0.5882419085453152,0.8550078839452789,0.0680298806658107,False,Stat1
Zbtb4_151,0.13302623009301476,-0.03079085519759791,0.16381708529061267,,0.07192420839790212,0.8138280141780639,0.9554562311476377,0.01978920291188714,False,Zbtb4
Tgif1_542,0.19087947063651367,0.027491297321844358,0.16338817331466932,3.421012984704543,0.1495005108520142,0.4516911239087391,0.7735758665776852,0.11149708749748019,False,Tgif1
Gmeb1_715,0.06966891694699609,-0.09354820087750058,0.16321711782449666,,-0.01732891990163725,0.5966342561548308,0.8584525512700828,0.06628370433656185,False,Gmeb1
Sox30_736,-0.0440684911141736,-0.19694572692609194,0.15287723581191834,,-0.1852561785767567,0.6187052293974096,0.8759197629671192,0.05753567476411195,False,Sox30
Arntl_89,0.020761566819500782,-0.1301424767863567,0.1509040436058575,,-0.0811412725003218,0.6674069307153442,0.8959709480836127,0.04770607213645567,False,Arntl
Phf21a_15,0.5694441207883583,0.41970173138838907,0.1497423893999692,0.7196356659020908,0.5797332934958999,0.5263161060122734,0.8193168010286013,0.08654813934395002,False,Phf21a
Irf6_634,0.23499122022622712,0.08559682714809369,0.14939439307813343,2.039011201394152,0.2144904370472019,0.6621165917311429,0.8902238321751037,0.05050078340375944,False,Irf6
Nkx23_537,0.3279432648085934,0.17863219962731042,0.149311065181283,1.3262752595314247,0.3257176693999461,0.7321168561461713,0.9198628092666976,0.03627693963408237,False,Nkx23
NP_607,0.7408701601442408,0.5929123737203064,0.14795778642393442,0.5414735191266042,0.7371599988811192,0.6084742095210343,0.8684049398018644,0.0612777147862614,False,NP
Zbtb49_176,0.09712368879277214,-0.04615533878844889,0.14327902758122102,,0.036305228705077776,0.5633981081164716,0.8393870462140675,0.0760377372941256,False,Zbtb49
Nfil3_138,-0.07469639629541136,-0.2178867800733749,0.14319038377796353,,-0.22818470028847535,0.6941027239560791,0.9069608926359434,0.042411438936130086,False,Nfil3
E2f4_257,0.4277579584389941,0.28502574204332615,0.14273221639566797,0.9454677601601569,0.4397740211981983,0.5915923000353345,0.8550078839452789,0.0680298806658107,False,E2f4
E2f2_259,0.342741987045862,0.2012426467673473,0.1414993402785147,1.202509781514393,0.34708995647587193,0.5422844270943419,0.8232269616130973,0.08448041437773816,False,E2f2
Rfx4_706,0.3804964564767331,0.2410322011076635,0.1394642553690696,1.0565534992143168,0.3904083169505535,0.7894297887052271,0.9476050605978266,0.023372628633271417,False,Rfx4
Snai1_197,0.2675972353456267,0.12823835325475821,0.13935888209086847,1.5918956501692152,0.26052890827305264,0.4935824771587062,0.8076804171687919,0.09276044679384127,False,Snai1
Snai3_147,0.2675972353456267,0.12823835325475821,0.13935888209086847,1.5918956501692152,0.26052890827305264,0.4935824771587062,0.8076804171687919,0.09276044679384127,False,Snai3
Dmrta2_879,0.15439248761084212,0.01744391634001107,0.13694857127083104,3.8449024926698003,0.11891543458896056,0.9014620573541843,0.969054578704922,0.013651762100047303,False,Dmrta2
Rhox11_552,0.2009710497457325,0.06724050588810393,0.13373054385762856,2.2350556704726836,0.1815552064308981,0.7157380557421964,0.914899949513938,0.03862639637046144,False,Rhox11
Hoxa3_584,0.20154775183328472,0.06980949655179425,0.13173825528149047,2.1850474227407637,0.18355463688550674,0.9014620573541843,0.969054578704922,0.013651762100047303,False,Hoxa3
Hoxb7_514,0.36635554608581267,0.23672542440706223,0.12963012167875043,1.0414151175858,0.38022018838885424,1.0,1.0,-0.0,False,Hoxb7
Batf_790,-0.6925297499612353,-0.8197317495549111,0.12720199959367584,-0.5269316354648521,-2.0358202363851814,0.8574253209097737,0.963374691773784,0.016204766955945315,False,Batf
Batf3_789,-0.6925297499612353,-0.8197317495549111,0.12720199959367584,-0.5269316354648521,-2.0358202363851814,0.8574253209097737,0.963374691773784,0.016204766955945315,False,Batf3
Gm5294_348,0.5352208301265975,0.4098820212447742,0.1253388088818233,0.6807175030811446,0.5583180179512931,0.7987907209918023,0.9479030755291931,0.023236067635387114,False,Gm5294
Foxl1_375,0.5352208301265975,0.4098820212447742,0.1253388088818233,0.6807175030811446,0.5583180179512931,0.7987907209918023,0.9479030755291931,0.023236067635387114,False,Foxl1
Setbp1_12,0.1578172014514099,0.03255668457770023,0.12526051687370968,3.0328331552883094,0.13117715178109432,0.6169948458926957,0.8759197629671192,0.05753567476411195,False,Setbp1
Onecut1_826,0.559042398316416,0.4340662473321499,0.12497615098426612,0.6495384226353649,0.5816446475943162,0.9207117199033159,0.969054578704922,0.013651762100047303,False,Onecut1
Onecut2_827,0.559042398316416,0.4340662473321499,0.12497615098426612,0.6495384226353649,0.5816446475943162,0.9207117199033159,0.969054578704922,0.013651762100047303,False,Onecut2
Hoxa4_396,0.301565720850511,0.17745133161406929,0.12411438923644169,1.2491754055774387,0.30976819535423217,0.543894446337658,0.8242524083673788,0.0839397752261986,False,Hoxa4
Hoxb4_511,0.2664986732036739,0.14240354474537117,0.1240951284583027,1.4389012609942748,0.26837583295242795,0.5184230055514891,0.8189948290313548,0.08671884027894443,False,Hoxb4
Hoxa6_533,0.23312353089327786,0.11027628706928902,0.12284724382398884,1.673404055188926,0.22860311987860846,0.9245676009422651,0.969641645696882,0.013388740013657762,False,Hoxa6
Sp140_717,0.15102017487688274,0.03163922088451197,0.11938095399237077,3.036557523436639,0.12608701517317195,0.9922519043552307,0.999048150275472,0.0004135799471838114,False,Sp140
IRC900814_720,0.15102017487688274,0.03163922088451197,0.11938095399237077,3.036557523436639,0.12608701517317195,0.9922519043552307,0.999048150275472,0.0004135799471838114,False,IRC900814
Hoxc8_405,0.31246278019998064,0.1943796649689248,0.11808311523105583,1.155514729206513,0.32587132576246114,0.7339444396442207,0.9198628092666976,0.03627693963408237,False,Hoxc8
Tbx19_766,-0.02953699054854808,-0.14374194228575918,0.1142049517372111,,-0.13074364284838927,0.752301667123064,0.9267179754225453,0.03305241294618079,False,Tbx19
Nfil3_137,0.28676443890924297,0.17261547927047302,0.11414895963876995,1.2376377839889428,0.2982946156727866,0.6033871209440858,0.8649613783814801,0.06300328389966102,False,Nfil3
Zbtb12_210,0.21857011338479654,0.11319394502993267,0.10537616835486387,1.5765396581892228,0.2214218155642038,0.9864412721441136,0.998567549651185,0.000622551275514748,False,Zbtb12
Zeb1_139,0.4899917069228553,0.3879173993966043,0.10207430752625102,0.6573984220732263,0.5250210278207661,0.5552307156304149,0.8352893354267971,0.07816306342218057,False,Zeb1
Hoxa2_420,0.1645942326205817,0.06311221474323123,0.10148201787735048,2.1530327542340775,0.15555913625301973,0.7856938269501564,0.946696660341582,0.02378915493900894,False,Hoxa2
Pou3f4_561,0.38578779526763723,0.2845391871483171,0.10124860811932013,0.833991598089387,0.41701641121120653,0.8995400845844281,0.969054578704922,0.013651762100047303,False,Pou3f4
Rfx8_711,0.26489036985615677,0.16587780907478739,0.09901256078136939,1.2156569808973514,0.28141231086799323,0.8631471507751589,0.9667051339594758,0.014705974958006641,False,Rfx8
Rfx2_707,0.26489036985615677,0.16587780907478739,0.09901256078136939,1.2156569808973514,0.28141231086799323,0.8631471507751589,0.9667051339594758,0.014705974958006641,False,Rfx2
Nobox_476,0.2098407148084451,0.11087064390770726,0.09897007090073784,1.5688046525336925,0.21456709689860232,0.7012878813401913,0.913642409663292,0.03922374944929061,False,Nobox
Ovol1_166,0.3988574912849386,0.30225142112814524,0.09660607015679334,0.7839103968042855,0.433551812460878,0.6815949461995401,0.9009537986744997,0.04529747927086305,False,Ovol1
Gm5294_336,0.4496631952672031,0.3590324802074769,0.0906307150597262,0.6705880189601372,0.4899003157180592,0.4560810457844344,0.7765704293086315,0.10981915078790344,False,Gm5294
Foxl1_360,0.4496631952672031,0.3590324802074769,0.0906307150597262,0.6705880189601372,0.4899003157180592,0.4560810457844344,0.7765704293086315,0.10981915078790344,False,Foxl1
Nr6a1_689,-0.055623036012652574,-0.138379641702313,0.08275660568966044,,-0.14720424623381234,0.7066943778398298,0.9142446258988597,0.03893758384671878,False,Nr6a1
Nkx32_548,0.23220570144166608,0.15082554504178755,0.08138015639987853,1.2248693954429837,0.25279786837719015,0.8044212879810184,0.9485288449187944,0.02294945760759646,False,Nkx32
NP_599,0.1617798373205047,0.0831838252590836,0.07859601206142108,1.751292173774937,0.1666920934116359,0.7931705978656451,0.9476050605978266,0.023372628633271417,False,NP
Irx1_565,0.141364483467077,0.06277293371730783,0.07859154974976917,2.039938735325047,0.1402141716905243,0.9728864594107216,0.9954592310907847,0.001976521748945415,False,Irx1
